"AttributeId","Name","Describe","ImageID","PaymentType","Type","Price","VipPointBonuse","MoneyGetArray","NewSignID","MonthCardAddTime","FirstRechargeRewardMoneyArray","OfflineItem","IsShowInWidget","SortNum","PriceText","ProductId"
"104000137","90091338","90091338","91222000","2","-1","119000","5000","(3,5000)","0","0","","31092037","0","0","","104000137"
"104000138","90091339","90091339","91222000","2","-1","249000","10000","(3,10000)","0","0","","31092038","0","0","","104000138"
"104000139","","","","2","32","25000","1000","(3,0)","0","0","","31091146","0","0","","104000139"
"104000140","","","","2","33","75000","3250","(3,0)","0","0","","31091147","0","0","","104000140"
"104000141","","","","2","34","50000","2250","(3,0)","0","0","","31091148","0","0","","104000141"
"104000142","90091336","90091336","91222000","2","-1","26000","1000","(3,1000)","0","0","","31092470","0","0","","104000142"
"104000143","90091337","90091337","91222000","2","-1","75000","3200","(3,3200)","0","0","","31092471","0","0","","104000143"
"104000144","90091338","90091338","91222000","2","-1","119000","5000","(3,5000)","0","0","","31092472","0","0","","104000144"
"104000145","90091339","90091339","91222000","2","-1","249000","10000","(3,10000)","0","0","","31092473","0","0","","104000145"
"104000146","90091336","90091336","91222000","2","-1","26000","1000","(3,0)","0","0","","31092486","0","0","","104000146"
"104000147","90091337","90091337","91222000","2","-1","75000","3200","(3,0)","0","0","","31092487","0","0","","104000147"
"104000148","90091338","90091338","91222000","2","-1","119000","5000","(3,0)","0","0","","31092488","0","0","","104000148"
"104000149","90091336","90091336","91222000","2","-1","7500","320","(3,0)","0","0","","31092489","0","0","","104000149"
"104000150","90091337","90091337","91222000","2","-1","14000","500","(3,0)","0","0","","31092490","0","0","","104000150"
"104000151","90091338","90091338","91222000","2","-1","39000","1500","(3,0)","0","0","","31092491","0","0","","104000151"
"104000152","90091338","90091338","91222000","2","-1","60000","2500","(3,0)","0","0","","31092492","0","0","","104000152"
"104000201","90096271","90096280","91260841","3","1","14000","450","(3,450)","90200000","30","","31092040","2","1","","104000201"
"104000202","90090011","90090176","91260842","3","31","35000","1280","(3,1280)","90200000","-1","","31092041","2","2","","104000202"
"104000203","90096272","90096272","91231136","3","2","2500","75","(3,75)","0","0","(4,75)","31092042","1","3","","104000203"
"104000204","90096273","90096273","91231137","3","3","4900","150","(3,150)","0","0","(4,150)","31092043","1","4","","104000204"
"104000205","90096274","90096274","91231138","3","4","7500","250","(3,250)","0","0","(4,250)","31092044","1","5","","104000205"
"104000206","90096275","90096275","91231139","3","5","14000","500","(3,500)","0","0","(4,500)","31092045","1","6","","104000206"
"104000207","90096276","90096276","91231140","3","6","26000","1000","(3,1000)","0","0","(4,1000)","31092046","1","7","","104000207"
"104000208","90096277","90096277","91231141","3","7","39000","1500","(3,1500)","0","0","(4,1500)","31092047","1","8","","104000208"
"104000209","90096278","90096278","91231142","3","8","60000","2500","(3,2500)","0","0","(4,2500)","31092048","1","9","","104000209"
"104000210","90096279","90096279","91231142","3","9","119000","5000","(3,5000)","0","0","(4,5000)","31092049","1","10","","104000210"
"104000231","90091332","90091332","91222000","3","-1","900","20","(3,20)","0","0","","31092050","0","0","","104000231"
"104000232","90091333","90091333","91222000","3","-1","2500","75","(3,75)","0","0","","31092051","0","0","","104000232"
"104000233","90091334","90091334","91222000","3","-1","14000","500","(3,500)","0","0","","31092052","0","0","","104000233"
"104000234","90091335","90091335","91222000","3","-1","26000","1000","(3,1000)","0","0","","31092053","0","0","","104000234"
"104000235","90091336","90091336","91222000","3","-1","50000","2000","(3,2000)","0","0","","31092054","0","0","","104000235"
"104000236","90091337","90091337","91222000","3","-1","75000","3000","(3,3000)","0","0","","31092055","0","0","","104000236"
"104000237","90091338","90091338","91222000","3","-1","119000","5000","(3,5000)","0","0","","31092056","0","0","","104000237"
"104000238","90091339","90091339","91222000","3","-1","249000","10000","(3,10000)","0","0","","31092057","0","0","","104000238"
"104000239","","","","3","32","25000","1000","(3,0)","0","0","","31091146","0","0","","104000239"
"104000240","","","","3","33","75000","3250","(3,0)","0","0","","31091147","0","0","","104000240"
"104000241","","","","3","34","50000","2250","(3,0)","0","0","","31091148","0","0","","104000241"
"104000242","90091336","90091336","91222000","2","-1","26000","1000","(31000)","0","0","","31092474","0","0","","104000242"
"104000243","90091337","90091337","91222000","2","-1","75000","3200","(3,3200)","0","0","","31092475","0","0","","104000243"
"104000244","90091338","90091338","91222000","2","-1","119000","5000","(3,5000)","0","0","","31092476","0","0","","104000244"
"104000245","90091339","90091339","91222000","2","-1","249000","10000","(3,10000)","0","0","","31092477","0","0","","104000245"
"104000246","90091336","90091336","91222000","3","-1","26000","1000","(3,0)","0","0","","31092493","0","0","","104000246"
"104000247","90091337","90091337","91222000","3","-1","75000","3200","(3,0)","0","0","","31092494","0","0","","104000247"
"104000248","90091338","90091338","91222000","3","-1","119000","5000","(3,0)","0","0","","31092495","0","0","","104000248"
"104000249","90091336","90091336","91222000","3","-1","7500","320","(3,0)","0","0","","31092496","0","0","","104000249"
"104000250","90091337","90091337","91222000","3","-1","14000","500","(3,0)","0","0","","31092497","0","0","","104000250"
"104000251","90091338","90091338","91222000","3","-1","39000","1500","(3,0)","0","0","","31092498","0","0","","104000251"
"104000252","90091338","90091338","91222000","3","-1","60000","2500","(3,0)","0","0","","31092499","0","0","","104000252"
"104000301","90096271","90096280","91260841","4","1","14000","450","(3,450)","90200000","30","","31092058","2","1","","104000301"
"104000302","90090011","90090176","91260842","4","31","35000","1280","(3,1280)","90200000","-1","","31092059","2","2","","104000302"
"104000303","90096272","90096272","91231136","4","2","2500","75","(3,75)","0","0","(4,75)","31092060","1","3","","104000303"
"104000304","90096273","90096273","91231137","4","3","4900","150","(3,150)","0","0","(4,150)","31092061","1","4","","104000304"
"104000305","90096274","90096274","91231138","4","4","7500","250","(3,250)","0","0","(4,250)","31092062","1","5","","104000305"
"104000306","90096275","90096275","91231139","4","5","14000","500","(3,500)","0","0","(4,500)","31092063","1","6","","104000306"
"104000307","90096276","90096276","91231140","4","6","26000","1000","(3,1000)","0","0","(4,1000)","31092064","1","7","","104000307"
"104000308","90096277","90096277","91231141","4","7","39000","1500","(3,1500)","0","0","(4,1500)","31092065","1","8","","104000308"
"104000309","90096278","90096278","91231142","4","8","60000","2500","(3,2500)","0","0","(4,2500)","31092066","1","9","","104000309"
"104000310","90096279","90096279","91231142","4","9","119000","5000","(3,5000)","0","0","(4,5000)","31092067","1","10","","104000310"
"104000331","90091332","90091332","91222000","4","-1","900","20","(3,20)","0","0","","31092068","0","0","","104000331"
"104000332","90091333","90091333","91222000","4","-1","2500","75","(3,75)","0","0","","31092069","0","0","","104000332"
"104000333","90091334","90091334","91222000","4","-1","14000","500","(3,500)","0","0","","31092070","0","0","","104000333"
"104000334","90091335","90091335","91222000","4","-1","26000","1000","(3,1000)","0","0","","31092071","0","0","","104000334"
"104000335","90091336","90091336","91222000","4","-1","50000","2000","(3,2000)","0","0","","31092072","0","0","","104000335"
"104000336","90091337","90091337","91222000","4","-1","75000","3000","(3,3000)","0","0","","31092073","0","0","","104000336"
"104000337","90091338","90091338","91222000","4","-1","119000","5000","(3,5000)","0","0","","31092074","0","0","","104000337"
"104000338","90091339","90091339","91222000","4","-1","249000","10000","(3,10000)","0","0","","31092075","0","0","","104000338"
"104000339","","","91222000","4","32","25000","1000","(3,0)","0","0","","31091146","0","0","","104000339"
"104000340","","","91222000","4","33","75000","3250","(3,0)","0","0","","31091147","0","0","","104000340"
"104000341","","","91222000","4","34","50000","2250","(3,0)","0","0","","31091148","0","0","","104000341"
"104000342","90029912","90097136","91222000","4","-1","1200","27","(3,27)","0","0","","31091149","0","0","","104000342"
"104000343","90029913","90097137","91222000","4","-1","1200","27","(3,27)","0","0","","31091150","0","0","","104000343"
"104000344","90029914","90097138","91222000","4","-1","2500","75","(3,75)","0","0","","31091151","0","0","","104000344"
"104000345","90029915","90097139","91222000","4","-1","14000","500","(3,500)","0","0","","31091152","0","0","","104000345"
"104000346","90091336","90091336","91222000","2","-1","26000","1000","(31000)","0","0","","31092478","0","0","","104000346"
"104000347","90091337","90091337","91222000","2","-1","75000","3200","(3,3200)","0","0","","31092479","0","0","","104000347"
"104000348","90091338","90091338","91222000","2","-1","119000","5000","(3,5000)","0","0","","31092480","0","0","","104000348"
"104000349","90091339","90091339","91222000","2","-1","249000","10000","(3,10000)","0","0","","31092481","0","0","","104000349"
"104000350","90091336","90091336","91222000","3","-1","26000","1000","(3,0)","0","0","","31092500","0","0","","104000350"
"104000351","90091337","90091337","91222000","3","-1","75000","3200","(3,0)","0","0","","31092501","0","0","","104000351"
"104000352","90091338","90091338","91222000","3","-1","119000","5000","(3,0)","0","0","","31092502","0","0","","104000352"
"104000353","90091336","90091336","91222000","3","-1","7500","320","(3,0)","0","0","","31092503","0","0","","104000353"
"104000354","90091337","90091337","91222000","3","-1","14000","500","(3,0)","0","0","","31092504","0","0","","104000354"
"104000355","90091338","90091338","91222000","3","-1","39000","1500","(3,0)","0","0","","31092505","0","0","","104000355"
"104000356","90091338","90091338","91222000","3","-1","60000","2500","(3,0)","0","0","","31092506","0","0","","104000356"
"104000401","90096535","90096542","91260841","5","1","4.99","300","(3,300)","90200000","30","","31092027","2","1","90096664","104000401"
"104000402","90090011","90090176","91260842","5","31","24.99","1500","(3,1500)","90200000","-1","","31092029","2","2","90096665","104000402"
"104000403","90096536","90096543","91231138","5","8","0.99","60","(3,60,4,6)","","","(4,60)","31091072","1","3","90096666","104000403"
"104000404","90096537","90096544","91231139","5","11","4.99","300","(3,300,4,30)","","","(4,300)","31091073","1","4","90096667","104000404"
"104000405","90096538","90096545","91231140","5","12","9.99","600","(3,600,4,60)","","","(4,600)","31091074","1","5","90096668","104000405"
"104000406","90096539","90096546","91231141","5","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31091075","1","6","90096669","104000406"
"104000407","90096540","90096547","91231142","5","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31091076","1","7","90096670","104000407"
"104000408","90096541","90096548","91231142","5","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31091077","1","8","90096671","104000408"
"104000409","","","","5","32","9.99","600","(3,0)","0","0","","31091146","0","0","","104000409"
"104000410","","","","5","33","19.9","1200","(3,0)","0","0","","31091147","0","0","","104000410"
"104000411","","","","5","34","9.99","600","(3,0)","0","0","","31091148","0","0","","104000411"
"104000501","90096535","90096542","91260841","6","1","4.99","300","(3,300)","90200000","30","","31092076","2","1","","104000501"
"104000502","90090011","90090176","91260842","6","31","24.99","1500","(3,1500)","90200000","-1","","31092077","2","2","","104000502"
"104000503","90096536","90096543","91231138","6","8","0.99","60","(3,60,4,6)","","","(4,60)","31092078","1","3","","104000503"
"104000504","90096537","90096544","91231139","6","11","4.99","300","(3,300,4,30)","","","(4,300)","31092079","1","4","","104000504"
"104000505","90096538","90096545","91231140","6","12","9.99","600","(3,600,4,60)","","","(4,600)","31092080","1","5","","104000505"
"104000506","90096539","90096546","91231141","6","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092081","1","6","","104000506"
"104000507","90096540","90096547","91231142","6","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092082","1","7","","104000507"
"104000508","90096541","90096548","91231142","6","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092083","1","8","","104000508"
"104000509","","","","6","32","9.99","600","(3,0)","0","0","","31091146","0","0","","104000509"
"104000510","","","","6","33","19.9","1200","(3,0)","0","0","","31091147","0","0","","104000510"
"104000511","","","","6","34","9.99","600","(3,0)","0","0","","31091148","0","0","","104000511"
"104000601","90096535","90096542","91260841","7","1","4.99","300","(3,300)","90200000","30","","31092084","2","1","90096664","104000601"
"104000602","90090011","90090176","91260842","7","31","24.99","1500","(3,1500)","90200000","-1","","31092085","2","2","90096665","104000602"
"104000603","90096536","90096543","91231138","7","8","0.99","60","(3,60,4,6)","","","(4,60)","31092086","1","3","90096666","104000603"
"104000604","90096537","90096544","91231139","7","11","4.99","300","(3,300,4,30)","","","(4,300)","31092087","1","4","90096667","104000604"
"104000605","90096538","90096545","91231140","7","12","9.99","600","(3,600,4,60)","","","(4,600)","31092088","1","5","90096668","104000605"
"104000606","90096539","90096546","91231141","7","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092089","1","6","90096669","104000606"
"104000607","90096540","90096547","91231142","7","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092090","1","7","90096670","104000607"
"104000608","90096541","90096548","91231142","7","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092091","1","8","90096671","104000608"
"104000609","90096550","","91231136","7","7","0.33","20","(3,20,4,2)","","","(4,20)","31091078","0","0","","104000609"
"104000610","90096551","90096574","91231136","7","8","0.99","60","(3,60,4,6)","","","(4,60)","31091079","0","0","","104000610"
"104000611","90096552","","91231137","7","9","1.67","100","(3,100,4,10)","","","(4,100)","31091080","0","0","","104000611"
"104000612","90096553","","91231137","7","10","3.33","200","(3,200,4,20)","","","(4,200)","31091081","0","0","","104000612"
"104000613","90096554","90096575","91231137","7","11","4.99","300","(3,300,4,30)","","","(4,300)","31091082","0","0","","104000613"
"104000614","90096555","90096576","91231138","7","12","9.99","600","(3,600,4,60)","","","(4,600)","31091083","0","0","","104000614"
"104000615","90096556","","91231138","7","13","11.67","700","(3,700,4,70)","","","(4,700)","31091084","0","0","","104000615"
"104000616","90096557","","91231138","7","14","13.33","800","(3,800,4,80)","","","(4,800)","31091085","0","0","","104000616"
"104000617","90096558","","91231139","7","15","15","900","(3,900,4,90)","","","(4,900)","31091086","0","0","","104000617"
"104000618","90096559","90096577","91231139","7","16","16.67","1000","(3,1000,4,100)","","","(4,1000)","31091087","0","0","","104000618"
"104000619","90096560","90096578","91231139","7","17","19.99","1200","(3,1200,4,120)","","","(4,1200)","31091088","0","0","","104000619"
"104000620","90096561","90096579","91231140","7","18","25","1500","(3,1500,4,150)","","","(4,1500)","31091089","0","0","","104000620"
"104000621","90096562","90096580","91231140","7","19","33.33","2000","(3,2000,4,200)","","","(4,2000)","31091090","0","0","","104000621"
"104000622","90096563","","91231140","7","20","38.33","2300","(3,2300,4,230)","","","(4,2300)","31091091","0","0","","104000622"
"104000623","90096565","90096581","91231141","7","21","49.99","3000","(3,3000,4,300)","","","(4,3000)","31091093","0","0","","104000623"
"104000624","90096566","","91231141","7","22","66.67","4000","(3,4000,4,400)","","","(4,4000)","31091094","0","0","","104000624"
"104000625","90096567","90096582","91231141","7","23","99.99","6000","(3,6000,4,600)","","","(4,6000)","31091095","0","0","","104000625"
"104000626","90096568","90096583","91231141","7","24","166.67","10000","(3,10000,4,1000)","","","(4,10000)","31091096","0","0","","104000626"
"104000627","90096569","","91231142","7","25","333.33","20000","(3,20000,4,2000)","","","(4,20000)","31091097","0","0","","104000627"
"104000628","90096570","","91231142","7","26","666.67","40000","(3,40000,4,4000)","","","(4,40000)","31091098","0","0","","104000628"
"104000629","90096572","","91231142","7","27","1667","100000","(3,100000,4,10000)","","","(4,100000)","31091100","0","0","","104000629"
"104000701","90091359","90091359","91222000","7","-1","0.99","60","(3,60)","0","0","","31092102","0","0","","104000701"
"104000702","90091360","90091360","91222000","7","-1","4.99","300","(3,300)","0","0","","31092103","0","0","","104000702"
"104000703","90091361","90091361","91222000","7","-1","9.99","600","(3,600)","0","0","","31092104","0","0","","104000703"
"104000704","90091361","90091361","91222000","7","-1","9.99","600","(3,600)","0","0","","31092105","0","0","","104000704"
"104000705","90091362","90091362","91222000","7","-1","19.99","1200","(3,1200)","0","0","","31092106","0","0","","104000705"
"104000706","90091362","90091362","91222000","7","-1","19.99","1200","(3,1200)","0","0","","31092107","0","0","","104000706"
"104000707","90091363","90091363","91222000","7","-1","49.99","3000","(3,3000)","0","0","","31092108","0","0","","104000707"
"104000708","90091363","90091363","91222000","7","-1","49.99","3000","(3,3000)","0","0","","31092109","0","0","","104000708"
"104000709","90091364","90091364","91222000","7","-1","99.99","6000","(3,6000)","0","0","","31092110","0","0","","104000709"
"104000710","90091364","90091364","91222000","7","-1","99.99","6000","(3,6000)","0","0","","31092111","0","0","","104000710"
"104000711","","","","7","32","9.99","600","(3,0)","0","0","","31091146","0","0","","104000711"
"104000712","","","","7","33","19.9","1200","(3,0)","0","0","","31091147","0","0","","104000712"
"104000713","","","","7","34","9.99","600","(3,0)","0","0","","31091148","0","0","","104000713"
"104000801","90096271","90096280","91260841","11","1","14000","450","(3,450)","90200000","30","","31092138","2","1","","104000801"
"104000802","90090011","90090176","91260842","11","31","35000","1280","(3,1280)","90200000","-1","","31092139","2","2","","104000802"
"104000803","90096272","90096272","91231136","11","2","2500","75","(3,75)","0","0","(4,75)","31092140","1","3","","104000803"
"104000804","90096273","90096273","91231137","11","3","4900","150","(3,150)","0","0","(4,150)","31092141","1","4","","104000804"
"104000805","90096274","90096274","91231138","11","4","7500","250","(3,250)","0","0","(4,250)","31092142","1","5","","104000805"
"104000806","90096275","90096275","91231139","11","5","14000","500","(3,500)","0","0","(4,500)","31092143","1","6","","104000806"
"104000807","90096276","90096276","91231140","11","6","26000","1000","(3,1000)","0","0","(4,1000)","31092144","1","7","","104000807"
"104000808","90096277","90096277","91231141","11","7","39000","1500","(3,1500)","0","0","(4,1500)","31092145","1","8","","104000808"
"104000809","90096278","90096278","91231142","11","8","60000","2500","(3,2500)","0","0","(4,2500)","31092146","1","9","","104000809"
"104000810","90096279","90096279","91231142","11","9","119000","5000","(3,5000)","0","0","(4,5000)","31092147","1","10","","104000810"
"104000811","90091332","90091332","91222000","11","-1","900","20","(3,20)","0","0","","31092148","0","0","","104000811"
"104000812","90091333","90091333","91222000","11","-1","2500","75","(3,75)","0","0","","31092149","0","0","","104000812"
"104000813","90091334","90091334","91222000","11","-1","14000","500","(3,500)","0","0","","31092150","0","0","","104000813"
"104000814","90091335","90091335","91222000","11","-1","26000","1000","(3,1000)","0","0","","31092151","0","0","","104000814"
"104000815","90091336","90091336","91222000","11","-1","50000","2000","(3,2000)","0","0","","31092152","0","0","","104000815"
"104000816","90091337","90091337","91222000","11","-1","75000","3000","(3,3000)","0","0","","31092153","0","0","","104000816"
"104000817","90091338","90091338","91222000","11","-1","119000","5000","(3,5000)","0","0","","31092154","0","0","","104000817"
"104000818","90091339","90091339","91222000","11","-1","249000","10000","(3,10000)","0","0","","31092155","0","0","","104000818"
"104000819","","","","11","32","25000","1000","(3,0)","0","0","","31092156","0","0","","104000819"
"104000820","","","","11","33","75000","3250","(3,0)","0","0","","31092157","0","0","","104000820"
"104000821","","","","11","34","50000","2250","(3,0)","0","0","","31092158","0","0","","104000821"
"104001001","90096271","90096280","91260841","8","1","14000","450","(3,450)","90200000","30","","31092092","2","1","","104001001"
"104001002","90090011","90090176","91260842","8","31","35000","1280","(3,1280)","90200000","-1","","31092093","2","2","","104001002"
"104001003","90096272","90096272","91231136","8","2","2500","75","(3,75)","0","0","(4,75)","31092094","1","3","","104001003"
"104001004","90096273","90096273","91231137","8","3","4900","150","(3,150)","0","0","(4,150)","31092095","1","4","","104001004"
"104001005","90096274","90096274","91231138","8","4","7500","250","(3,250)","0","0","(4,250)","31092096","1","5","","104001005"
"104001006","90096275","90096275","91231139","8","5","14000","500","(3,500)","0","0","(4,500)","31092097","1","6","","104001006"
"104001007","90096276","90096276","91231140","8","6","26000","1000","(3,1000)","0","0","(4,1000)","31092098","1","7","","104001007"
"104001008","90096277","90096277","91231141","8","7","39000","1500","(3,1500)","0","0","(4,1500)","31092099","1","8","","104001008"
"104001009","90096278","90096278","91231142","8","8","60000","2500","(3,2500)","0","0","(4,2500)","31092100","1","9","","104001009"
"104001010","90096279","90096279","91231142","8","9","119000","5000","(3,5000)","0","0","(4,5000)","31092101","1","10","","104001010"
"104001011","","","","8","32","25000","1000","(3,0)","0","0","","31091146","0","0","","104001011"
"104001012","","","","8","33","75000","3250","(3,0)","0","0","","31091147","0","0","","104001012"
"104001013","","","","8","34","50000","2250","(3,0)","0","0","","31091148","0","0","","104001013"
"104001014","90091336","90091336","91222000","2","-1","26000","1000","(31000)","0","0","","31092482","0","0","","104001014"
"104001015","90091337","90091337","91222000","2","-1","75000","3200","(3,3200)","0","0","","31092483","0","0","","104001015"
"104001016","90091338","90091338","91222000","2","-1","119000","5000","(3,5000)","0","0","","31092484","0","0","","104001016"
"104001017","90091339","90091339","91222000","2","-1","249000","10000","(3,10000)","0","0","","31092485","0","0","","104001017"
"104001018","90091336","90091336","91222000","8","-1","26000","1000","(3,0)","0","0","","31092507","0","0","","104001018"
"104001019","90091337","90091337","91222000","8","-1","75000","3200","(3,0)","0","0","","31092508","0","0","","104001019"
"104001020","90091338","90091338","91222000","8","-1","119000","5000","(3,0)","0","0","","31092509","0","0","","104001020"
"104001021","90091336","90091336","91222000","8","-1","7500","320","(3,0)","0","0","","31092510","0","0","","104001021"
"104001022","90091337","90091337","91222000","8","-1","14000","500","(3,0)","0","0","","31092511","0","0","","104001022"
"104001023","90091338","90091338","91222000","8","-1","39000","1500","(3,0)","0","0","","31092512","0","0","","104001023"
"104001024","90091338","90091338","91222000","8","-1","60000","2500","(3,0)","0","0","","31092513","0","0","","104001024"
"104001101","90096970","90096984","91260841","10","1","4.99","300","(3,300)","90200000","30","","31092120","2","1","","104001101"
"104001102","90096971","90096985","91260842","10","31","24.99","1500","(3,1500)","90200000","-1","","31092121","2","2","","104001102"
"104001103","90096972","90096986","91231138","10","2","0.99","60","(3,60,4,6)","","","(4,60)","31092122","1","3","","104001103"
"104001104","90096973","90096987","91231139","10","3","4.99","300","(3,300,4,30)","","","(4,300)","31092123","1","4","","104001104"
"104001105","90096974","90096988","91231140","10","4","9.99","600","(3,600,4,60)","","","(4,600)","31092124","1","5","","104001105"
"104001106","90096975","90096989","91231141","10","5","19.99","1200","(3,1200,4,120)","","","(4,1200)","31092125","1","6","","104001106"
"104001107","90096976","90096990","91231142","10","6","49.99","3000","(3,3000,4,300)","","","(4,3000)","31092126","1","7","","104001107"
"104001108","90096977","90096991","91231142","10","7","99.99","6000","(3,6000,4,600)","","","(4,6000)","31092127","1","8","","104001108"
"104001109","90096978","90096978","91222000","10","-1","0.99","60","(3,60)","0","0","","31092128","0","0","","104001109"
"104001110","90096979","90096979","91222000","10","-1","4.99","300","(3,300)","0","0","","31092129","0","0","","104001110"
"104001111","90096980","90096980","91222000","10","-1","9.99","600","(3,600)","0","0","","31092130","0","0","","104001111"
"104001112","90096980","90096980","91222000","10","-1","9.99","600","(3,600)","0","0","","31092131","0","0","","104001112"
"104001113","90096981","90096981","91222000","10","-1","19.99","1200","(3,1200)","0","0","","31092132","0","0","","104001113"
"104001114","90096981","90096981","91222000","10","-1","19.99","1200","(3,1200)","0","0","","31092133","0","0","","104001114"
"104001115","90096982","90096982","91222000","10","-1","49.99","3000","(3,3000)","0","0","","31092134","0","0","","104001115"
"104001116","90096982","90096982","91222000","10","-1","49.99","3000","(3,3000)","0","0","","31092135","0","0","","104001116"
"104001117","90096983","90096983","91222000","10","-1","99.99","6000","(3,6000)","0","0","","31092136","0","0","","104001117"
"104001118","90096983","90096983","91222000","10","-1","99.99","6000","(3,6000)","0","0","","31092137","0","0","","104001118"
"104001119","","","","10","32","9.99","600","(3,0)","0","0","","31091146","0","0","","104001119"
"104001120","","","","10","33","19.9","1200","(3,0)","0","0","","31091147","0","0","","104001120"
"104001121","","","","10","34","9.99","600","(3,0)","0","0","","31091148","0","0","","104001121"
"104001122","90028100","90097137","91222000","10","-1","0.99","60","(3,60)","0","0","","31091157","0","0","","104001122"
"104001123","90028101","90097138","91222000","10","-1","5.99","360","(3,360)","0","0","","31091158","0","0","","104001123"
"104001124","90028102","90097139","91222000","10","-1","12.99","780","(3,780)","0","0","","31091159","0","0","","104001124"
"104001201","90096970","90096984","91260841","9","1","4.99","300","(3,300)","90200000","30","","31092112","2","1","","104001201"
"104001202","90096971","90096985","91260842","9","31","24.99","1500","(3,1500)","90200000","-1","","31092113","2","2","","104001202"
"104001203","90096972","90096986","91231138","9","2","0.99","60","(3,60,4,6)","","","(4,60)","31092114","1","3","","104001203"
"104001204","90096973","90096987","91231139","9","3","4.99","300","(3,300,4,30)","","","(4,300)","31092115","1","4","","104001204"
"104001205","90096974","90096988","91231140","9","4","9.99","600","(3,600,4,60)","","","(4,600)","31092116","1","5","","104001205"
