"AttributeId","RightAnswer","Region","SeasonNum","Level","NormalRewardArray","SpecialRewardArray","exp","BigRewardTag"
"159000064","","0","1","64","(31020002,5)","(31000090,2)","6400","0"
"159000065","","0","1","65","(31010176,600)","(31000105,10)","6500","0"
"159000066","","0","1","66","(0)","(31000034,2)","6600","-1"
"159000067","","0","1","67","(31020008,10)","(31061003,2)","6700","0"
"159000068","","0","1","68","(0)","(31000036,2)","6800","-1"
"159000069","","0","1","69","(31000178,1)","(31010044,4)","6900","0"
"159000070","","0","1","70","(31131129,5)","(31000178,5)","7000","1"
"159000071","","0","1","71","(0)","(31000099,10)","7100","-1"
"159000072","","0","1","72","(0)","(31000033,2)","7200","-1"
"159000073","","0","1","73","(31000027,3)","(31130408,1)","7300","0"
"159000074","","0","1","74","(0)","(31000030,2)","7400","-1"
"159000075","","0","1","75","(31010176,600)","(31000176,1)","7500","0"
"159000076","","0","1","76","(0)","(31020005,2)","7600","-1"
"159000077","","0","1","77","(0)","(31140132,10)","7700","-1"
"159000078","","0","1","78","(31020002,2)","(31000034,2)","7800","0"
"159000079","","0","1","79","(0)","(31010044,4)","7900","-1"
"159000080","","0","1","80","(31000176,1)","(31000176,4)","8000","1"
"159000081","","0","1","81","(31020001,5)","(31110103,2)","8100","0"
"159000082","","0","1","82","(31010176,600)","(31000035,2)","8200","0"
"159000083","","0","1","83","(0)","(31000105,10)","8300","-1"
"159000084","","0","1","84","(0)","(31000099,10)","8400","-1"
"159000085","","0","1","85","(31061002,3)","(31000034,2)","8500","0"
"159000086","","0","1","86","(0)","(31010107,20)","8600","-1"
"159000087","","0","1","87","(31010176,1000)","(31010044,4)","8700","0"
"159000088","","0","1","88","(0)","(31059001,2)","8800","-1"
"159000089","","0","1","89","(0)","(31000091,1)","8900","-1"
"159000090","","0","1","90","(31102505,1)","(31000177,1)","9000","1"
"159000091","","0","1","91","(0)","(31110003,2)","9100","-1"
"159000092","","0","1","92","(31000106,5)","(31000033,2)","9200","0"
"159000093","","0","1","93","(0)","(31000031,2)","9300","-1"
"159000094","","0","1","94","(0)","(31000012,1)","9400","-1"
"159000095","","0","1","95","(31010176,1000)","(31000037,2)","9500","0"
"159000096","","0","1","96","(0)","(31000096,1)","9600","-1"
"159000097","","0","1","97","(31000178,1)","(31000099,10)","9700","0"
"159000098","","0","1","98","(0)","(31000178,2)","9800","-1"
"159000099","","0","1","99","(0)","(31010044,4)","9900","-1"
"159000100","","0","1","100","(31102510,1)","(31000174,1)","10000","1"
"159000101","90111000","0","2","1","(31041033,2)","(31140201,2)","100","1"
"159000102","","0","2","2","(31020004,10)","(31020003,10)","200","0"
"159000103","","0","2","3","(0)","(31020002,5)","300","-1"
"159000104","","0","2","4","(31010176,300)","(31010043,5)","400","0"
"159000105","","0","2","5","(31010177,1)","(31020008,10)","500","0"
"159000106","","0","2","6","(0)","(31000028,10)","600","-1"
"159000107","","0","2","7","(31010176,300)","(31000004,2)","700","0"
"159000108","","0","2","8","(0)","(31000040,20)","800","-1"
"159000109","","0","2","9","(31020061,2)","(31010107,10)","900","0"
"159000110","","0","2","10","(31059001,2)","(31000178,5)","1000","1"
"159000111","","0","2","11","(0)","(31010044,4)","1100","-1"
"159000112","","0","2","12","(31000040,10)","(31000029,6)","1200","0"
"159000113","","0","2","13","(0)","(31000086,12)","1300","-1"
"159000114","","0","2","14","(31140140,1)","(31000105,12)","1400","0"
"159000115","","0","2","15","(0)","(31020061,3)","1500","-1"
"159000116","","0","2","16","(31010176,300)","(31000005,2)","1600","0"
"159000117","","0","2","17","(31020003,3)","(31000012,1)","1700","0"
"159000118","","0","2","18","(31010043,5)","(31000027,6)","1800","0"
"159000119","","0","2","19","(0)","(31000094,3)","1900","-1"
"159000120","","0","2","20","(31102206,2)","(31010176,600)","2000","1"
"159000121","","0","2","21","(31000029,2)","(31000099,10)","2100","0"
"159000122","","0","2","22","(0)","(31059001,2)","2200","-1"
"159000123","","0","2","23","(31010176,300)","(31020061,3)","2300","0"
"159000124","","0","2","24","(31000105,10)","(31000105,10)","2400","0"
"159000125","","0","2","25","(0)","(31020001,10)","2500","-1"
"159000126","","0","2","26","(31110101,5)","(31010043,10)","2600","0"
"159000127","","0","2","27","(0)","(31000106,5)","2700","-1"
"159000128","","0","2","28","(31010176,300)","(31131129,5)","2800","0"
"159000129","","0","2","29","(0)","(31000095,2)","2900","-1"
"159000130","","0","2","30","(31130339,1)","(31130462,2)","3000","1"
"159000131","","0","2","31","(0)","(31000012,2)","3100","-1"
"159000132","","0","2","32","(31110001,5)","(31000096,1)","3200","0"
"159000133","","0","2","33","(31010043,5)","(31000030,3)","3300","0"
"159000134","","0","2","34","(0)","(31000112,1)","3400","-1"
"159000135","","0","2","35","(31010176,600)","(31000099,10)","3500","0"
"159000136","","0","2","36","(31020008,10)","(31130337,3)","3600","0"
"159000137","","0","2","37","(0)","(31000099,12)","3700","-1"
"159000138","","0","2","38","(31020061,4)","(31000031,3)","3800","0"
"159000139","","0","2","39","(0)","(31130462,1)","3900","-1"
"159000140","","0","2","40","(31010044,2)","(31010176,600)","4000","1"
"159000141","","0","2","41","(0)","(31020005,4)","4100","-1"
"159000142","","0","2","42","(31000099,10)","(31020008,10)","4200","0"
"159000143","","0","2","43","(0)","(31010044,2)","4300","-1"
"159000144","","0","2","44","(31010176,600)","(31061003,1)","4400","0"
"159000145","","0","2","45","(0)","(31000029,5)","4500","-1"
"159000146","","0","2","46","(31000012,1)","(31000112,1)","4600","0"
"159000147","","0","2","47","(0)","(31000099,10)","4700","-1"
"159000148","","0","2","48","(31000028,10)","(31020061,4)","4800","0"
"159000149","","0","2","49","(0)","(31020008,10)","4900","-1"
"159000150","","0","2","50","(31102246,1)","(31140201,2)","5000","1"
"159000151","","0","2","51","(0)","(31010043,12)","5100","-1"
"159000152","","0","2","52","(0)","(31140132,12)","5200","-1"
"159000153","","0","2","53","(31000029,5)","(31000037,3)","5300","0"
"159000154","","0","2","54","(31010176,600)","(31000033,3)","5400","0"
"159000155","","0","2","55","(0)","(31020005,3)","5500","-1"
"159000156","","0","2","56","(31061003,2)","(31010107,12)","5600","0"
"159000157","","0","2","57","(0)","(31000032,3)","5700","-1"
"159000158","","0","2","58","(31000105,5)","(31020001,12)","5800","0"
"159000159","","0","2","59","(0)","(31010044,4)","5900","-1"
"159000160","","0","2","60","(31130463,1)","(31010176,600)","6000","1"
"159000161","","0","2","61","(0)","(31020061,4)","6100","-1"
"159000162","","0","2","62","(31020061,3)","(31000031,2)","6200","0"
"159000163","","0","2","63","(0)","(31000012,1)","6300","-1"
"159000164","","0","2","64","(31020002,5)","(31000090,2)","6400","0"
"159000165","","0","2","65","(31010176,600)","(31000105,10)","6500","0"
"159000166","","0","2","66","(0)","(31000034,2)","6600","-1"
"159000167","","0","2","67","(31020008,10)","(31061003,2)","6700","0"
"159000168","","0","2","68","(0)","(31000036,2)","6800","-1"
"159000169","","0","2","69","(31000178,1)","(31010044,4)","6900","0"
"159000170","","0","2","70","(31131129,5)","(31000179,2)","7000","1"
"159000171","","0","2","71","(0)","(31000099,12)","7100","-1"
"159000172","","0","2","72","(0)","(31000033,3)","7200","-1"
"159000173","","0","2","73","(31000027,3)","(31130408,3)","7300","0"
"159000174","","0","2","74","(0)","(31000030,3)","7400","-1"
"159000175","","0","2","75","(31010176,600)","(31000176,2)","7500","0"
"159000176","","0","2","76","(0)","(31020005,4)","7600","-1"
"159000177","","0","2","77","(0)","(31140132,12)","7700","-1"
"159000178","","0","2","78","(31020002,2)","(31000034,3)","7800","0"
"159000179","","0","2","79","(0)","(31010044,4)","7900","-1"
"159000180","","0","2","80","(31000176,1)","(31000182,4)","8000","1"
"159000181","","0","2","81","(31020001,5)","(31110103,2)","8100","0"
"159000182","","0","2","82","(31010176,600)","(31000035,2)","8200","0"
"159000183","","0","2","83","(0)","(31000105,10)","8300","-1"
"159000184","","0","2","84","(0)","(31000099,10)","8400","-1"
"159000185","","0","2","85","(31061002,3)","(31000034,2)","8500","0"
"159000186","","0","2","86","(0)","(31010107,20)","8600","-1"
"159000187","","0","2","87","(31010176,1000)","(31010044,4)","8700","0"
"159000188","","0","2","88","(0)","(31059001,2)","8800","-1"
"159000189","","0","2","89","(0)","(31000091,1)","8900","-1"
"159000190","","0","2","90","(31102505,1)","(31000180,4)","9000","1"
"159000191","","0","2","91","(0)","(31110003,2)","9100","-1"
"159000192","","0","2","92","(31000106,5)","(31000033,3)","9200","0"
"159000193","","0","2","93","(0)","(31000031,3)","9300","-1"
"159000194","","0","2","94","(0)","(31000012,1)","9400","-1"
"159000195","","0","2","95","(31010176,1000)","(31000037,3)","9500","0"
"159000196","","0","2","96","(0)","(31000096,1)","9600","-1"
"159000197","","0","2","97","(31000178,1)","(31000099,12)","9700","0"
"159000198","","0","2","98","(0)","(31130462,2)","9800","-1"
"159000199","","0","2","99","(0)","(31010044,4)","9900","-1"
"159000200","","0","2","100","(31102510,1)","(31000174,1)","10000","1"
"159000201","90111000","0","3","1","(31041033,2)","(31000177,1)","100","1"
"159000202","","0","3","2","(31020004,10)","(31020003,10)","200","0"
"159000203","","0","3","3","(0)","(31020002,5)","300","-1"
"159000204","","0","3","4","(31010176,300)","(31010043,5)","400","0"
"159000205","","0","3","5","(31010177,1)","(31020008,10)","500","0"
"159000206","","0","3","6","(0)","(31000028,10)","600","-1"
"159000207","","0","3","7","(31010176,300)","(31000004,2)","700","0"
"159000208","","0","3","8","(0)","(31000040,20)","800","-1"
"159000209","","0","3","9","(31020061,2)","(31010107,10)","900","0"
"159000210","","0","3","10","(31059001,2)","(31141061,3)","1000","1"
"159000211","","0","3","11","(0)","(31010044,4)","1100","-1"
"159000212","","0","3","12","(31000040,10)","(31000029,6)","1200","0"
"159000213","","0","3","13","(0)","(31000086,12)","1300","-1"
"159000214","","0","3","14","(31140140,1)","(31000105,12)","1400","0"
"159000215","","0","3","15","(0)","(31020061,3)","1500","-1"
"159000216","","0","3","16","(31010176,300)","(31000005,2)","1600","0"
"159000217","","0","3","17","(31020003,3)","(31000012,1)","1700","0"
"159000218","","0","3","18","(31010043,5)","(31000027,6)","1800","0"
"159000219","","0","3","19","(0)","(31000094,3)","1900","-1"
"159000220","","0","3","20","(31102206,2)","(31010176,700)","2000","1"
"159000221","","0","3","21","(31000029,2)","(31000099,10)","2100","0"
"159000222","","0","3","22","(0)","(31059001,2)","2200","-1"
"159000223","","0","3","23","(31010176,300)","(31020061,3)","2300","0"
"159000224","","0","3","24","(31000105,10)","(31000105,10)","2400","0"
"159000225","","0","3","25","(0)","(31020001,10)","2500","-1"
"159000226","","0","3","26","(31110101,5)","(31010043,10)","2600","0"
"159000227","","0","3","27","(0)","(31000106,5)","2700","-1"
"159000228","","0","3","28","(31010176,300)","(31131129,5)","2800","0"
"159000229","","0","3","29","(0)","(31000095,2)","2900","-1"
"159000230","","0","3","30","(31130339,1)","(31000179,2)","3000","1"
"159000231","","0","3","31","(0)","(31000012,2)","3100","-1"
"159000232","","0","3","32","(31110001,5)","(31000096,1)","3200","0"
"159000233","","0","3","33","(31010043,5)","(31000030,3)","3300","0"
"159000234","","0","3","34","(0)","(31000112,1)","3400","-1"
"159000235","","0","3","35","(31010176,600)","(31000099,10)","3500","0"
"159000236","","0","3","36","(31020008,10)","(31130337,3)","3600","0"
"159000237","","0","3","37","(0)","(31000099,12)","3700","-1"
"159000238","","0","3","38","(31020061,4)","(31000031,3)","3800","0"
"159000239","","0","3","39","(0)","(31130462,1)","3900","-1"
"159000240","","0","3","40","(31010044,2)","(31010176,700)","4000","1"
"159000241","","0","3","41","(0)","(31020005,4)","4100","-1"
"159000242","","0","3","42","(31000099,10)","(31020008,10)","4200","0"
"159000243","","0","3","43","(0)","(31010044,2)","4300","-1"
"159000244","","0","3","44","(31010176,600)","(31061003,1)","4400","0"
"159000245","","0","3","45","(0)","(31000029,5)","4500","-1"
"159000246","","0","3","46","(31000012,1)","(31000112,1)","4600","0"
"159000247","","0","3","47","(0)","(31000099,10)","4700","-1"
"159000248","","0","3","48","(31000028,10)","(31020061,4)","4800","0"
"159000249","","0","3","49","(0)","(31020008,10)","4900","-1"
"159000250","","0","3","50","(31102246,1)","(31141061,3)","5000","1"
"159000251","","0","3","51","(0)","(31010043,12)","5100","-1"
"159000252","","0","3","52","(0)","(31140132,12)","5200","-1"
"159000253","","0","3","53","(31000029,5)","(31000037,3)","5300","0"
"159000254","","0","3","54","(31010176,600)","(31000033,3)","5400","0"
"159000255","","0","3","55","(0)","(31020005,3)","5500","-1"
"159000256","","0","3","56","(31061003,2)","(31010107,12)","5600","0"
"159000257","","0","3","57","(0)","(31000032,3)","5700","-1"
"159000258","","0","3","58","(31000105,5)","(31020001,12)","5800","0"
"159000259","","0","3","59","(0)","(31010044,4)","5900","-1"
"159000260","","0","3","60","(31130463,1)","(31010176,700)","6000","1"
"159000261","","0","3","61","(0)","(31020061,4)","6100","-1"
"159000262","","0","3","62","(31020061,3)","(31000031,2)","6200","0"
"159000263","","0","3","63","(0)","(31000012,1)","6300","-1"
"159000264","","0","3","64","(31020002,5)","(31000090,2)","6400","0"
"159000265","","0","3","65","(31010176,600)","(31000105,10)","6500","0"
"159000266","","0","3","66","(0)","(31000034,2)","6600","-1"
"159000267","","0","3","67","(31020008,10)","(31061003,2)","6700","0"
"159000268","","0","3","68","(0)","(31000036,2)","6800","-1"
"159000269","","0","3","69","(31000178,1)","(31010044,4)","6900","0"
"159000270","","0","3","70","(31131129,5)","(31000179,3)","7000","1"
"159000271","","0","3","71","(0)","(31000099,12)","7100","-1"
"159000272","","0","3","72","(0)","(31000033,3)","7200","-1"
"159000273","","0","3","73","(31000027,3)","(31130408,3)","7300","0"
"159000274","","0","3","74","(0)","(31000030,3)","7400","-1"
"159000275","","0","3","75","(31010176,600)","(31000176,2)","7500","0"
"159000276","","0","3","76","(0)","(31020005,4)","7600","-1"
"159000277","","0","3","77","(0)","(31140132,12)","7700","-1"
"159000278","","0","3","78","(31020002,2)","(31000034,3)","7800","0"
"159000279","","0","3","79","(0)","(31010044,4)","7900","-1"
"159000280","","0","3","80","(31000176,1)","(31000180,2)","8000","1"
"159000281","","0","3","81","(31020001,5)","(31110103,2)","8100","0"
"159000282","","0","3","82","(31010176,600)","(31000035,2)","8200","0"
"159000283","","0","3","83","(0)","(31000105,10)","8300","-1"
"159000284","","0","3","84","(0)","(31000099,10)","8400","-1"
"159000285","","0","3","85","(31061002,3)","(31000034,2)","8500","0"
"159000286","","0","3","86","(0)","(31010107,20)","8600","-1"
"159000287","","0","3","87","(31010176,1000)","(31010044,4)","8700","0"
"159000288","","0","3","88","(0)","(31059001,2)","8800","-1"
"159000289","","0","3","89","(0)","(31000091,1)","8900","-1"
"159000290","","0","3","90","(31102505,1)","(31141062,1)","9000","1"
"159000291","","0","3","91","(0)","(31110003,2)","9100","-1"
"159000292","","0","3","92","(31000106,5)","(31000033,3)","9200","0"
"159000293","","0","3","93","(0)","(31000031,3)","9300","-1"
"159000294","","0","3","94","(0)","(31000012,1)","9400","-1"
"159000295","","0","3","95","(31010176,1000)","(31000037,3)","9500","0"
"159000296","","0","3","96","(0)","(31000096,1)","9600","-1"
"159000297","","0","3","97","(31000178,1)","(31000099,12)","9700","0"
"159000298","","0","3","98","(0)","(31130462,2)","9800","-1"
"159000299","","0","3","99","(0)","(31010044,4)","9900","-1"
"159000300","","0","3","100","(31102510,1)","(31141062,2)","10000","1"
"159000301","90111000","0","4","1","(31041033,2)","(31131116,1)","100","1"
"159000302","","0","4","2","(31020004,10)","(31020003,10)","200","0"
"159000303","","0","4","3","(0)","(31020002,5)","300","-1"
"159000304","","0","4","4","(31010176,300)","(31010043,5)","400","0"
"159000305","","0","4","5","(31010177,1)","(31020008,10)","500","0"
"159000306","","0","4","6","(0)","(31000028,10)","600","-1"
"159000307","","0","4","7","(31010176,300)","(31000004,2)","700","0"
"159000308","","0","4","8","(0)","(31000040,20)","800","-1"
"159000309","","0","4","9","(31020061,2)","(31010107,10)","900","0"
"159000310","","0","4","10","(31059001,2)","(31131129,5)","1000","1"
"159000311","","0","4","11","(0)","(31010044,4)","1100","-1"
"159000312","","0","4","12","(31000040,10)","(31000029,6)","1200","0"
"159000313","","0","4","13","(0)","(31000086,12)","1300","-1"
"159000314","","0","4","14","(31140140,1)","(31000105,12)","1400","0"
"159000315","","0","4","15","(0)","(31020061,3)","1500","-1"
"159000316","","0","4","16","(31010176,300)","(31000005,2)","1600","0"
"159000317","","0","4","17","(31020003,3)","(31000012,1)","1700","0"
"159000318","","0","4","18","(31010043,5)","(31000027,6)","1800","0"
"159000319","","0","4","19","(0)","(31000094,3)","1900","-1"
"159000320","","0","4","20","(31102206,2)","(31010176,800)","2000","1"
"159000321","","0","4","21","(31000029,2)","(31000099,12)","2100","0"
"159000322","","0","4","22","(0)","(31059001,2)","2200","-1"
"159000323","","0","4","23","(31010176,300)","(31020061,3)","2300","0"
"159000324","","0","4","24","(31000105,10)","(31000105,12)","2400","0"
"159000325","","0","4","25","(0)","(31020001,12)","2500","-1"
"159000326","","0","4","26","(31110101,5)","(31010043,12)","2600","0"
"159000327","","0","4","27","(0)","(31000106,6)","2700","-1"
"159000328","","0","4","28","(31010176,300)","(31131129,6)","2800","0"
"159000329","","0","4","29","(0)","(31000095,2)","2900","-1"
"159000330","","0","4","30","(31130339,1)","(31131116,1)","3000","1"
"159000331","","0","4","31","(0)","(31000012,2)","3100","-1"
"159000332","","0","4","32","(31110001,5)","(31000096,1)","3200","0"
"159000333","","0","4","33","(31010043,5)","(31000030,3)","3300","0"
"159000334","","0","4","34","(0)","(31000112,1)","3400","-1"
"159000335","","0","4","35","(31010176,600)","(31000099,10)","3500","0"
"159000336","","0","4","36","(31020008,10)","(31130337,3)","3600","0"
"159000337","","0","4","37","(0)","(31000099,12)","3700","-1"
"159000338","","0","4","38","(31020061,4)","(31000031,3)","3800","0"
"159000339","","0","4","39","(0)","(31130462,1)","3900","-1"
"159000340","","0","4","40","(31010044,2)","(31010176,800)","4000","1"
"159000341","","0","4","41","(0)","(31020005,5)","4100","-1"
"159000342","","0","4","42","(31000099,10)","(31020008,12)","4200","0"
"159000343","","0","4","43","(0)","(31010044,2)","4300","-1"
"159000344","","0","4","44","(31010176,600)","(31061003,1)","4400","0"
"159000345","","0","4","45","(0)","(31000029,6)","4500","-1"
"159000346","","0","4","46","(31000012,1)","(31000112,1)","4600","0"
"159000347","","0","4","47","(0)","(31000099,12)","4700","-1"
"159000348","","0","4","48","(31000028,10)","(31020061,5)","4800","0"
"159000349","","0","4","49","(0)","(31020008,12)","4900","-1"
"159000350","","0","4","50","(31102246,1)","(31131129,10)","5000","1"
"159000351","","0","4","51","(0)","(31010043,12)","5100","-1"
"159000352","","0","4","52","(0)","(31140132,12)","5200","-1"
"159000353","","0","4","53","(31000029,5)","(31000037,3)","5300","0"
"159000354","","0","4","54","(31010176,600)","(31000033,3)","5400","0"
"159000355","","0","4","55","(0)","(31020005,3)","5500","-1"
"159000356","","0","4","56","(31061003,2)","(31010107,12)","5600","0"
"159000357","","0","4","57","(0)","(31000032,3)","5700","-1"
"159000358","","0","4","58","(31000105,5)","(31020001,12)","5800","0"
"159000359","","0","4","59","(0)","(31010044,4)","5900","-1"
"159000360","","0","4","60","(31130463,1)","(31010176,800)","6000","1"
"159000361","","0","4","61","(0)","(31020061,5)","6100","-1"
"159000362","","0","4","62","(31020061,3)","(31000031,3)","6200","0"
"159000363","","0","4","63","(0)","(31000012,1)","6300","-1"
"159000364","","0","4","64","(31020002,5)","(31000090,2)","6400","0"
"159000365","","0","4","65","(31010176,600)","(31000105,12)","6500","0"
"159000366","","0","4","66","(0)","(31000034,3)","6600","-1"
"159000367","","0","4","67","(31020008,10)","(31061003,3)","6700","0"
"159000368","","0","4","68","(0)","(31000036,3)","6800","-1"
"159000369","","0","4","69","(31000178,1)","(31010044,4)","6900","0"
"159000370","","0","4","70","(31131129,5)","(31131116,1)","7000","1"
"159000371","","0","4","71","(0)","(31000099,12)","7100","-1"
"159000372","","0","4","72","(0)","(31000033,3)","7200","-1"
"159000373","","0","4","73","(31000027,3)","(31130408,3)","7300","0"
"159000374","","0","4","74","(0)","(31000030,3)","7400","-1"
"159000375","","0","4","75","(31010176,600)","(31000176,2)","7500","0"
"159000376","","0","4","76","(0)","(31020005,4)","7600","-1"
"159000377","","0","4","77","(0)","(31140132,12)","7700","-1"
"159000378","","0","4","78","(31020002,2)","(31000034,3)","7800","0"
"159000379","","0","4","79","(0)","(31010044,4)","7900","-1"
"159000380","","0","4","80","(31000176,1)","(31140401,1)","8000","1"
"159000381","","0","4","81","(31020001,5)","(31110103,2)","8100","0"
"159000382","","0","4","82","(31010176,600)","(31000035,3)","8200","0"
"159000383","","0","4","83","(0)","(31000105,12)","8300","-1"
"159000384","","0","4","84","(0)","(31000099,12)","8400","-1"
"159000385","","0","4","85","(31061002,3)","(31000034,3)","8500","0"
"159000386","","0","4","86","(0)","(31010107,22)","8600","-1"
"159000387","","0","4","87","(31010176,1000)","(31010044,4)","8700","0"
"159000388","","0","4","88","(0)","(31059001,2)","8800","-1"
"159000389","","0","4","89","(0)","(31000091,1)","8900","-1"
"159000390","","0","4","90","(31102505,1)","(31090538,2)","9000","1"
"159000391","","0","4","91","(0)","(31110003,2)","9100","-1"
"159000392","","0","4","92","(31000106,5)","(31000033,3)","9200","0"
"159000393","","0","4","93","(0)","(31000031,3)","9300","-1"
"159000394","","0","4","94","(0)","(31000012,1)","9400","-1"
"159000395","","0","4","95","(31010176,1000)","(31000037,3)","9500","0"
"159000396","","0","4","96","(0)","(31000096,1)","9600","-1"
"159000397","","0","4","97","(31000178,1)","(31000099,12)","9700","0"
"159000398","","0","4","98","(0)","(31130462,2)","9800","-1"
"159000399","","0","4","99","(0)","(31010044,4)","9900","-1"
"159000400","","0","4","100","(31102510,1)","(31141065,2)","10000","1"
"159000401","90111000","0","5","1","(31041033,2)","(31131113,1)","100","1"
"159000402","","0","5","2","(31020004,10)","(31020003,12)","200","0"
"159000403","","0","5","3","(0)","(31020002,6)","300","-1"
"159000404","","0","5","4","(31010176,300)","(31010043,6)","400","0"
"159000405","","0","5","5","(31010177,1)","(31020008,12)","500","0"
"159000406","","0","5","6","(0)","(31000028,12)","600","-1"
"159000407","","0","5","7","(31010176,300)","(31000004,2)","700","0"
"159000408","","0","5","8","(0)","(31000040,23)","800","-1"
"159000409","","0","5","9","(31020061,2)","(31010107,12)","900","0"
"159000410","","0","5","10","(31059001,2)","(31000063,2)","1000","1"
"159000411","","0","5","11","(0)","(31010044,4)","1100","-1"
"159000412","","0","5","12","(31000040,10)","(31000029,6)","1200","0"
"159000413","","0","5","13","(0)","(31000086,12)","1300","-1"
"159000414","","0","5","14","(31140140,1)","(31000105,12)","1400","0"
"159000415","","0","5","15","(0)","(31020061,3)","1500","-1"
"159000416","","0","5","16","(31010176,300)","(31000005,2)","1600","0"
"159000417","","0","5","17","(31020003,3)","(31000012,1)","1700","0"
"159000418","","0","5","18","(31010043,5)","(31000027,6)","1800","0"
"159000419","","0","5","19","(0)","(31000094,3)","1900","-1"
"159000420","","0","5","20","(31102206,2)","(31010176,800)","2000","1"
"159000421","","0","5","21","(31000029,2)","(31000099,12)","2100","0"
"159000422","","0","5","22","(0)","(31059001,2)","2200","-1"
"159000423","","0","5","23","(31010176,300)","(31020061,3)","2300","0"
"159000424","","0","5","24","(31000105,10)","(31000105,12)","2400","0"
"159000425","","0","5","25","(0)","(31020001,12)","2500","-1"
"159000426","","0","5","26","(31110101,5)","(31010043,12)","2600","0"
