"AttributeId","WingNameId","ViewOrder","WingUpgradeMax","WingAddStarMax","StarNow","UpgradeNow","StarGradeMax","StarGradeNow","AttArray","Type","IIllusionList","WingOpenNeedRoleClass","PreWingRequirement","UnlockNeedMatirial","UnlockNeedMoney","AddStarMatirialId","StarShopId","AddStarMatirialNum","AddStarMaxEXP","EachAddStarExp","AddStarCriticalRate","UpgradeMatirialId","UpgradeShopId","UpgradeMatirialNum","UpgradeMoney","EachUpgradeBless","MinUpgradeBless","MaxUpgradeBless","BasicRate","RateChange","WingMeshID","WingAnimBlueprint","WingFreeAnim","WingGlideAnim","WingCallAnim","WingDeadAnim","WingSkillAnim","WingSpecialSkillAnim","PictureNameRes","ButtonPictureNameRes","NoticeId","IllusionOriginalIdRange","buff_wing_name","buff_image_res","buff_trigger_id","wing_image_res_array","WingClickAnim","ExhibitionPos","ExhibitionScale","MaxWalkSpeed","MaxFlySpeed","FlyUpAnimRes","FlyDownAnimRes","FlyUpTime","SprintAniRes","SprintLenAndTime","StarBuffId","GradeLimit","UpgradeLimit","RegionArr","SkillPool","AddLingMaterial","AddLingMaterialNum","LengQueTime","ExcellentAttArray"
"44010014","90020194","2","5","10","2","2","","","(4,8,8340,0,1,4,5,556,0,1,4,6,669,0,1,4,7,1668,0,1,4,9,330,0,1,4,25,0.02,0,1)","1","","101","","","","31000040","0","4","1280","100","30","0","0","0","0","0","0","0","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010015","90020194","2","5","10","3","2","","","(4,8,9180,0,1,4,5,612,0,1,4,6,736,0,1,4,7,1836,0,1,4,9,364,0,1,4,25,0.02,0,1)","1","","101","","","","31000040","0","4","1440","100","30","0","0","0","0","0","0","0","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010016","90020194","2","5","10","4","2","","","(4,8,10020,0,1,4,5,668,0,1,4,6,803,0,1,4,7,2004,0,1,4,9,398,0,1,4,25,0.02,0,1)","1","","101","","","","31000040","0","4","1600","100","30","0","0","0","0","0","0","0","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010017","90020194","2","5","10","5","2","","","(4,8,10860,0,1,4,5,724,0,1,4,6,870,0,1,4,7,2172,0,1,4,9,432,0,1,4,25,0.02,0,1)","1","","101","","","","31000040","0","4","1760","100","30","0","0","0","0","0","0","0","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010018","90020194","2","5","10","6","2","","","(4,8,11700,0,1,4,5,780,0,1,4,6,937,0,1,4,7,2340,0,1,4,9,466,0,1,4,25,0.02,0,1)","1","","101","","","","31000040","0","4","1920","100","30","0","0","0","0","0","0","0","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010019","90020194","2","5","10","7","2","","","(4,8,12540,0,1,4,5,836,0,1,4,6,1004,0,1,4,7,2508,0,1,4,9,500,0,1,4,25,0.02,0,1)","1","","101","","","","31000040","0","4","2080","100","30","0","0","0","0","0","0","0","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010020","90020194","2","5","10","8","2","","","(4,8,13380,0,1,4,5,892,0,1,4,6,1071,0,1,4,7,2676,0,1,4,9,534,0,1,4,25,0.02,0,1)","1","","101","","","","31000040","0","4","2240","100","30","0","0","0","0","0","0","0","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010021","90020194","2","5","10","9","2","","","(4,8,14220,0,1,4,5,948,0,1,4,6,1138,0,1,4,7,2844,0,1,4,9,568,0,1,4,25,0.02,0,1)","1","","101","","","","31000040","0","4","2400","100","30","0","0","0","0","0","0","0","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010022","90020194","2","5","10","10","2","","","(4,8,15060,0,1,4,5,1004,0,1,4,6,1205,0,1,4,7,3012,0,1,4,9,602,0,1,4,25,0.02,0,1)","1","","201","","","","0","0","0","0","0","0","31000101","0","5","0","5","5","5","0","0","91031518","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","3","","","","","","",""
"44010023","90020195","3","5","10","0","3","","","(4,8,20460,0,1,4,5,1364,0,1,4,6,1637,0,1,4,7,4092,0,1,4,9,818,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","1920","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010024","90020195","3","5","10","1","3","","","(4,8,22260,0,1,4,5,1484,0,1,4,6,1781,0,1,4,7,4452,0,1,4,9,890,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","2240","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010025","90020195","3","5","10","2","3","","","(4,8,24060,0,1,4,5,1604,0,1,4,6,1925,0,1,4,7,4812,0,1,4,9,962,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","2560","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010026","90020195","3","5","10","3","3","","","(4,8,25860,0,1,4,5,1724,0,1,4,6,2069,0,1,4,7,5172,0,1,4,9,1034,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","2880","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010027","90020195","3","5","10","4","3","","","(4,8,27660,0,1,4,5,1844,0,1,4,6,2213,0,1,4,7,5532,0,1,4,9,1106,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","3200","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010028","90020195","3","5","10","5","3","","","(4,8,29460,0,1,4,5,1964,0,1,4,6,2357,0,1,4,7,5892,0,1,4,9,1178,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","3520","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010029","90020195","3","5","10","6","3","","","(4,8,31260,0,1,4,5,2084,0,1,4,6,2501,0,1,4,7,6252,0,1,4,9,1250,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","3840","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010030","90020195","3","5","10","7","3","","","(4,8,33060,0,1,4,5,2204,0,1,4,6,2645,0,1,4,7,6612,0,1,4,9,1322,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","4160","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010031","90020195","3","5","10","8","3","","","(4,8,34860,0,1,4,5,2324,0,1,4,6,2789,0,1,4,7,6972,0,1,4,9,1394,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","4480","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010032","90020195","3","5","10","9","3","","","(4,8,36660,0,1,4,5,2444,0,1,4,6,2933,0,1,4,7,7332,0,1,4,9,1466,0,1,4,25,0.04,0,1)","1","","201","","","","31000040","0","6","4800","100","30","0","0","0","0","0","0","0","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010033","90020195","3","5","10","10","3","","","(4,8,38460,0,1,4,5,2564,0,1,4,6,3077,0,1,4,7,7692,0,1,4,9,1538,0,1,4,25,0.04,0,1)","1","","301","","","","0","0","0","0","0","0","31000102","0","5","0","5","5","5","0","0","91031519","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","4","","","","","","",""
"44010034","90020196","4","5","10","0","4","","","(4,8,46860,0,1,4,5,3124,0,1,4,6,3749,0,1,4,7,9372,0,1,4,9,1874,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","4416","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","93000016","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010035","90020196","4","5","10","1","4","","","(4,8,50460,0,1,4,5,3364,0,1,4,6,4037,0,1,4,7,10092,0,1,4,9,2018,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","5152","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010036","90020196","4","5","10","2","4","","","(4,8,54060,0,1,4,5,3604,0,1,4,6,4325,0,1,4,7,10812,0,1,4,9,2162,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","5888","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010037","90020196","4","5","10","3","4","","","(4,8,57660,0,1,4,5,3844,0,1,4,6,4613,0,1,4,7,11532,0,1,4,9,2306,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","6624","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010038","90020196","4","5","10","4","4","","","(4,8,61260,0,1,4,5,4084,0,1,4,6,4901,0,1,4,7,12252,0,1,4,9,2450,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","7360","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010039","90020196","4","5","10","5","4","","","(4,8,64860,0,1,4,5,4324,0,1,4,6,5189,0,1,4,7,12972,0,1,4,9,2594,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","8096","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010040","90020196","4","5","10","6","4","","","(4,8,68460,0,1,4,5,4564,0,1,4,6,5477,0,1,4,7,13692,0,1,4,9,2738,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","8832","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010041","90020196","4","5","10","7","4","","","(4,8,72060,0,1,4,5,4804,0,1,4,6,5765,0,1,4,7,14412,0,1,4,9,2882,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","9568","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010042","90020196","4","5","10","8","4","","","(4,8,75660,0,1,4,5,5044,0,1,4,6,6053,0,1,4,7,15132,0,1,4,9,3026,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","10304","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010043","90020196","4","5","10","9","4","","","(4,8,79260,0,1,4,5,5284,0,1,4,6,6341,0,1,4,7,15852,0,1,4,9,3170,0,1,4,25,0.06,0,1)","1","","301","","","","31000040","0","8","11040","100","30","0","0","0","0","0","0","0","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010044","90020196","4","5","10","10","4","","","(4,8,82860,0,1,4,5,5524,0,1,4,6,6629,0,1,4,7,16572,0,1,4,9,3314,0,1,4,25,0.06,0,1)","1","","401","","","","0","0","0","0","0","0","31000103","0","5","0","5","5","5","0","0","91031520","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","5","","","","","","",""
"44010045","90020197","5","5","10","0","5","","","(4,8,96360,0,1,4,5,6424,0,1,4,6,7709,0,1,4,7,19272,0,1,4,9,3854,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","11040","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","93000016","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010046","90020197","5","5","10","1","5","","","(4,8,101760,0,1,4,5,6784,0,1,4,6,8141,0,1,4,7,20352,0,1,4,9,4070,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","12880","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010047","90020197","5","5","10","2","5","","","(4,8,107160,0,1,4,5,7144,0,1,4,6,8573,0,1,4,7,21432,0,1,4,9,4286,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","14720","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010048","90020197","5","5","10","3","5","","","(4,8,112560,0,1,4,5,7504,0,1,4,6,9005,0,1,4,7,22512,0,1,4,9,4502,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","16560","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010049","90020197","5","5","10","4","5","","","(4,8,117960,0,1,4,5,7864,0,1,4,6,9437,0,1,4,7,23592,0,1,4,9,4718,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","18400","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010050","90020197","5","5","10","5","5","","","(4,8,123360,0,1,4,5,8224,0,1,4,6,9869,0,1,4,7,24672,0,1,4,9,4934,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","20240","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010051","90020197","5","5","10","6","5","","","(4,8,128760,0,1,4,5,8584,0,1,4,6,10301,0,1,4,7,25752,0,1,4,9,5150,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","22080","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010052","90020197","5","5","10","7","5","","","(4,8,134160,0,1,4,5,8944,0,1,4,6,10733,0,1,4,7,26832,0,1,4,9,5366,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","23920","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010053","90020197","5","5","10","8","5","","","(4,8,139560,0,1,4,5,9304,0,1,4,6,11165,0,1,4,7,27912,0,1,4,9,5582,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","25760","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010054","90020197","5","5","10","9","5","","","(4,8,144960,0,1,4,5,9664,0,1,4,6,11597,0,1,4,7,28992,0,1,4,9,5798,0,1,4,25,0.08,0,1)","1","","401","","","","31000040","0","10","27600","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","0","","","","","","",""
"44010055","90020197","5","5","10","10","5","","","(4,8,150360,0,1,4,5,10024,0,1,4,6,12029,0,1,4,7,30072,0,1,4,9,6014,0,1,4,25,0.08,0,1)","1","","501","","","","0","0","0","0","0","0","31000104","0","5","0","5","5","5","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","91031523","91031524","0.5","","","0","6","","","","","","",""
"44010056","90020198","","5","10","0","6","","","(4,8,225360,0,1,4,5,15024,0,1,4,6,18029,0,1,4,7,22536,0,1,4,9,10016,0,1,4,25,0.08,0,1)","1","","","","","","31000040","0","40","1500","100","30","0","0","0","0","0","0","0","0","0","91031521","91031502","91031503","91031525","91031504","91031505","91031506","91031507","91200030","91231229","93000016","","","","","","91031503","(0,-40,50)","(1,1,1)","0.2","0.8","","","0.5","","","0","","","","","","","",""
