"AttributeId","HighTitleType","EndTimeType","HighTitleName","HighTitleString","HighTitleIcon","HighTitleChatIcon","AdditionArray","StaticAttArray","LastTime","DeadActiveLine","NeedValue1","NeedValue2","Noticeld","ChannelLimit","PlayerType","AniStrId"
"39000055","0","0","90080216","90080217","91290407","","","(4,8,8000,0,1,4,5,1000,0,1,4,6,1000,0,1,4,12,1000,0,1)","0","0","0","","","(""0"","""",""7"","""",""13"","""",""17"","""")","0",""
"39000056","0","0","90080218","90080219","91290408","","","(4,5,1300,0,1,4,6,1300,0,1,4,10,750,0,1,4,12,550,0,1)","0","0","0","","","(""0"","""",""7"","""",""13"","""",""17"","""")","0",""
"39000057","0","0","90080220","90091316","91290545","","","(4,8,5000,0,1,4,7,1000,0,1,4,25,0.02,0,1,4,26,0.02,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000058","25","0","90080221","90080222","91290606","","","(4,8,5000,0,1,4,7,1000,0,1,4,16,100,0,1,4,18,100,0,1,4,20,100,0,1,4,22,100,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","","0",""
"39000059","26","0","90080223","90080224","91290607","","","(4,13,0.2,0,1,4,14,0.2,0,1,4,23,0.2,0,1,4,24,0.2,0,1)","0","0","3","","","","0",""
"39000060","30","0","90204020","90204021","91290677","","","(4,8,12000,0,1,4,7,2400,0,1,4,10,400,0,1,4,12,400,0,1,4,14,0.05,0,1,4,24,0.05,0,1,4,25,0.02,0,1,4,26,0.02,0,1)","0","0","0","","","","0",""
"39000061","31","0","90204022","90204023","91290676","","","(4,8,16000,0,1,4,7,4000,0,1,4,10,800,0,1,4,12,800,0,1,4,14,0.08,0,1,4,24,0.08,0,1,4,25,0.04,0,1,4,26,0.04,0,1)","0","0","0","","","","0",""
"39000062","32","0","90204024","90204025","91290675","","","(4,8,25000,0,1,4,7,5000,0,1,4,10,1000,0,1,4,12,1000,0,1,4,14,0.15,0,1,4,24,0.2,0,1,4,25,0.08,0,1,4,26,0.08,0,1)","0","0","0","","","","0",""
"39000063","0","0","90080225","90080226","91290734","","","(4,8,800,0,1,4,5,80,0,1,4,6,80,0,1,4,7,150,0,1,4,9,40,0,1,4,10,40,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000064","0","0","90080227","90080228","91290735","","","(4,8,1600,0,1,4,5,160,0,1,4,6,160,0,1,4,7,300,0,1,4,9,80,0,1,4,10,80,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000065","0","0","90080229","90080230","91290736","","","(4,8,3200,0,1,4,5,320,0,1,4,6,320,0,1,4,7,600,0,1,4,9,160,0,1,4,10,160,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000066","0","0","90080231","90080232","91290737","","","(4,8,6400,0,1,4,5,640,0,1,4,6,640,0,1,4,7,1200,0,1,4,9,320,0,1,4,10,320,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000067","0","0","90080233","90080234","91290787","","","(4,5,400,0,1,4,6,400,0,1,4,9,250,0,1,4,10,250,0,1,4,11,100,0,1,4,12,100,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000068","0","0","90080235","90080234","91290861","","","(4,8,6000,0,1,4,5,600,0,1,4,6,600,0,1,4,7,1200,0,1,4,25,0.03,0,1,4,26,0.03,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000069","0","0","90080237","90080236","91290937","","","(4,9,500,0,1,4,10,500,0,1,4,11,250,0,1,4,12,250,0,1,4,13,0.1,0,1,4,14,0.1,0,1,4,25,0.01,0,1,4,26,0.01,0,1)","0","0","0","","","(""0"","""",""1"","""",""2"","""",""3"","""",""4"","""",""5"","""",""6"","""",""7"","""",""8"","""",""12"","""",""13"","""")","0",""
"39000070","0","0","90080239","90080238","91290941","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000071","0","0","90080241","90080240","91290954","","","(4,8,6000,0,1,4,7,2000,0,1,4,9,314,0,1,4,10,314,0,1,4,11,314,0,1,4,12,314,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000072","33","0","90204323","90204324","91290958","","","(4,8,25000,0,1,4,5,1500,0,1,4,6,1500,0,1,4,7,6000,0,1,4,11,1000,0,1,4,12,1000,0,1,4,25,0.05,0,1,4,26,0.05,0,1)","0","0","0","","","","0",""
"39000073","0","0","90080243","90080242","91290972","","","(4,5,1000,0,1,4,6,1000,0,1,4,9,600,0,1,4,14,0.1,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000074","0","0","90080245","90080244","91290994","","","(4,5,1000,0,1,4,6,1000,0,1,4,9,600,0,1,4,14,0.1,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000075","0","0","90080246","90080247","91291024","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000076","0","0","90080249","90080248","91291033","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000077","34","3","90080142","90029992","91293424","","","(4,5,1200,0,1,4,6,1200,0,1,4,11,700,0,1,4,13,0.1,0,1)","0","0","8","","","","0",""
"39000078","0","0","90080251","90080250","91291054","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000079","35","0","90204392","90204393","91291075","","","(4,8,12000,0,1,4,7,2400,0,1,4,10,400,0,1,4,12,400,0,1,4,14,0.05,0,1,4,24,0.05,0,1,4,25,0.02,0,1,4,26,0.02,0,1)","0","0","0","","","","0",""
"39000080","36","0","90204394","90204395","91291076","","","(4,8,16000,0,1,4,7,4000,0,1,4,10,800,0,1,4,12,800,0,1,4,14,0.08,0,1,4,24,0.08,0,1,4,25,0.04,0,1,4,26,0.04,0,1)","0","0","0","","","","0",""
"39000081","37","0","90204396","90204397","91291077","","","(4,8,25000,0,1,4,7,5000,0,1,4,10,1000,0,1,4,12,1000,0,1,4,14,0.15,0,1,4,24,0.2,0,1,4,25,0.08,0,1,4,26,0.08,0,1)","0","0","0","","","","0",""
"39000082","38","0","90204398","90204399","91291082","","","(4,8,25000,0,1,4,5,1500,0,1,4,6,1500,0,1,4,7,6000,0,1,4,11,1000,0,1,4,12,1000,0,1,4,25,0.05,0,1,4,26,0.05,0,1)","0","0","0","","","","0",""
"39000083","0","0","90080253","90080252","91291097","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000084","0","0","90080255","90080254","91291126","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000085","0","0","90080257","90080256","91291128","","","(4,8,6000,0,1,4,7,2000,0,1,4,9,314,0,1,4,10,314,0,1,4,11,314,0,1,4,12,314,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000086","0","0","90080259","90080258","91291160","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000087","19","0","90080260","90080261","91222649","91260865","","(4,8,100000,0,1,4,5,8000,0,1,4,6,8000,0,1,4,7,16000,0,1,4,25,0.4,0,1,4,26,0.4,0,1)","0","0","0","","","","0",""
"39000088","0","0","90080263","90080262","91293254","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000089","0","0","90080265","90080264","91293256","","","(4,8,6000,0,1,4,7,2000,0,1,4,9,314,0,1,4,10,314,0,1,4,11,314,0,1,4,12,314,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000090","0","0","90080267","90080266","91293258","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000091","0","0","90080267","90080266","91293258","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0","ErZhouNian_Title_Ani"
"39000092","0","0","90080269","90080268","91293413","","","(4,23,0.01,0,1,4,24,0.01,0,1,4,25,0.01,0,1,4,26,0.01,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000093","0","0","90080271","90080270","91293440","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000094","0","0","90080271","90080270","91293440","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000095","0","0","90080273","90080272","91293499","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000096","0","0","90080275","90080274","91293498","","","(4,15,1000,0,1,4,17,1000,0,1,4,19,1000,0,1,4,21,1000,0,1,4,23,0.05,0,1,4,24,0.05,0,1)","0","0","0","","","(""0"","""",""4"","""",""5"","""",""8"","""",""12"","""")","0",""
"39000097","0","0","90080277","90080276","91293508","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000098","0","0","90080279","90080278","91293514","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000099","0","0","90080281","90080280","91293560","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000100","0","0","90080283","90080282","91293576","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000101","0","0","90080285","90080284","91293583","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000102","0","0","90080286","90080289","91293586","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000103","0","0","90080287","90080290","91293591","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000104","0","0","90080288","90080291","91293593","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000105","0","0","90080292","90080293","91293595","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000106","0","0","90080294","90080295","91293631","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000107","0","0","90080287","90080290","91293675","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000108","0","0","90080296","90080297","91293703","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000109","0","0","90080298","90080299","91293726","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000110","0","0","90080320","90080321","91293800","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000111","0","0","90080322","90080323","91293855","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000112","0","0","90080324","90080325","91293858","","","(4,23,0.01,0,1,4,24,0.01,0,1,4,25,0.01,0,1,4,26,0.01,0,1)","0","0","0","","","(""0"","""",""17"","""")","0",""
"39000113","0","0","90080326","90080327","91293862","","","(4,8,3600,0,1,4,5,360,0,1,4,6,360,0,1,4,7,675,0,1)","0","0","0","","","(""0"","""",""14"","""")","0",""
"39000114","0","0","90080328","90080329","91293867","","","(4,8,2500,0,1,4,5,180,0,1,4,6,180,0,1,4,7,300,0,1,4,25,0.01,0,1,4,26,0.01,0,1)","0","0","0","","","(""0"","""",""16"","""")","0",""
