"AttributeId","WidgetName","WidgetRes","ShowMode","IsGcWhenClose","IsShowJoyStick","IsCacheWhenClose","FuncUnlockReqId","CloseSelfWhenTriggerGuide","Zorder","IsCloseOther","IsMainWidget","ExceptWidgetWhenCloseOther","AdapterScale","LeftAdapterWidgetTagArr","LeftAdapterWidgetOffsetArr","RightAdapterWidgetTagArr","RightAdapterWidgetOffsetArr","IsNeedResetJoyStick","IsResponseBackBtn"
"92060017","UIRoleSignSetWidget","/Game/UI/UIRoleSignSetWidget.UIRoleSignSetWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92060018","UIItemSkyGodWidget","/Game/UI/UIItemSkyGodWidget.UIItemSkyGodWidget_C","","","","","","1","20","1","1","","0","","","","","0","1"
"92070001","UIBagExtendWidget","/Game/UI/UIBagExtendWidget.UIBagExtendWidget_C","0","0","0","0","","1","40","1","0","","1","","","","","0","1"
"92070002","UniformGrid","/Game/UI/UniformGrid.UniformGrid_C","0","0","0","0","","1","20","1","0","","0","","","","","0",""
"92070003","UIItemOneKeyUseWidget","/Game/UI/UIItemOneKeyUseWidget.UIItemOneKeyUseWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92080001","UIGetItemsListWidget","/Game/UI/UIGetItemsListWidget.UIGetItemsListWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92080002","UIGetItemLineWidget","/Game/UI/UIGetItemLineWidget.UIGetItemLineWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92080003","UIPatronSaintWidget","/Game/UI/UIPatronSaintWidget.UIPatronSaintWidget_C","0","0","0","0","","1","20","1","1","","0","","","","","0","0"
"92080004","UIObtainWayWidget","/Game/UI/UIObtainWayWidget.UIObtainWayWidget_C","0","0","0","0","","1","50","1","0","","1","","","","","0","1"
"92080005","UIObtainWayListItemWidget","/Game/UI/UIObtainWayListItemWidget.UIObtainWayListItemWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92090001","UIAutoGetSetWidget","/Game/UI/UIAutoGetSetWidget.UIAutoGetSetWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92090002","UIAutomaticBattleWidget","/Game/UI/UIAutomaticBattleWidget.UIAutomaticBattleWidget_C","0","0","0","0","117000056","0","40","1","0","","0","","","","","0","0"
"92090003","UIAutoSetWidget","/Game/UI/UIAutoSetWidget.UIAutoSetWidget_C","0","1","0","0","117000056","1","0","1","1","","0","","","","","0","1"
"92100001","UIFightTextWidget","/Game/UI/UIFightTextWidget.UIFightTextWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92100002","UIFlySkillUseWidget","/Game/UI/UIFlySkillUseWidget.UIFlySkillUseWidget_C","0","0","0","0","","0","20","1","0","","0","","","","","0","0"
"92100003","UIComBoWidget","/Game/UI/UIComBoWidget.UIComBoWidget_C","0","0","0","0","","0","20","1","0","","0","","","","","0","0"
"92100004","UICommonTipWidget","/Game/UI/UICommonTipWidget.UICommonTipWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92110001","UIBuffWidget","/Game/UI/UIBuffWidget.UIBuffWidget_C","0","0","0","0","","0","20","1","0","","0","","","","","0","0"
"92110002","UIBuffDynamicIconWidget","/Game/UI/UIBuffDynamicIconWidget.UIBuffDynamicIconWidget_C","0","0","0","0","","0","20","1","0","","0","","","","","0","0"
"92110003","UIBuffInfoWidget","/Game/UI/UIBuffInfoWidget.UIBuffInfoWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","1"
"92110004","UIBuffListWidget","/Game/UI/UIBuffListWidget.UIBuffListWidget_C","0","0","0","0","","0","20","1","0","","0","","","","","0","0"
"92110005","UIOverlayTipsWidget","/Game/UI/UIOverlayTipsWidget.UIOverlayTipsWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","0"
"92110006","UIBuffInfoListWidget","/Game/UI/UIBuffInfoListWidget.UIBuffInfoListWidget_C","0","0","0","0","","0","20","1","0","","0","","","","","0","0"
"92120001","UIUpgradeAdditionWidget","/Game/UI/UIUpgradeAdditionWidget.UIUpgradeAdditionWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92120002","UIBagAdditionBuffDetialWidget","/Game/UI/UIBagAdditionBuffDetialWidget.UIBagAdditionBuffDetialWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92130001","UIMissionListWidget","/Game/UI/UIMissionListWidget.UIMissionListWidget_C","0","0","0","0","","1","0","1","1","","0","","","","","0","1"
"92130002","UIMissionChapOverWidget","/Game/UI/UIMissionChapOverWidget.UIMissionChapOverWidget_C","0","0","0","0","","1","20","1","1","","1","","","","","0","1"
"92130003","UIMissionChapWidget","/Game/UI/UIMissionChapWidget.UIMissionChapWidget_C","0","0","0","0","","1","25","0","0","","1","","","","","0","1"
"92130004","UIMissionDailyWidget","/Game/UI/UIMissionDailyWidget.UIMissionDailyWidget_C","0","0","0","0","117000069","1","50","0","0","","1","","","","","0","1"
"92130005","UIMissionHardWidget","/Game/UI/UIMissionHardWidget.UIMissionHardWidget_C","0","0","0","0","117000070","1","50","0","0","","1","","","","","0","1"
"92130006","UIMissionTrackNumListBtnWidget","/Game/UI/UIMissionTrackNumListBtnWidget.UIMissionTrackNumListBtnWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92130007","UIMissionTrackWidget","/Game/UI/UIMissionTrackWidget.UIMissionTrackWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92130008","UIMissionDailyDrawMiniWidget","/Game/UI/UIMissionDailyDrawMiniWidget.UIMissionDailyDrawMiniWidget_C","2","0","0","0","117000069","1","25","1","1","","1","","","","","0","0"
"92130009","UIMissionAgainstDrawMiniWidget","/Game/UI/UIMissionAgainstDrawMiniWidget.UIMissionAgainstDrawMiniWidget_C","2","0","0","0","117000070","1","25","1","1","","1","","","","","0","0"
"92140001","UIDialogWidget","/Game/UI/UIDialogWidget.UIDialogWidget_C","0","0","0","1","","1","0","1","1","","1","","","","","0","1"
"92140002","UIDialogItemWidget","/Game/UI/UIDialogItemWidget.UIDialogItemWidget_C","0","0","0","0","","1","21","1","1","","0","","","","","0","0"
"92150001","UIWingAddSoulWidget","/Game/UI/UIWingAddSoulWidget.UIWingAddSoulWidget_C","0","0","0","0","117000039","1","20","1","1","","0","","","","","0","1"
"92150002","UIWingAddSpiritWidget","/Game/UI/UIWingAddSpiritWidget.UIWingAddSpiritWidget_C","0","0","0","0","117000038","1","20","1","1","","0","","","","","0","1"
"92150003","UIWingFeatherWidget","/Game/UI/UIWingFeatherWidget.UIWingFeatherWidget_C","0","0","0","0","117000040","1","20","1","1","","0","","","","","0","1"
"92150004","UIWingListBtn","/Game/UI/UIWingListBtn.UIWingListBtn_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92150005","UIWingWidget","/Game/UI/UIWingWidget.UIWingWidget_C","0","0","0","0","117000037","1","20","1","1","","0","","","","","0","1"
"92150006","UIPassiveSkillInfoWidget","/Game/UI/UIPassiveSkillInfoWidget.UIPassiveSkillInfoWidget_C","0","1","0","0","","1","25","0","0","","","","","","","0","1"
"92150007","UIWingFeatherHeartInfoWidget","/Game/UI/UIWingFeatherHeartInfoWidget.UIWingFeatherHeartInfoWidget_C","0","0","0","0","","1","25","1","0","","1","","","","","0","1"
"92150008","UIWingFeatherHeartWidget","/Game/UI/UIWingFeatherHeartWidget.UIWingFeatherHeartWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92150009","UIWingFeatherPreviewWidget","/Game/UI/UIWingFeatherPreviewWidget.UIWingFeatherPreviewWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92150010","UIWingFeatherPromptWidget","/Game/UI/UIWingFeatherPromptWidget.UIWingFeatherPromptWidget_C","0","0","0","0","117000030","1","40","1","0","","1","","","","","0","1"
"92150011","UIWingFeatherRecoveryWidget","/Game/UI/UIWingFeatherRecoveryWidget.UIWingFeatherRecoveryWidget_C","0","0","0","0","117000041","1","20","0","0","","1","","","","","0","1"
"92150012","UIWingFeatherHeartButton","/Game/UI/UIWingFeatherHeartButton.UIWingFeatherHeartButton_C","","","","","","","20","0","0","","1","","","","","0","1"
"92160001","UIFeatherAdditionWidget","/Game/UI/UIFeatherAdditionWidget.UIFeatherAdditionWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92160002","UIFeatherListBtnWidget","/Game/UI/UIFeatherListBtnWidget.UIFeatherListBtnWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92170001","UIMountIllusionListBtn","/Game/UI/UIMountIllusionListBtn.UIMountIllusionListBtn_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92170002","UIMountIllusionWidget","/Game/UI/UIMountIllusionWidget.UIMountIllusionWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92170003","UIMountListBtn","/Game/UI/UIMountListBtn.UIMountListBtn_C","0","0","0","0","117000035","1","20","1","0","","0","","","","","0","0"
"92170004","UIMountWidget","/Game/UI/UIMountWidget.UIMountWidget_C","0","1","0","0","117000035","1","20","1","1","","0","","","","","0","1"
"92170005","UIMountRenewWidget","/Game/UI/UIMountRenewWidget.UIMountRenewWidget_C","0","0","0","0","","1","40","1","0","","0","","","","","0","1"
"92170006","UIBeastSpiritWidget","/Game/UI/UIBeastSpiritWidget.UIBeastSpiritWidget_C","0","0","0","0","","1","24","1","0","","0","","","","","0","1"
"92170007","UIBeastSpiritBtnWidget","/Game/UI/UIBeastSpiritBtnWidget.UIBeastSpiritBtnWidget_C","0","0","0","0","","1","24","1","0","","0","","","","","0","0"
"92180001","UISpiritBag","/Game/UI/UISpiritBag.UISpiritBag_C","0","1","0","0","","1","20","1","0","","0","","","","","0","0"
"92180002","UISpiritFetterLine","/Game/UI/UISpiritFetterLine.UISpiritFetterLine_C","0","0","0","0","117000067","1","20","1","0","","0","","","","","0","0"
"92180003","UISpiritFettersWidget","/Game/UI/UISpiritFettersWidget.UISpiritFettersWidget_C","0","0","0","0","117000067","1","20","1","0","","1","","","","","0","1"
"92180004","UISpiritGetWidget","/Game/UI/UISpiritGetWidget.UISpiritGetWidget_C","0","0","0","0","117000066","1","20","1","1","","0","","","","","0","0"
"92180005","UISpiritGrid","/Game/UI/UISpiritGrid.UISpiritGrid_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92180006","UISpiritInfoWidget","/Game/UI/UISpiritInfoWidget.UISpiritInfoWidget_C","0","0","0","0","","1","25","1","0","","1","","","","","0","1"
"92180007","UISpiritListButton","/Game/UI/UISpiritListButton.UISpiritListButton_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92180008","UISpiritRecoveryWidget","/Game/UI/UISpiritRecoveryWidget.UISpiritRecoveryWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","1"
"92180009","UISpiritSoulRecoveryWidget","/Game/UI/UISpiritSoulRecoveryWidget.UISpiritSoulRecoveryWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92180010","UISpiritSpecialBuffWidget","/Game/UI/UISpiritSpecialBuffWidget.UISpiritSpecialBuffWidget_C","0","0","0","0","117000064","1","20","1","0","","1","","","","","0","1"
"92180011","UISpiritWidget","/Game/UI/UISpiritWidget.UISpiritWidget_C","0","1","0","0","117000064","1","20","1","1","","0","","","","","0","1"
"92180012","UISpiritListWidget","/Game/UI/UISpiritListWidget.UISpiritListWidget_C","0","0","0","0","117000064","1","20","1","1","","0","","","","","0","1"
"92180013","UISpiritTipsWidget","/Game/UI/UISpiritTipsWidget.UISpiritTipsWidget_C","0","0","0","0","","1","40","1","0","","1","","","","","0","1"
"92180014","UISpriteRecoveryConfirmWidget","/Game/UI/UISpriteRecoveryConfirmWidget.UISpriteRecoveryConfirmWidget_C","0","0","0","0","","1","40","1","0","","1","","","","","0","1"
"92180015","UISpiritStarGrade","/Game/UI/UISpiritStarGrade.UISpiritStarGrade_C","0","1","0","0","117000064","1","20","1","1","","0","","","","","0","0"
"92180016","UISpirteTuJianWidget","/Game/UI/UISpirteTuJianWidget.UISpirteTuJianWidget_C","0","1","0","0","117000064","1","20","1","1","","0","","","","","0","1"
"92180017","UISpirteTuJianBtnWidget","/Game/UI/UISpirteTuJianBtnWidget.UISpirteTuJianBtnWidget_C","0","1","0","0","117000064","1","20","1","0","","0","","","","","0","0"
"92190001","UIElementBagWidget","/Game/UI/UIElementBagWidget.UIElementBagWidget_C","0","0","0","0","117000041","1","20","1","1","","0","","","","","0","1"
"92190002","UIElementEquipWidget","/Game/UI/UIElementEquipWidget.UIElementEquipWidget_C","0","0","0","0","","1","40","1","0","","0","","","","","0","0"
"92190003","UIElementGradeUpWidget","/Game/UI/UIElementGradeUpWidget.UIElementGradeUpWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92190004","UIElementHeartInfoWidget","/Game/UI/UIElementHeartInfoWidget.UIElementHeartInfoWidget_C","0","0","0","0","","1","25","1","0","","1","","","","","0","1"
"92190005","UIElementRefineWidget","/Game/UI/UIElementRefineWidget.UIElementRefineWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","1"
"92190006","UIElementPreviewWidget","/Game/UI/UIElementPreviewWidget.UIElementPreviewWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92200001","UIWorldMapCityBtnWidget","/Game/UI/UIWorldMapCityBtnWidget.UIWorldMapCityBtnWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92200002","UIWorldMapListBtnWidget","/Game/UI/UIWorldMapListBtnWidget.UIWorldMapListBtnWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92200003","UIWorldMapMarkWidget","/Game/UI/UIWorldMapMarkWidget.UIWorldMapMarkWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92200004","UIWorldMapPathNodeWidget","/Game/UI/UIWorldMapPathNodeWidget.UIWorldMapPathNodeWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","0"
"92200005","UIWorldMapWidget","/Game/UI/UIWorldMapWidget.UIWorldMapWidget_C","0","1","0","0","","1","20","1","1","","0","","","","","0","1"
"92200006","UIWorldMapCityTransferProgress","/Game/UI/UIWorldMapCityTransferProgress.UIWorldMapCityTransferProgress_C","1","0","0","0","","0","40","1","0","","1","","","","","0","0"
"92210001","UIBeliefInfoWidget","/Game/UI/UIBeliefInfoWidget.UIBeliefInfoWidget_C","0","1","0","0","117000052","1","0","1","1","","0","","","","","0","1"
"92210002","UIBeliefInfoWidget","/Game/UI/UIBeliefInfoWidget.UIBeliefInfoWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","0"
"92210003","UIBeliefPlusWidget","/Game/UI/UIBeliefPlusWidget.UIBeliefPlusWidget_C","0","0","0","0","","1","40","1","0","","1","","","","","0","1"
"92210004","UIBeliefPromotionWidget","/Game/UI/UIBeliefPromotionWidget.UIBeliefPromotionWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","0"
"92210005","UIBeliefTipsWidget","/Game/UI/UIBeliefTipsWidget.UIBeliefTipsWidget_C","0","0","0","0","","1","20","1","0","","1","","","","","0","1"
"92210006","UIBeliefPreviewWidget","/Game/UI/UIBeliefPreviewWidget.UIBeliefPreviewWidget_C","0","0","0","0","","1","20","1","1","","0","","","","","0","1"
"92210007","UIBeliefElementInfoWidget","/Game/UI/UIBeliefElementInfoWidget.UIBeliefElementInfoWidget_C","0","0","0","0","","1","20","1","1","","0","","","","","0","1"
"92210008","UIBeliefElementTipsWidget","/Game/UI/UIBeliefElementTipsWidget.UIBeliefElementTipsWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","1"
"92210009","UIBeliefElementPreviewWidget","/Game/UI/UIBeliefElementPreviewWidget.UIBeliefElementPreviewWidget_C","0","0","0","0","","1","20","1","0","","0","","","","","0","1"
