"AttributeId","item_name","ItemObtainDescription","ItemDescription","item_type","sub_type","item_color","level_limit","sexual_limit","class_type","grade_level_limit","max_pile_num","SellMoney","locked","AutoUse","IsShowRecommend","IsValuable","AuctionLabType","AuctionLabSubType","AuctionMinMoneyArray","AuctionRecommendMoneyArray","AuctionMaxMoneyArray","AuctionAutoRecoverMoneyArray","AuctionCanSellMoneyArray","TradingLabType","TradingSubLabType","TradingBaseMoneyArray","TradingFinalMoneyArray","TradingAuctionTime","TradingAwaitTime","picture_name_res","button_picture_res","button_picture_res_array","item_color_type","back_image","mesh_res","DropModeID","skill_array","buff_trigger_id","advanced_type","advanced_id","god_assembled","god_assembled_id","logic_id","game_location","game_rotation","game_scale","login_location","login_rotation","login_scale","GetWayWidgetJumpArray","GetWayUnlockIdArray","ShowNpc","Notice_id","FuncUnlockid","goods_id","StoreJumpSpecialItemId","EquipOnNeedAtt","DropRecordModel","ExtraTidyWeight","EffectiveTime","LegionDonateAddIntegral","LegionDonateReduceIntegral","FashionId","Illusionid","AwakenID","AwakenPower","IsShowOpen","AutoPickTime","DecomposeTip","AuctionNotice"
"31000026","90020026","90203333","90025026","4","17","4","(1,999)","0","0","0","9999","(2,10)","1","0","0","","0","","","","","","","","","","","14400","120","91222026","91222026","","3","0","0","76999999","0","0","0","0","","","32000026","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90095029,92480009,-1,-1,-1,90069605,92340011,-1,-1)","(117000022,90090740,117000063,90203330)","0","","117000051","","","","","210000000","","","","","","","","","1","",""
"31000027","90020027","90203334","90025027","5","10","5","(1,999)","0","0","0","999","(2,500)","0","0","0","","6","1","(0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0)","(0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0)","(0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0)","","(25,25,4,4,4,25,25,25,25)","3","1","(25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150)","(25,180,25,180,25,180,25,180,25,180,25,180,25,180,25,180,25,180)","14400","120","91222027","91222027","","3","0","","76999999","0","0","0","0","","","32000027","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090465,92300003,3,-1,-1,90091131,92700003,0,-1,-1,90069605,92340011,-1,-1)","(117000019,90090689,117000095,90091249,117000063,90203330)","0","","117000034","","","","1","875000000","","","","","","","","","1","",""
"31000028","90020028","90026512","90025028","5","8","3","(1,999)","0","0","0","9999","(2,10)","1","0","0","","0","","","","","","","","","","","14400","120","91222028","91222028","","3","0","","76999999","0","0","0","0","","","32000028","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091013,92600001,10,1,-1,90090465,92300003,3,-1,-1,90090534,92520004,-1,-1)","(117000148,90091014,117000019,90090689,0,90096098)","0","","117000034","","","","","260000000","","","","","","","","","1","",""
"31000029","90020029","90026513","90025029","5","9","4","(1,999)","0","0","0","999","(2,40)","1","0","0","","0","","","","","","","","","","","14400","120","91222029","91222029","","3","0","","76999999","0","0","0","0","","","32000029","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091013,92600001,10,1,-1,90090465,92300003,3,-1)","(117000148,90091014,117000019,90090689)","0","","117000034","","","","","260050000","","","","","","","","","1","",""
"31000030","90020030","90026532","90025030","4","0","5","(1,999)","0","0","0","9999","(2,2000)","1","0","0","","0","","","","","","","","","","","14400","120","91222030","91222030","","3","0","","76999999","0","0","0","0","","","32000030","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90095023,92600001,6,-1)","(117000051,90090731)","0","","117000036","","31091023","","","280100000","","","","","","","","","1","",""
"31000031","90020031","90026532","90025031","4","0","5","(1,999)","0","0","0","9999","(2,2000)","1","0","0","","0","","","","","","","","","","","14400","120","91222031","91222031","","3","0","","76999999","0","0","0","0","","","32000031","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90095023,92600001,6,-1)","(117000051,90090731)","0","","117000036","","31091023","","","280100000","","","","","","","","","1","",""
"31000032","90020032","90026976","90025032","4","0","5","(1,999)","0","0","0","9999","(2,2000)","0","0","0","","7","3","(0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0)","(0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0)","(0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0)","","(25,25,4,4,4,25,25,25,25)","4","3","(25,120,25,120,25,120,25,120,25,120,25,120,25,120,25,120,25,120)","(25,144,25,144,25,144,25,144,25,144,25,144,25,144,25,144,25,144)","14400","120","91222032","91222032","","3","0","","76999999","0","0","0","0","","","32000032","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90202841,92720004,1,-1,-1,90069605,92340011,-1,-1)","(117000120,90091327,117000063,90203330)","0","","117000036","","","","","280500000","","","","","","","","","1","",""
"31000033","90020033","90026532","90025033","4","0","5","(1,999)","0","0","0","9999","(2,2000)","1","0","0","","0","","","","","","","","","","","14400","120","91222033","91222033","","3","0","","76999999","0","0","0","0","","","32000033","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90095023,92600001,6,-1)","(117000051,90090731)","0","","117000036","","31091023","","","280100000","","","","","","","","","1","",""
"31000034","90020034","90026532","90025034","4","0","5","(1,999)","0","0","0","9999","(2,2000)","1","0","0","","0","","","","","","","","","","","14400","120","91222034","91222034","","3","0","","76999999","0","0","0","0","","","32000034","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90095023,92600001,6,-1)","(117000051,90090731)","0","","117000036","","31091023","","","280100000","","","","","","","","","1","",""
"31000035","90020035","90026976","90025035","4","0","5","(1,999)","0","0","0","9999","(2,2000)","0","0","0","","7","3","(0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0)","(0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0)","(0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0)","","(25,25,4,4,4,25,25,25,25)","4","3","(25,120,25,120,25,120,25,120,25,120,25,120,25,120,25,120,25,120)","(25,144,25,144,25,144,25,144,25,144,25,144,25,144,25,144,25,144)","14400","120","91222035","91222035","","3","0","","76999999","0","0","0","0","","","32000035","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90202841,92720004,1,-1,-1,90069605,92340011,-1,-1)","(117000120,90091327,117000063,90203330)","0","","117000036","","","","","280500000","","","","","","","","","1","",""
"31000036","90020036","90026976","90025036","4","0","5","(1,999)","0","0","0","9999","(2,2000)","0","0","0","","7","3","(0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0)","(0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0)","(0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0)","","(25,25,4,4,4,25,25,25,25)","4","3","(25,120,25,120,25,120,25,120,25,120,25,120,25,120,25,120,25,120)","(25,144,25,144,25,144,25,144,25,144,25,144,25,144,25,144,25,144)","14400","120","91222036","91222036","","3","0","","76999999","0","0","0","0","","","32000036","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90202841,92720004,1,-1,-1,90069605,92340011,-1,-1)","(117000120,90091327,117000063,90203330)","0","","117000036","","","","","280500000","","","","","","","","","1","",""
"31000037","90020037","90026976","90025037","4","0","5","(1,999)","0","0","0","9999","(2,2000)","0","0","0","","7","3","(0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0)","(0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0)","(0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0)","","(25,25,4,4,4,25,25,25,25)","4","3","(25,120,25,120,25,120,25,120,25,120,25,120,25,120,25,120,25,120)","(25,144,25,144,25,144,25,144,25,144,25,144,25,144,25,144,25,144)","14400","120","91222037","91222037","","3","0","","76999999","0","0","0","0","","","32000037","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90202841,92720004,1,-1,-1,90069605,92340011,-1,-1)","(117000120,90091327,117000063,90203330)","0","","117000036","","","","","280500000","","","","","","","","","1","",""
"31000038","90020038","90026518","90025038","4","0","5","(1,999)","0","0","0","999","(2,2000)","1","0","0","","0","","","","","","","","","","","14400","120","91222038","91222038","","3","0","","76999999","0","0","0","0","","","32000038","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090151,92300003,3,-1)","(117000018,90091245)","0","","117000036","","","","","280000000","","","","","","","","","1","",""
"31000039","90020039","90026518","90025039","4","0","5","(1,999)","0","0","0","999","(2,2000)","1","0","0","","0","","","","","","","","","","","14400","120","91222039","91222039","","3","0","","76999999","0","0","0","0","","","32000039","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090151,92300003,3,-1)","(117000018,90091245)","0","","117000036","","","","","280000000","","","","","","","","","1","",""
"31000040","90020040","90026515","90025040","5","12","3","(1,999)","0","0","0","9999","(2,50)","1","0","0","","0","","","","","","","","","","","14400","120","91222040","91222040","","3","0","","76999999","0","0","0","0","","","32000040","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091013,92600001,10,1,-1,90090149,92300003,2,-1)","(117000148,90091014,117000017,90090711)","0","","117000037","","","","","250000000","","","","","","","","","1","",""
"31000041","90020041","90026516","90025041","5","13","4","(1,999)","0","0","0","999","(2,40)","1","0","0","","0","","","","","","","","","","","14400","120","91222041","91222041","","3","0","","76999999","0","0","0","0","","","32000041","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","117000037","","","","","250010000","","","","","","","","","1","",""
"31000042","90020042","90026517","90025042","5","14","5","(1,999)","0","0","0","999","(2,100)","1","0","0","","0","","","","","","","","","","","14400","120","91222042","91222042","","3","0","","76999999","0","0","0","0","","","32000042","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091276,92700003,0,2)","(117000095,90091249)","0","","117000038","","","","","250020000","","","","","","","","","1","",""
"31000043","90020043","90026518","90025043","5","14","5","(1,999)","0","0","0","999","(2,300)","1","0","0","","0","","","","","","","","","","","14400","120","91222043","91222043","","3","0","","76999999","0","0","0","0","","","32000043","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","117000039","","","","","250030000","","","","","","","","","1","",""
"31000044","90020044","90026519","90025044","5","14","5","(1,999)","0","0","0","999","(2,50)","1","0","0","","0","","","","","","","","","","","14400","120","91222044","91222044","","3","0","","76999999","0","0","0","0","","","32000044","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90090149,92300004,3,-1)","(117000017,90090711)","0","","117000046","","","","","875000000","","","","","","","","","1","",""
"31000045","90020045","90026525","90025045","4","38","5","(1,999)","0","0","0","999","(2,500)","0","0","0","","7","1","(0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0)","(0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0)","(0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0)","","(25,25,4,4,4,25,25,25,25)","4","1","(25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150,25,150)","(25,300,25,300,25,300,25,300,25,300,25,300,25,300,25,300,25,300)","14400","120","91290176","91290176","","3","0","","76999999","0","0","0","0","","","32000045","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90091013,92600001,10,2,-1,90090993,92520005,-1,-1,-1,90069605,92340011,-1,-1)","(117000148,90091014,117000059,90090995,117000063,90203330)","(76980544)","","117000037","","","","","890000000","","","","","","","","","1","","1"
"31000046","90020046","90026523","90025046","4","38","5","(1,999)","0","0","0","999","(2,500)","0","0","0","","7","1","(0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0)","(0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0)","(0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0)","","(25,25,4,4,4,25,25,25,25)","4","1","(25,375,25,375,25,375,25,375,25,375,25,375,25,375,25,375,25,375)","(25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750,25,750)","14400","120","91290177","91290177","","3","0","","76999999","0","0","0","0","","","32000046","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90095024,92400003,0,-1)","(0,90090732)","(76980557)","","117000037","","","","","680000000","","","","","","","","","1","","1"
"31000047","90020047","90026526","90025047","4","38","5","(1,999)","0","0","0","999","(2,500)","0","0","0","","7","1","(0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0)","(0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0)","(0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0)","","(25,25,4,4,4,25,25,25,25)","4","1","(25,225,25,225,25,225,25,225,25,225,25,225,25,225,25,225,25,225)","(25,450,25,450,25,450,25,450,25,450,25,450,25,450,25,450,25,450)","14400","120","91290174","91290174","","3","0","","76999999","0","0","0","0","","","32000047","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","(-1,90096102,92900001,0,-1,-1,90069605,92340011,-1,-1)","(0,90096103,117000063,90203330)","(76980546)","","117000037","","","","","680000000","","","","","","","","","1","","1"
"31000048","90020048","","90025048","4","7","6","(1,999)","0","0","0","999","(2,500)","1","0","0","","0","","","","","","","","","","","14400","120","91222707","91222707","","3","0","","76999999","0","0","0","0","","","32000048","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","(76980545)","","117000037","","","","","890000000","","","","","","","","","1","",""
"31000049","90020049","","90025049","4","0","6","(1,999)","0","0","0","999","(2,150)","1","0","0","","0","","","","","","","","","","","14400","120","91222049","91222049","","3","0","","76999999","0","0","0","0","","","32000049","(0,0,0)","(0,0,0)","(1,1,1)","(0,0,0)","(0,0,0)","(1,1,1)","","","0","","","","","","","820000000","","","","","","","","","1","",""
