"AttributeId","Series","Type","Level","LevelMax","Name","Icon","Describe","OpenMoney","OpenItem","BuffArray","FeatherArray","AttArray","AttAddArray","BuffAddType","GSAddValue","ShowCD","ObtainDescription","WidgetJumpId","RegionArr","OpenTipStr","NoOpenTipStr","NewGetTip","SkillVedio"
"26010039","1037","","3","3","90100569","91211790","90100176","","","(10270039,0)","","","","","","","","","","","","",""
"26010040","1040","","1","3","90100570","91211791","90100177","","","(10270040,0)","","","","","","","","","","","","",""
"26010041","1040","","2","3","90100571","91211792","90100178","","","(10270041,0)","","","","","","","","","","","","",""
"26010042","1040","","3","3","90100572","91211793","90100179","","","(10270042,0)","","","","","","","","","","","","",""
"26010043","1043","","1","3","90100573","91211794","90100180","","","(10270043,0)","","","","","","","","","","","","",""
"26010044","1043","","2","3","90100574","91211795","90100181","","","(10270044,0)","","","","","","","","","","","","",""
"26010045","1043","","3","3","90100575","91211796","90100182","","","(10270045,0)","","","","","","","","","","","","",""
"26010046","1046","","1","3","90100576","91211797","90100183","","","(10270046,0)","","","","","","","","","","","","",""
"26010047","1046","","2","3","90100577","91211798","90100184","","","(10270047,0)","","","","","","","","","","","","",""
"26010048","1046","","3","3","90100578","91211799","90100185","","","(10270048,0)","","","","","","","","","","","","",""
"26010049","1049","","1","3","90100591","91211800","90100198","","","(10270049,0)","","","","","","","","","","","","",""
"26010050","1049","","2","3","90100592","91211801","90100199","","","(10270050,0)","","","","","","","","","","","","",""
"26010051","1049","","3","3","90100593","91211802","90100200","","","(10270051,0)","","","","","","","","","","","","",""
"26010052","1052","","1","3","90100594","91211803","90100201","","","(10270052,0)","","","","","","","","","","","","",""
"26010053","1052","","2","3","90100595","91211804","90100202","","","(10270053,0)","","","","","","","","","","","","",""
"26010054","1052","","3","3","90100596","91211805","90100203","","","(10270054,0)","","","","","","","","","","","","",""
"26010055","1055","","1","3","90100597","91211806","90100204","","","(10270055,0)","","","","","","","","","","","","",""
"26010056","1055","","2","3","90100598","91211807","90100205","","","(10270056,0)","","","","","","","","","","","","",""
"26010057","1055","","3","3","90100599","91211808","90100206","","","(10270057,0)","","","","","","","","","","","","",""
"26010058","1058","","1","3","90100600","91211809","90100207","","","(10270058,0)","","","","","","","","","","","","",""
"26010059","1058","","2","3","90100601","91211810","90100208","","","(10270059,0)","","","","","","","","","","","","",""
"26010060","1058","","3","3","90100602","91211811","90100209","","","(10270060,0)","","","","","","","","","","","","",""
"26010061","1061","","1","3","90100603","91211812","90100210","","","(10270061,0)","","","","","","","","","","","","",""
"26010062","1061","","2","3","90100604","91211813","90100211","","","(10270062,0)","","","","","","","","","","","","",""
"26010063","1061","","3","3","90100605","91211814","90100212","","","(10270063,0)","","","","","","","","","","","","",""
"26010064","1064","","1","3","90100606","91211815","90100213","","","(10270064,0)","","","","","","","","","","","","",""
"26010065","1064","","2","3","90100607","91211816","90100214","","","(10270065,0)","","","","","","","","","","","","",""
"26010066","1064","","3","3","90100608","91211817","90100215","","","(10270066,0)","","","","","","","","","","","","",""
"26010067","1067","","1","3","90100609","91211818","90100216","","","(10270067,0)","","","","","","","","","","","","",""
"26010068","1067","","2","3","90100610","91211819","90100217","","","(10270068,0)","","","","","","","","","","","","",""
"26010069","1067","","3","3","90100611","91211820","90100218","","","(10270069,0)","","","","","","","","","","","","",""
"26010070","1070","","1","3","90100612","91211821","90100219","","","(10270070,0)","","","","","","","","","","","","",""
"26010071","1070","","2","3","90100613","91211822","90100220","","","(10270071,0)","","","","","","","","","","","","",""
"26010072","1070","","3","3","90100614","91211823","90100221","","","(10270072,0)","","","","","","","","","","","","",""
"26010073","1073","","1","3","90100615","91211824","90100222","","","(10270073,0)","","","","","","","","","","","","",""
"26010074","1073","","2","3","90100616","91211825","90100223","","","(10270074,0)","","","","","","","","","","","","",""
"26010075","1073","","3","3","90100617","91211826","90100224","","","(10270075,0)","","","","","","","","","","","","",""
"26010076","1076","","1","3","90100618","91211827","90100225","","","(10270076,0)","","","","","","","","","","","","",""
"26010077","1076","","2","3","90100619","91211828","90100226","","","(10270077,0)","","","","","","","","","","","","",""
"26010078","1076","","3","3","90100620","91211829","90100227","","","(10270078,0)","","","","","","","","","","","","",""
"26010079","1079","","1","3","90100621","91211830","90100228","","","(10270079,0)","","","","","","","","","","","","",""
"26010080","1079","","2","3","90100622","91211831","90100229","","","(10270080,0)","","","","","","","","","","","","",""
"26010081","1079","","3","3","90100623","91211832","90100230","","","(10270081,0)","","","","","","","","","","","","",""
"26010082","1082","","1","3","90100624","91211833","90100231","","","(10270082,0)","","","","","","","","","","","","",""
"26010083","1082","","2","3","90100625","91211834","90100232","","","(10270083,0)","","","","","","","","","","","","",""
"26010084","1082","","3","3","90100626","91211835","90100233","","","(10270084,0)","","","","","","","","","","","","",""
"26010085","1085","","1","3","90100627","91211836","90100234","","","(10270085,0)","","","","","","","","","","","","",""
"26010086","1085","","2","3","90100628","91211837","90100235","","","(10270086,0)","","","","","","","","","","","","",""
"26010087","1085","","3","3","90100629","91211838","90100236","","","(10270087,0)","","","","","","","","","","","","",""
"26010088","1088","","1","3","90100630","91211839","90100237","","","(10270088,0)","","","","","","","","","","","","",""
"26010089","1088","","2","3","90100631","91211840","90100238","","","(10270089,0)","","","","","","","","","","","","",""
"26010090","1088","","3","3","90100632","91211841","90100239","","","(10270090,0)","","","","","","","","","","","","",""
"26010091","1091","","1","3","90100633","91211842","90100240","","","(10270091,0)","","","","","","","","","","","","",""
"26010092","1091","","2","3","90100634","91211843","90100241","","","(10270092,0)","","","","","","","","","","","","",""
"26010093","1091","","3","3","90100635","91211844","90100242","","","(10270093,0)","","","","","","","","","","","","",""
"26010094","1094","","1","3","90100636","91211845","90100243","","","(10270094,0)","","","","","","","","","","","","",""
"26010095","1094","","2","3","90100637","91211846","90100244","","","(10270095,0)","","","","","","","","","","","","",""
"26010096","1094","","3","3","90100638","91211847","90100245","","","(10270096,0)","","","","","","","","","","","","",""
"26010097","1097","","1","3","90100639","91211848","90100246","","","(10270097,0)","","","","","","","","","","","","",""
"26010098","1097","","2","3","90100640","91211849","90100247","","","(10270098,0)","","","","","","","","","","","","",""
"26010099","1097","","3","3","90100641","91211850","90100248","","","(10270099,0)","","","","","","","","","","","","",""
"26010100","1100","","1","3","90100642","91211851","90100249","","","(10270100,0)","","","","","","","","","","","","",""
"26010101","1100","","2","3","90100643","91211852","90100250","","","(10270101,0)","","","","","","","","","","","","",""
"26010102","1100","","3","3","90100644","91211853","90100251","","","(10270102,0)","","","","","","","","","","","","",""
"26010103","1103","","1","3","90100645","91211854","90100252","","","(10270103,0)","","","","","","","","","","","","",""
"26010104","1103","","2","3","90100646","91211855","90100253","","","(10270104,0)","","","","","","","","","","","","",""
"26010105","1103","","3","3","90100647","91211856","90100254","","","(10270105,0)","","","","","","","","","","","","",""
"26010106","1106","","1","3","90100648","91211857","90100255","","","(10270106,0)","","","","","","","","","","","","",""
"26010107","1106","","2","3","90100649","91211858","90100256","","","(10270107,0)","","","","","","","","","","","","",""
"26010108","1106","","3","3","90100650","91211859","90100257","","","(10270108,0)","","","","","","","","","","","","",""
"26010109","1109","","1","3","90100675","91211860","90100282","","","(10270109,0)","","","","","","","","","","","","",""
"26010110","1109","","2","3","90100676","91211861","90100283","","","(10270110,0)","","","","","","","","","","","","",""
"26010111","1109","","3","3","90100677","91211862","90100284","","","(10270111,0)","","","","","","","","","","","","",""
"26010112","1112","","1","3","90100678","91211863","90100285","","","(10270112,0)","","","","","","","","","","","","",""
"26010113","1112","","2","3","90100679","91211864","90100286","","","(10270113,0)","","","","","","","","","","","","",""
"26010114","1112","","3","3","90100680","91211865","90100287","","","(10270114,0)","","","","","","","","","","","","",""
"26010115","1115","","1","3","90100681","91211866","90100288","","","(10270115,0)","","","","","","","","","","","","",""
"26010116","1115","","2","3","90100682","91211867","90100289","","","(10270116,0)","","","","","","","","","","","","",""
"26010117","1115","","3","3","90100683","91211868","90100290","","","(10270117,0)","","","","","","","","","","","","",""
"26010118","1118","","1","3","90100684","91211869","90100291","","","(10270118,0)","","","","","","","","","","","","",""
"26010119","1118","","2","3","90100685","91211870","90100292","","","(10270119,0)","","","","","","","","","","","","",""
"26010120","1118","","3","3","90100686","91211871","90100293","","","(10270120,0)","","","","","","","","","","","","",""
"26010121","1121","","1","3","90100687","91211872","90100294","","","(10270121,0)","","","","","","","","","","","","",""
"26010122","1121","","2","3","90100688","91211873","90100295","","","(10270122,0)","","","","","","","","","","","","",""
"26010123","1121","","3","3","90100689","91211874","90100296","","","(10270123,0)","","","","","","","","","","","","",""
"26010124","1124","","1","3","90100690","91211875","90100297","","","(10270124,0)","","","","","","","","","","","","",""
"26010125","1124","","2","3","90100691","91211876","90100298","","","(10270125,0)","","","","","","","","","","","","",""
"26010126","1124","","3","3","90100692","91211877","90100299","","","(10270126,0)","","","","","","","","","","","","",""
"26010127","1127","","1","3","90100693","91211878","90100300","","","(10270127,0)","","","","","","","","","","","","",""
"26010128","1127","","2","3","90100694","91211879","90100301","","","(10270128,0)","","","","","","","","","","","","",""
"26010129","1127","","3","3","90100695","91211880","90100302","","","(10270129,0)","","","","","","","","","","","","",""
"26010130","1130","","1","3","90100696","91211881","90100303","","","(10270130,0)","","","","","","","","","","","","",""
"26010131","1130","","2","3","90100697","91211882","90100304","","","(10270131,0)","","","","","","","","","","","","",""
"26010132","1130","","3","3","90100698","91211883","90100305","","","(10270132,0)","","","","","","","","","","","","",""
"26010133","1133","","1","3","90100723","91211884","90100330","","","(10270133,0)","","","","","","","","","","","","",""
"26010134","1133","","2","3","90100724","91211885","90100331","","","(10270134,0)","","","","","","","","","","","","",""
"26010135","1133","","3","3","90100725","91211886","90100332","","","(10270135,0)","","","","","","","","","","","","",""
"26010136","1136","","1","3","90100726","91211887","90100333","","","(10270136,0)","","","","","","","","","","","","",""
"26010137","1136","","2","3","90100727","91211888","90100334","","","(10270137,0)","","","","","","","","","","","","",""
"26010138","1136","","3","3","90100728","91211889","90100335","","","(10270138,0)","","","","","","","","","","","","",""
"26010139","1139","","1","3","90100729","91211890","90100336","","","(10270139,0)","","","","","","","","","","","","",""
"26010140","1139","","2","3","90100730","91211891","90100337","","","(10270140,0)","","","","","","","","","","","","",""
"26010141","1139","","3","3","90100731","91211892","90100338","","","(10270141,0)","","","","","","","","","","","","",""
"26010142","1142","","1","3","90100732","91211893","90100339","","","(10270142,0)","","","","","","","","","","","","",""
"26010143","1142","","2","3","90100733","91211894","90100340","","","(10270143,0)","","","","","","","","","","","","",""
"26010144","1142","","3","3","90100734","91211895","90100341","","","(10270144,0)","","","","","","","","","","","","",""
"26010145","1145","","1","3","90100735","91211896","90100342","","","(10270145,0)","","","","","","","","","","","","",""
"26010146","1145","","2","3","90100736","91211897","90100343","","","(10270146,0)","","","","","","","","","","","","",""
"26010147","1145","","3","3","90100737","91211898","90100344","","","(10270147,0)","","","","","","","","","","","","",""
"26010148","1148","","1","3","90100738","91211899","90100345","","","(10270148,0)","","","","","","","","","","","","",""
"26010149","1148","","2","3","90100739","91211900","90100346","","","(10270149,0)","","","","","","","","","","","","",""
"26010150","1148","","3","3","90100740","91211901","90100347","","","(10270150,0)","","","","","","","","","","","","",""
"26010151","1151","","1","3","90100741","91211902","90100348","","","(10270151,0)","","","","","","","","","","","","",""
"26010152","1151","","2","3","90100742","91211903","90100349","","","(10270152,0)","","","","","","","","","","","","",""
"26010153","1151","","3","3","90100743","91211904","90100350","","","(10270153,0)","","","","","","","","","","","","",""
"26010154","1154","","1","3","90100744","91211905","90100351","","","(10270154,0)","","","","","","","","","","","","",""
"26010155","1154","","2","3","90100745","91211906","90100352","","","(10270155,0)","","","","","","","","","","","","",""
"26010156","1154","","3","3","90100746","91211907","90100353","","","(10270156,0)","","","","","","","","","","","","",""
"26010157","1157","","1","3","90100747","91211908","90100354","","","(10270157,0)","","","","","","","","","","","","",""
"26010158","1157","","2","3","90100748","91211909","90100355","","","(10270158,0)","","","","","","","","","","","","",""
"26010159","1157","","3","3","90100749","91211910","90100356","","","(10270159,0)","","","","","","","","","","","","",""
"26010160","1160","","1","3","90100750","91211911","90100357","","","(10270160,0)","","","","","","","","","","","","",""
"26010161","1160","","2","3","90100751","91211912","90100358","","","(10270161,0)","","","","","","","","","","","","",""
"26010162","1160","","3","3","90100752","91211913","90100359","","","(10270162,0)","","","","","","","","","","","","",""
"26010163","1163","","1","3","90100753","91211914","90100360","","","(10270163,0)","","","","","","","","","","","","",""
"26010164","1163","","2","3","90100754","91211915","90100361","","","(10270164,0)","","","","","","","","","","","","",""
"26010165","1163","","3","3","90100755","91211916","90100362","","","(10270165,0)","","","","","","","","","","","","",""
"26010166","1166","","1","3","90100756","91211917","90100363","","","(10270166,0)","","","","","","","","","","","","",""
"26010167","1166","","2","3","90100757","91211918","90100364","","","(10270167,0)","","","","","","","","","","","","",""
"26010168","1166","","3","3","90100758","91211919","90100365","","","(10270168,0)","","","","","","","","","","","","",""
"26010169","1169","","1","3","90100543","91211920","90100150","","","(10270169,0)","","","","","","5","","","","","","",""
"26010170","1169","","2","3","90100544","91211921","90100151","","","(10270170,0)","","","","","","5","","","","","","",""
"26010171","1169","","3","3","90100545","91211922","90100152","","","(10270171,0)","","","","","","5","","","","","","",""
"26010172","1172","","1","3","90100546","91211923","90100153","","","(10270172,0)","","","","","","5","","","","","","",""
"26010173","1172","","2","3","90100547","91211924","90100154","","","(10270173,0)","","","","","","5","","","","","","",""
"26010174","1172","","3","3","90100548","91211925","90100155","","","(10270174,0)","","","","","","5","","","","","","",""
"26010175","1175","","1","3","90100549","91211926","90100156","","","(10270175,0)","","","","","","5","","","","","","",""
"26010176","1175","","2","3","90100550","91211927","90100157","","","(10270176,0)","","","","","","5","","","","","","",""
"26010177","1175","","3","3","90100551","91211928","90100158","","","(10270177,0)","","","","","","5","","","","","","",""
"26010178","1178","","1","3","90100552","91211929","90100159","","","(10270178,0)","","","","","","5","","","","","","",""
"26010179","1178","","2","3","90100553","91211930","90100160","","","(10270179,0)","","","","","","5","","","","","","",""
"26010180","1178","","3","3","90100554","91211931","90100161","","","(10270180,0)","","","","","","5","","","","","","",""
"26010181","1181","","1","3","90100579","91211932","90100186","","","(10270181,0)","","","","","","5","","","","","","",""
"26010182","1181","","2","3","90100580","91211933","90100187","","","(10270182,0)","","","","","","5","","","","","","",""
"26010183","1181","","3","3","90100581","91211934","90100188","","","(10270183,0)","","","","","","5","","","","","","",""
"26010184","1184","","1","3","90100582","91211935","90100189","","","(10270184,0)","","","","","","5","","","","","","",""
"26010185","1184","","2","3","90100583","91211936","90100190","","","(10270185,0)","","","","","","5","","","","","","",""
"26010186","1184","","3","3","90100584","91211937","90100191","","","(10270186,0)","","","","","","5","","","","","","",""
"26010187","1187","","1","3","90100585","91211938","90100192","","","(10270187,0)","","","","","","5","","","","","","",""
"26010188","1187","","2","3","90100586","91211939","90100193","","","(10270188,0)","","","","","","5","","","","","","",""
"26010189","1187","","3","3","90100587","91211940","90100194","","","(10270189,0)","","","","","","5","","","","","","",""
"26010190","1190","","1","3","90100588","91211941","90100195","","","(10270190,0)","","","","","","5","","","","","","",""
"26010191","1190","","2","3","90100589","91211942","90100196","","","(10270191,0)","","","","","","5","","","","","","",""
"26010192","1190","","3","3","90100590","91211943","90100197","","","(10270192,0)","","","","","","5","","","","","","",""
"26010193","1193","","1","3","90100663","91211944","90100270","","","(10270193,0)","","","","","","5","","","","","","",""
"26010194","1193","","2","3","90100664","91211945","90100271","","","(10270194,0)","","","","","","5","","","","","","",""
"26010195","1193","","3","3","90100665","91211946","90100272","","","(10270195,0)","","","","","","5","","","","","","",""
"26010196","1196","","1","3","90100666","91211947","90100273","","","(10270196,0)","","","","","","5","","","","","","",""
"26010197","1196","","2","3","90100667","91211948","90100274","","","(10270197,0)","","","","","","5","","","","","","",""
"26010198","1196","","3","3","90100668","91211949","90100275","","","(10270198,0)","","","","","","5","","","","","","",""
"26010199","1199","","1","3","90100669","91211950","90100276","","","(10270199,0)","","","","","","5","","","","","","",""
"26010200","1199","","2","3","90100670","91211951","90100277","","","(10270200,0)","","","","","","5","","","","","","",""
"26010201","1199","","3","3","90100671","91211952","90100278","","","(10270201,0)","","","","","","5","","","","","","",""
"26010202","1202","","1","3","90100672","91211953","90100279","","","(10270202,0)","","","","","","5","","","","","","",""
"26010203","1202","","2","3","90100673","91211954","90100280","","","(10270203,0)","","","","","","5","","","","","","",""
"26010204","1202","","3","3","90100674","91211955","90100281","","","(10270204,0)","","","","","","5","","","","","","",""
"26010205","1205","","1","3","90100759","91211956","90100366","","","(10270205,0)","","","","","","5","","","","","","",""
"26010206","1205","","2","3","90100760","91211957","90100367","","","(10270206,0)","","","","","","5","","","","","","",""
"26010207","1205","","3","3","90100761","91211958","90100368","","","(10270207,0)","","","","","","5","","","","","","",""
"26010208","1208","","1","3","90100762","91211959","90100369","","","(10270208,0)","","","","","","5","","","","","","",""
"26010209","1208","","2","3","90100763","91211960","90100370","","","(10270209,0)","","","","","","5","","","","","","",""
"26010210","1208","","3","3","90100764","91211961","90100371","","","(10270210,0)","","","","","","5","","","","","","",""
"26010211","1211","","1","3","90100765","91211962","90100372","","","(10270211,0)","","","","","","5","","","","","","",""
"26010212","1211","","2","3","90100766","91211963","90100373","","","(10270212,0)","","","","","","5","","","","","","",""
"26010213","1211","","3","3","90100767","91211964","90100374","","","(10270213,0)","","","","","","5","","","","","","",""
"26010214","1214","","1","3","90100768","91211965","90100375","","","(10270214,0)","","","","","","5","","","","","","",""
"26010215","1214","","2","3","90100769","91211966","90100376","","","(10270215,0)","","","","","","5","","","","","","",""
"26010216","1214","","3","3","90100770","91211967","90100377","","","(10270216,0)","","","","","","5","","","","","","",""
"26010217","1382","4","1","3","90037290","91223062","90037291","","","(10270346,0)","","","","","4000","","90097292","","","","","1",""
"26010218","1382","4","2","3","90037290","91223062","90037292","","","(10270347,0)","","","","","4000","","90097292","","","","","1",""
"26010219","1382","4","3","3","90037290","91223062","90037293","","","(10270348,0)","","","","","4000","","90097292","","","","","1",""
"26010220","1383","4","1","3","90037295","91223075","90037296","","","(10270349,0)","","","","","4000","","90097300","","","","","1",""
"26010221","1383","4","2","3","90037295","91223075","90037297","","","(10270350,0)","","","","","4000","","90097300","","","","","1",""
"26010222","1383","4","3","3","90037295","91223075","90037298","","","(10270351,0)","","","","","4000","","90097300","","","","","1",""
"26020001","1215","1","1","1","90100402","91290247","90100426","","","(10280001,0)","","","","","1000","3","90096455","","","","","",""
"26020002","1216","1","1","1","90100403","91290248","90100427","","","(10280003,0)","","","","","1000","1","90096456","","","","","",""
"26020003","1217","1","1","1","90100404","91290249","90100428","","","(10280020,0)","","","","","1500","","90096457","","","","","",""
"26020004","1218","1","1","1","90100405","91290250","90100429","","","(10280021,0)","","","","","1500","30","90096458","","","","","",""
"26020005","1219","1","1","1","90100406","91290251","90100430","","","(10280005,0)","","","","","2000","","90096459","","","","","",""
"26020006","1220","1","1","1","90100407","91290252","90100431","","","(10280006,0)","","","","","2000","","90096460","","","","","",""
"26020007","1221","1","1","1","90100408","91290253","90100432","","","(10280007,10040045)","","","","","2500","","90096461","","","","","",""
"26020008","1222","1","1","1","90100409","91290254","90100433","","","(10280008,0)","","","","","2500","","90096462","","","","","",""
"26020009","1223","1","1","1","90100410","91290255","90100434","","","(10280009,10280037)","","","","","3000","","90096463","","","","","",""
"26020010","1224","1","1","1","90100411","91290256","90100435","","","(10280010,0)","","","","","3000","10","90096464","","","","","",""
"26020011","1225","1","1","1","90100412","91290257","90100436","","","(10280011,0)","","","","","3500","","90096465","","","","","",""
"26020012","1226","1","1","1","90100413","91290258","90100437","","","(10280012,0)","","","","","3500","60","90096466","","","","","",""
"26020013","1227","1","1","1","90100414","91290259","90100438","","","(10280013,0)","","","","","4000","","90096467","","","","","",""
"26020014","1228","1","1","1","90100415","91290260","90100439","","","(10280022,0)","","","","","4000","","90096468","","","","","",""
"26020015","1229","1","1","1","90100416","91290261","90100440","","","(10280015,0)","","","","","4500","","90096469","","","","","",""
"26020016","1230","1","1","1","90100417","91290262","90100441","","","(10280016,0)","","","","","4500","","90096470","","","","","",""
"26020017","1231","1","1","1","90100418","91290263","90100442","","","(10280017,10280038)","","","","","5000","10","90096471","","","","","",""
"26020018","1232","1","1","1","90100419","91290264","90100443","","","(10280018,0)","","","","","5000","5","90096472","","","","","",""
"26020019","1233","1","1","1","90100420","91290265","90100444","","","(10280019,0)","","","","","6000","60","90096473","","","","","",""
"26020020","1234","1","1","1","90100421","91290266","90100445","","","(10280002,0)","","","","","6000","","90096474","","","","","",""
"26020021","1235","1","1","1","90100422","91290267","90100446","","","(10280023,0)","","","","","7000","60","90096475","","","","","",""
"26020022","1236","1","1","1","90100423","91290268","90100447","","","(10280024,0)","","","","","7000","30","90096476","","","","","",""
"26020023","1237","1","1","1","90100424","91290269","90100448","","","(10280004,0)","","","","","8000","","90096477","","","","","",""
"26020024","1238","1","1","1","90100425","91290270","90100449","","","(10280014,0)","","","","","8000","","90096478","","","","","",""
"26020025","1239","3","1","3","90100450","91211968","90100783","","","(10270271)","","","","","","","90096480","","","","","1",""
"26020026","1239","3","2","3","90100451","91211969","90100784","","","(10270272)","","","","","","","90096480","","","","","1",""
"26020027","1239","3","3","3","90100452","91211970","90100785","","","(10270273)","","","","","","","90096480","","","","","1",""
"26020028","1242","3","1","3","90100453","91211971","90100786","","","(10270289)","","","","","","","90096481","","","","","1",""
"26020029","1242","3","2","3","90100454","91211972","90100787","","","(10270290)","","","","","","","90096481","","","","","1",""
"26020030","1242","3","3","3","90100455","91211973","90100788","","","(10270291)","","","","","","","90096481","","","","","1",""
"26020031","1245","3","1","3","90100456","91211974","90100789","","","(10270313)","","","","","","","90096482","","","","","1",""
"26020032","1245","3","2","3","90100457","91211975","90100790","","","(10270314)","","","","","","","90096482","","","","","1",""
"26020033","1245","3","3","3","90100458","91211976","90100791","","","(10270315)","","","","","","","90096482","","","","","1",""
"26020034","1248","3","1","3","90100459","91211977","90100792","","","","","","(8,300)","","","","90096483","","","","","1",""
"26020035","1248","3","2","3","90100460","91211978","90100793","","","","","","(8,600)","","","","90096483","","","","","1",""
"26020036","1248","3","3","3","90100461","91211979","90100794","","","","","","(8,900)","","","","90096483","","","","","1",""
"26020037","1251","3","1","3","90100462","91211980","90100795","","","","","","(7,200)","","","","90096484","","","","","1",""
"26020038","1251","3","2","3","90100463","91211981","90100796","","","","","","(7,400)","","","","90096484","","","","","1",""
"26020039","1251","3","3","3","90100464","91211982","90100797","","","","","","(7,600)","","","","90096484","","","","","1",""
"26020040","1254","3","1","3","90100465","91211983","90100798","","","","","","(5,60,6,60)","","","","90096485","","","","","1",""
"26020041","1254","3","2","3","90100466","91211984","90100799","","","","","","(5,120,6,120)","","","","90096485","","","","","1",""
"26020042","1254","3","3","3","90100467","91211985","90100800","","","","","","(5,180,6,180)","","","","90096485","","","","","1",""
"26020043","1257","3","1","3","90100468","91211986","90100801","","","(10270283)","","","","","","","90096486","","","","","1",""
"26020044","1257","3","2","3","90100469","91211987","90100802","","","(10270284)","","","","","","","90096486","","","","","1",""
"26020045","1257","3","3","3","90100470","91211988","90100803","","","(10270285)","","","","","","","90096486","","","","","1",""
"26020046","1260","3","1","3","90100471","91211989","90100804","","","(10270286)","","","","","","","90096487","","","","","1",""
"26020047","1260","3","2","3","90100472","91211990","90100805","","","(10270287)","","","","","","","90096487","","","","","1",""
"26020048","1260","3","3","3","90100473","91211991","90100806","","","(10270288)","","","","","","","90096487","","","","","1",""
"26020049","1263","3","1","3","90100474","91211992","90100807","","","(10270277)","","","","","","","90096488","","","","","1",""
"26020050","1263","3","2","3","90100475","91211993","90100808","","","(10270278)","","","","","","","90096488","","","","","1",""
