"AttributeId","MapId","TemplateId","NpcType","PosX","PosY","PosZ","NextPosX","NextPosY","NextPosZ","Roll","Pitch","Yaw","RespawnType","RespawnTime","RespawnPeriod","RespawnByDayArray","IsCreateByMapCreate","Area","SpawnRate","NextSpawnNpcId"
"82010035","71000001","76004163","1","21054","29737","2178","0","0","0","0","0","57","1","3","","","1","","0","82010036"
"82010036","71000001","76004164","1","21054","29737","2178","0","0","0","0","0","57","1","3","","","1","","0","82010037"
"82010037","71000001","76004165","1","21054","29737","2178","0","0","0","0","0","57","0","0","","","0","","0","82010038"
"82010038","71000001","76004166","1","19253","26600","2228","0","0","0","0","0","57","1","3","","","1","","0","82010039"
"82010039","71000001","76004168","1","8234","24789","2448","0","0","0","0","0","-165","1","3","","","1","","0","82010040"
"82010040","71000001","76004167","1","7683","25494","2448","0","0","0","0","0","-118","1","3","","","0","","-1","82010041"
"82010041","71000001","76004169","1","6824","25615","2448","0","0","0","0","0","-75","1","3","","","1","","0","82010042"
"82010042","71000001","76004167","1","6078","25087","2448","0","0","0","0","0","331","1","3","","","0","","-1","82010043"
"82010043","71000001","76004170","1","6006","24217","2448","0","0","0","0","0","14","1","3","","","1","","0","82010044"
"82010044","71000001","76004167","1","6535","23489","2448","0","0","0","0","0","61","1","3","","","0","","-1","82010045"
"82010045","71000001","76004171","1","7404","23358","2448","0","0","0","0","0","104","1","3","","","1","","0","82010046"
"82010046","71000001","76000001","1","17579","20576","2236","0","0","0","0","0","130","1","0","","","1","","0","82010047"
"82010047","71000001","76000001","1","18013","20073","2236","0","0","0","0","0","-115","1","0","","","1","","0","82010048"
"82010048","71000001","76000001","1","15700","21400","2236","0","0","0","0","0","0","1","0","","","1","","0","82010049"
"82010049","71000001","76000001","1","16300","21500","2236","0","0","0","0","0","40","1","0","","","1","","0","82010050"
"82010050","71000001","76000001","1","15710","21840","2236","0","0","0","0","0","-40","1","0","","","1","","0","82010051"
"82010051","71000001","76000001","1","15400","21750","2236","0","0","0","0","0","150","1","0","","","1","","0","82010052"
"82010052","71000001","76000001","1","16000","21800","2236","0","0","0","0","0","130","1","0","","","1","","0","82010053"
"82010053","71000001","76000001","1","17200","20288","2236","0","0","0","0","0","-115","1","0","","","1","","0","82010054"
"82010054","71000001","76000001","1","17110","19890","2236","0","0","0","0","0","130","1","0","","","1","","0","82010055"
"82010055","71000001","76000001","1","17450","20090","2236","0","0","0","0","0","-115","1","0","","","1","","0","82010056"
"82010056","71000001","76000158","1","23402","47857","436","0","0","0","0","0","-176","1","3","","","1","","0","82010057"
"82010057","71000001","76000159","1","21620","52700","428","0","0","0","0","0","147","1","3","","","1","","0","82010058"
"82010058","71000001","76000160","1","19399","54001","438","0","0","0","0","0","-25","1","3","","","1","","0","82010059"
"82010059","71000001","76000161","1","20738","56322","438","0","0","0","0","0","-15","1","3","","","1","","0","82010060"
"82010060","71000001","76000162","1","18584","55598","788","0","0","0","0","0","-46","1","3","","","1","","0","82010061"
"82010061","71000001","76000163","1","18636","56158","788","0","0","0","0","0","-25","1","3","","","1","","0","82010062"
"82010062","71000001","76000164","1","22603","55553","2637","0","0","0","0","0","161","1","3","","","1","","0","82010063"
"82010063","71000001","76000165","1","20600","57210","428","0","0","0","0","0","0","1","3","","","1","","0","82010064"
"82010064","71000001","76000166","1","22200","57232","438","0","0","0","0","0","147","1","3","","","1","","0","82010065"
"82010065","71000001","76000167","1","24075","58438","448","0","0","0","0","0","140","1","3","","","1","","0","82010066"
"82010066","71000001","76000168","1","24300","62400","438","0","0","0","0","0","0","1","3","","","1","","0","82010067"
"82010067","71000001","76000169","1","27252","61960","438","0","0","0","0","0","176","1","3","","","1","","0","82010068"
"82010068","71000001","76000170","1","27279","62860","438","0","0","0","0","0","176","1","3","","","1","","0","82010069"
"82010069","71000001","76000331","1","26088","63420","458","0","0","0","0","0","-118","1","3","","","1","","0","82010070"
"82010070","71000001","76001199","1","19363","55701","800","0","0","0","0","0","146","1","3","","","1","","0","82010071"
"82010071","71000001","76000171","1","59444","20858","2274","0","0","0","0","0","143","1","3","","","1","","0","82010072"
"82010072","71000001","76000172","1","59352","21228","2274","0","0","0","0","0","-79","1","3","","","1","","0","82010073"
"82010073","71000001","76000173","1","63461","21136","2354","0","0","0","0","0","86","1","3","","","1","","0","82010074"
"82010074","71000001","76000174","1","69738","26523","2268","0","0","0","0","0","10","1","3","","","1","","0","82010075"
"82010075","71000001","76000175","1","73255","23581","2311","0","0","0","0","0","104","1","3","","","1","","0","82010076"
"82010076","71000001","76000176","1","72413","23351","2318","0","0","0","0","0","71","1","3","","","1","","0","82010077"
"82010077","71000001","76000177","1","73360","30820","2318","0","0","0","0","0","-82","1","3","","","1","","0","82010078"
"82010078","71000001","76000178","1","74040","31260","2318","0","0","0","0","0","-115","1","3","","","0","","0","82010079"
"82010079","71000001","76000179","1","73690","31200","2308","0","0","0","0","0","-136","1","3","","","0","","0","82010080"
"82010080","71000001","76000180","1","73140","31500","2318","0","0","0","0","0","-82","1","3","","","1","","0","82010081"
"82010081","71000001","76000181","1","78154","18204","3808","0","0","0","0","0","-176","1","3","","","1","","0","82010082"
"82010082","71000001","76000182","1","79035","12596","3808","0","0","0","0","0","136","1","3","","","0","","-1","82010083"
"82010083","71000001","76000183","1","73500","12579","3808","0","0","0","0","0","64","1","3","","","1","","0","82010084"
"82010084","71000001","76000184","1","69874","14981","4741","0","0","0","0","0","-75","1","3","","","1","","0","82010085"
"82010085","71000001","76000185","1","69408","7598","5258","0","0","0","0","0","71","1","3","","","1","","0","82010086"
"82010086","71000001","76000186","1","73183","7511","5258","0","0","0","0","0","129","1","3","","","1","","0","82010087"
"82010087","71000001","76000187","1","63980","29330","2318","0","0","0","0","0","-64","1","3","","","1","","0","82010088"
"82010088","71000001","76000188","1","49721","98060","538","0","0","0","0","0","118","1","3","","","1","","0","82010089"
"82010089","71000001","76000189","1","52469","98022","539","0","0","0","0","0","79","1","3","","","1","","0","82010090"
"82010090","71000001","76000190","1","53722","104030","548","0","0","0","0","0","-122","1","3","","","1","","0","82010091"
"82010091","71000001","76000191","1","59715","102366","532","0","0","0","0","0","-82","1","3","","","1","","0","82010092"
"82010092","71000001","76000192","1","63235","97681","538","0","0","0","0","0","122","1","3","","","1","","0","82010093"
"82010093","71000001","76000193","1","65909","100980","528","0","0","0","0","0","-136","1","3","","","1","","0","82010094"
"82010094","71000001","76000194","1","52970","106899","1688","0","0","0","0","0","21","1","3","","","1","","0","82010095"
"82010095","71000001","76000195","1","55512","108562","1680","0","0","0","0","0","-162","1","3","","","1","","0","82010096"
"82010096","71000001","76000196","1","65678","113709","1688","0","0","0","0","0","79","1","3","","","1","","0","82010097"
"82010097","71000001","76000197","1","67264","111028","1688","0","0","0","0","0","-154","1","3","","","1","","0","82010098"
"82010098","71000001","76000198","1","59960","96820","538","0","0","0","0","0","82","1","3","","","1","","0","82010099"
"82010099","71000001","76000199","1","94279","45081","988","0","0","0","0","0","-136","1","3","","","1","","0","82010100"
"82010100","71000001","76000200","1","95689","42869","1219","0","0","0","0","0","-36","1","3","","","1","","0","82010101"
"82010101","71000001","76000201","1","100940","41830","1268","0","0","0","0","0","-151","1","3","","","1","","0","82010102"
"82010102","71000001","76000202","1","105950","39160","1268","0","0","0","0","0","169","1","3","","","1","","0","82010103"
"82010103","71000001","76000203","1","105568","40660","1268","0","0","0","0","0","-158","1","3","","","1","","0","82010104"
"82010104","71000001","76000204","1","103969","41005","1268","0","0","0","0","0","-126","1","3","","","1","","0","82010105"
"82010105","71000001","76000205","1","103747","43058","1268","0","0","0","0","0","-154","1","3","","","1","","0","82010106"
"82010106","71000001","76000206","1","99060","38330","1268","0","0","0","0","0","154","1","3","","","1","","0","82010107"
"82010107","71000001","76000207","1","95786","35645","1268","0","0","0","0","0","0","1","3","","","1","","0","82010108"
"82010108","71000001","76000208","1","96291","22870","668","0","0","0","0","0","50","1","3","","","1","","0","82010109"
"82010109","71000001","76000209","1","101788","23365","1958","0","0","0","0","0","-50","1","3","","","1","","0","82010110"
"82010110","71000001","76000210","1","101763","23552","1958","0","0","0","0","0","-50","1","3","","","1","","0","82010111"
"82010111","71000001","76000211","1","101522","23405","1958","0","0","0","0","0","-50","1","3","","","1","","0","82010112"
"82010112","71000001","76000212","1","105479","24700","1948","0","0","0","0","0","169","1","3","","","1","","0","82010113"
"82010113","71000001","76000213","1","106848","22300","1958","0","0","0","0","0","-151","1","3","","","1","","0","82010114"
"82010114","71000001","76000214","1","104290","21540","1948","0","0","0","0","0","14","1","3","","","1","","0","82010115"
"82010115","71000001","76000215","1","106100","20290","1948","0","0","0","0","0","136","1","3","","","1","","0","82010116"
"82010116","71000001","76000216","1","105364","16823","2171","0","0","0","0","0","100","1","3","","","1","","0","82010117"
"82010117","71000001","76000217","1","104422","15247","2283","0","0","0","0","0","50","1","3","","","1","","0","82010118"
"82010118","71000001","76000218","1","96678","21519","678","0","0","0","0","0","93","1","3","","","1","","0","82010119"
"82010119","71000001","76000219","1","112546","21303","654","0","0","0","0","0","176","1","3","","","1","","0","82010120"
"82010120","71000001","76000220","1","107924","27397","787","0","0","0","0","0","-46","1","3","","","1","","0","82010121"
"82010121","71000001","76000221","1","109253","27798","827","0","0","0","0","0","-97","1","3","","","1","","0","82010122"
"82010122","71000001","76000332","1","96278","23427","769","0","0","0","0","0","40","1","3","","","1","","0","82010123"
"82010123","71000001","76000333","1","96839","22749","759","0","0","0","0","0","40","1","3","","","1","","0","82010124"
"82010124","71000001","76001192","1","105904","32013","1277","0","0","0","0","0","3","1","3","","","1","","0","82010125"
"82010125","71000001","76000222","1","16899","88741","267","0","0","0","0","0","-122","1","3","","","1","","0","82010126"
"82010126","71000001","76000223","1","14742","90289","279","0","0","0","0","0","0","1","3","","","1","","0","82010127"
"82010127","71000001","76000224","1","16810","92770","268","0","0","0","0","0","125","1","3","","","1","","0","82010128"
"82010128","71000001","76000225","1","15510","97050","268","0","0","0","0","0","-43","1","3","","","1","","0","82010129"
"82010129","71000001","76000226","1","20930","98880","268","0","0","0","0","0","161","1","3","","","1","","0","82010130"
"82010130","71000001","76000227","1","19198","109082","268","0","0","0","0","0","-64","1","3","","","1","","0","82010131"
"82010131","71000001","76000228","1","17260","107140","268","0","0","0","0","0","-140","1","3","","","1","","0","82010132"
"82010132","71000001","76000229","1","17220","106341","268","0","0","0","0","0","-165","1","3","","","1","","0","82010133"
"82010133","71000001","76000230","1","15460","106320","268","0","0","0","0","0","-126","1","3","","","1","","0","82010134"
"82010134","71000001","76000231","1","15899","104822","268","0","0","0","0","0","158","1","3","","","1","","0","82010135"
"82010135","71000001","76000232","1","12519","106130","268","0","0","0","0","0","0","1","3","","","1","","0","82010136"
"82010136","71000001","76000233","1","13980","102790","268","0","0","0","0","0","0","1","3","","","1","","0","82010137"
"82010137","71000001","76000234","1","15440","103240","268","0","0","0","0","0","0","1","3","","","1","","0","82010138"
"82010138","71000001","76000235","1","12260","103310","258","0","0","0","0","0","0","1","3","","","1","","0","82010139"
"82010139","71000001","76000236","1","12086","100693","269","0","0","0","0","0","125","1","3","","","1","","0","82010140"
"82010140","71000001","76000237","1","8070","100318","245","0","0","0","0","0","28","1","3","","","1","","0","82010141"
"82010141","71000001","76001192","1","11210","105070","268","0","0","0","0","0","-57","1","3","","","1","","0","82010142"
"82010142","71000001","76000239","1","9520","104580","558","0","0","0","0","0","179","1","3","","","1","","0","82010143"
"82010143","71000001","76000240","1","6990","102920","568","0","0","0","0","0","61","1","3","","","1","","0","82010144"
"82010144","71000001","76000241","1","7697","106003","558","0","0","0","0","0","-75","1","3","","","1","","0","82010145"
"82010145","71000001","76000242","1","21469","105660","268","0","0","0","0","0","-176","1","3","","","1","","0","82010146"
"82010146","71000001","76000270","1","18710","25910","2238","0","0","0","0","0","143","1","0","","","1","","0","82010147"
"82010147","71000001","76000270","1","18550","26210","2238","0","0","0","0","0","93","1","0","","","1","","0","82010148"
"82010148","71000001","76000270","1","19340","25920","2238","0","0","0","0","0","89","1","0","","","1","","0","82010149"
"82010149","71000001","76000270","1","19120","25440","2238","0","0","0","0","0","140","1","0","","","1","","0","82010150"
"82010150","71000001","76000270","1","19110","26320","2238","0","0","0","0","0","46","1","0","","","1","","0","82010151"
"82010151","71000001","76000270","1","21680","30850","2158","0","0","0","0","0","97","1","0","","","0","","-1","82010152"
"82010152","71000001","76000271","1","7099","24490","2498","0","0","0","0","0","-28","0","0","","","0","","0","82010153"
"82010153","71000001","76000144","1","20817","32216","2158","0","0","0","0","0","-14","1","3","","","0","","-1","82010154"
"82010154","71000001","76000145","1","17680","25130","2218","0","0","0","0","0","57","1","3","","","1","","0","82010155"
"82010155","71000001","76000149","1","21600","31000","2158","0","0","0","0","0","169","1","3","","","1","","0","82010156"
"82010156","71000001","76000153","1","18434","18763","2238","0","0","0","0","0","147","1","3","","","1","","0","82010157"
"82010157","71000001","76000153","1","17689","17590","2238","0","0","0","0","0","147","1","3","","","1","","0","82010158"
"82010158","71000001","76001191","1","15017","19764","2238","0","0","0","0","0","61","1","3","","","1","","0","82010159"
"82010159","71000001","76000140","1","40600","40430","4668","0","0","0","0","0","163","1","3","","","1","","0","82010160"
"82010160","71000001","76000141","1","40668","40922","4676","0","0","0","0","0","163","1","3","","","1","","0","82010161"
"82010161","71000001","76001167","1","20058","59363","438","0","0","0","0","0","0","1","3","","","1","","0","82010162"
"82010162","71000001","76001167","1","20049","59626","438","0","0","0","0","0","10","1","3","","","1","","0","82010163"
"82010163","71000001","76000272","1","13840","21939","2208","0","0","0","0","0","175","1","0","","","0","","-1","82010164"
"82010164","71000001","76000272","1","14220","22509","2208","0","0","0","0","0","-23","1","0","","","0","","-1","82010165"
"82010165","71000001","76000272","1","13200","22250","2208","0","0","0","0","0","42","1","0","","","0","","-1","82010166"
"82010166","71000001","76000272","1","17920","19929","2208","0","0","0","0","0","-179","1","0","","","0","","-1","82010167"
"82010167","71000001","76000272","1","13560","22499","2208","0","0","0","0","0","32","1","0","","","0","","-1","82010168"
"82010168","71000001","76000273","1","22259","50607","389","0","0","0","0","0","3","1","0","","","0","","0","82010169"
"82010169","71000001","76000273","1","22279","50705","389","0","0","0","0","0","-136","1","0","","","0","","0","82010170"
"82010170","71000001","76000273","1","22309","50679","389","0","0","0","0","0","164","1","0","","","0","","0","82010171"
"82010171","71000001","76000273","1","22239","50627","389","0","0","0","0","0","-118","1","0","","","0","","0","82010172"
"82010172","71000001","76000273","1","22113","50727","389","0","0","0","0","0","84","1","0","","","0","","0","82010173"
"82010173","71000001","76000273","1","8691","24384","2448","0","0","0","0","0","143","1","0","","","0","","-1","82010174"
"82010174","71000001","76000274","1","21098","55011","458","0","0","0","0","0","-120","1","0","","","1","","0","82010175"
"82010175","71000001","76000274","1","20819","55067","458","0","0","0","0","0","6","1","0","","","1","","0","82010176"
"82010176","71000001","76000274","1","21426","55053","458","0","0","0","0","0","-179","1","0","","","1","","0","82010177"
"82010177","71000001","76000274","1","21193","54822","458","0","0","0","0","0","-174","1","0","","","1","","0","82010178"
"82010178","71000001","76000274","1","21352","54600","458","0","0","0","0","0","-150","1","0","","","1","","0","82010179"
"82010179","71000001","76000274","1","22420","16480","2438","0","0","0","0","0","99","1","0","","","0","","-1","82010180"
"82010180","71000001","76000275","1","22670","13990","2438","0","0","0","0","0","-169","1","0","","","0","","-1","82010181"
"82010181","71000001","76000275","1","23580","13700","2438","0","0","0","0","0","-15","1","0","","","0","","-1","82010182"
"82010182","71000001","76000275","1","24640","15580","2438","0","0","0","0","0","163","1","0","","","0","","-1","82010183"
"82010183","71000001","76000275","1","24110","16230","2438","0","0","0","0","0","-147","1","0","","","0","","-1","82010184"
"82010184","71000001","76000276","1","21858","47733","401","0","0","0","0","0","-96","1","0","","","1","","0","82010185"
"82010185","71000001","76000276","1","22088","47763","401","0","0","0","0","0","-146","1","0","","","1","","0","82010186"
"82010186","71000001","76000276","1","22258","47313","401","0","0","0","0","0","89","1","0","","","1","","0","82010187"
"82010187","71000001","76000276","1","21978","47283","401","0","0","0","0","0","110","1","0","","","1","","0","82010188"
"82010188","71000001","76000276","1","21748","47463","401","0","0","0","0","0","77","1","0","","","1","","0","82010189"
"82010189","71000001","76000276","1","22208","47563","401","0","0","0","0","0","-5","1","0","","","1","","0","82010190"
"82010190","71000001","76000277","1","21659","48837","389","0","0","0","0","0","-164","1","0","","","1","","0","82010191"
"82010191","71000001","76000277","1","21779","49287","389","0","0","0","0","0","83","1","0","","","1","","0","82010192"
"82010192","71000001","76000277","1","21819","49057","389","0","0","0","0","0","-85","1","0","","","1","","0","82010193"
"82010193","71000001","76000277","1","22029","49127","389","0","0","0","0","0","-78","1","0","","","1","","0","82010194"
"82010194","71000001","76000277","1","21589","49217","389","0","0","0","0","0","147","1","0","","","1","","0","82010195"
"82010195","71000001","76000323","1","3840","103109","1028","0","0","0","0","0","58","1","5","","","1","","0","82010196"
"82010196","71000001","76000278","1","20079","52986","458","0","0","0","0","0","115","1","3","","","0","","-1","82010197"
"82010197","71000001","76000278","1","20040","53421","458","0","0","0","0","0","-118","0","0","","","0","","0","82010198"
"82010198","71000001","76000278","1","19900","53720","458","0","0","0","0","0","-155","1","3","","","0","","-1","82010199"
"82010199","71000001","76000278","1","20344","53619","458","0","0","0","0","0","-96","1","3","","","0","","-1","82010200"
"82010200","71000001","76004066","1","21965","57498","438","0","0","0","0","0","-1","1","0","","","1","","0","82010201"
"82010201","71000001","76004066","1","21524","58090","438","0","0","0","0","0","130","1","0","","","1","","0","82010202"
"82010202","71000001","76004066","1","21779","58962","438","0","0","0","0","0","-102","1","0","","","1","","0","82010203"
"82010203","71000001","76004066","1","21712","55518","438","0","0","0","0","0","58","1","0","","","1","","0","82010204"
"82010204","71000001","76004066","1","20824","56774","438","0","0","0","0","0","57","1","0","","","1","","0","82010205"
"82010205","71000001","76004066","1","24898","60238","438","0","0","0","0","0","10","1","0","","","1","","0","82010206"
"82010206","71000001","76000282","1","25063","60963","458","0","0","0","0","0","35","1","0","","","1","","0","82010207"
"82010207","71000001","76000282","1","25533","61300","458","0","0","0","0","0","114","1","0","","","1","","0","82010208"
"82010208","71000001","76000282","1","25424","62127","458","0","0","0","0","0","135","1","0","","","1","","0","82010209"
"82010209","71000001","76000281","1","21680","58370","458","0","0","0","0","0","135","0","0","","","0","","0","82010210"
"82010210","71000001","76000282","1","25009","62550","438","0","0","0","0","0","-130","1","0","","","1","","0","82010211"
"82010211","71000001","76000282","1","24369","62100","438","0","0","0","0","0","-116","1","0","","","1","","0","82010212"
"82010212","71000001","76000282","1","24759","61650","438","0","0","0","0","0","-130","1","0","","","1","","0","82010213"
"82010213","71000001","76000282","1","24949","62070","438","0","0","0","0","0","160","1","0","","","1","","0","82010214"
"82010214","71000001","76000282","1","24469","61370","438","0","0","0","0","0","160","1","0","","","1","","0","82010215"
"82010215","71000001","76000283","1","67218","27147","2288","0","0","0","0","0","157","1","2","","","1","","0","82010216"
"82010216","71000001","76000283","1","67450","26909","2288","0","0","0","0","0","-157","1","2","","","1","","0","82010217"
"82010217","71000001","76000283","1","67746","27004","2288","0","0","0","0","0","-90","1","2","","","1","","0","82010218"
"82010218","71000001","76000283","1","68052","26859","2288","0","0","0","0","0","-88","1","2","","","1","","0","82010219"
"82010219","71000001","76000283","1","67846","27608","2288","0","0","0","0","0","155","1","2","","","1","","0","82010220"
"82010220","71000001","76000283","1","67460","27470","2288","0","0","0","0","0","-64","1","2","","","1","","0","82010221"
"82010221","71000001","76000284","1","73530","24890","2278","0","0","0","0","0","-92","1","2","","","1","","0","82010222"
"82010222","71000001","76000284","1","73210","24590","2278","0","0","0","0","0","98","1","2","","","1","","0","82010223"
"82010223","71000001","76000284","1","72760","24370","2278","0","0","0","0","0","-175","1","2","","","1","","0","82010224"
"82010224","71000001","76000284","1","72770","24730","2278","0","0","0","0","0","-176","1","2","","","1","","0","82010225"
"82010225","71000001","76000284","1","73010","25060","2278","0","0","0","0","0","160","1","2","","","1","","0","82010226"
"82010226","71000001","76000284","1","72570","24940","2278","0","0","0","0","0","85","1","2","","","1","","0","82010227"
"82010227","71000001","76000285","1","75440","25880","2298","0","0","0","0","0","155","1","2","","","1","","0","82010228"
"82010228","71000001","76000285","1","75460","25820","2298","0","0","0","0","0","-64","1","2","","","1","","0","82010229"
"82010229","71000001","76000285","1","75420","25860","2298","0","0","0","0","0","5","1","2","","","1","","0","82010230"
"82010230","71000001","76000285","1","75370","25700","2298","0","0","0","0","0","-170","1","2","","","1","","0","82010231"
"82010231","71000001","76000285","1","75590","25960","2298","0","0","0","0","0","155","1","2","","","1","","0","82010232"
"82010232","71000001","76000285","1","75500","26010","2298","0","0","0","0","0","-64","1","2","","","1","","0","82010233"
"82010233","71000001","76000285","1","75350","25890","2298","0","0","0","0","0","5","1","2","","","1","","0","82010234"
"82010234","71000001","76000286","1","70730","26170","2308","0","0","0","0","0","-179","1","2","","","1","","0","82010235"
"82010235","71000001","76000286","1","70530","26400","2308","0","0","0","0","0","-179","1","2","","","1","","0","82010236"
"82010236","71000001","76000286","1","70350","26780","2308","0","0","0","0","0","-90","1","2","","","1","","0","82010237"
"82010237","71000001","76000286","1","70568","27170","2308","0","0","0","0","0","88","1","2","","","1","","0","82010238"
"82010238","71000001","76000286","1","70860","26900","2308","0","0","0","0","0","-179","1","2","","","1","","0","82010239"
"82010239","71000001","76000286","1","70900","26690","2308","0","0","0","0","0","-179","1","2","","","1","","0","82010240"
"82010240","71000001","76000286","1","71400","26660","2308","0","0","0","0","0","-90","1","2","","","1","","0","82010241"
"82010241","71000001","76000287","1","76590","13790","3798","0","0","0","0","0","-90","1","2","","","1","","0","82010242"
"82010242","71000001","76000287","1","76940","14320","3798","0","0","0","0","0","42","1","2","","","1","","0","82010243"
"82010243","71000001","76000287","1","77220","13500","3798","0","0","0","0","0","-140","1","2","","","1","","0","82010244"
"82010244","71000001","76000287","1","77330","14930","3798","0","0","0","0","0","-44","1","2","","","1","","0","82010245"
"82010245","71000001","76000287","1","77920","14750","3798","0","0","0","0","0","-113","1","2","","","1","","0","82010246"
"82010246","71000001","76000287","1","76780","15010","3798","0","0","0","0","0","-90","1","2","","","1","","0","82010247"
"82010247","71000001","76000287","1","77710","15210","3798","0","0","0","0","0","42","1","2","","","1","","0","82010248"
"82010248","71000001","76000287","1","78510","14510","3798","0","0","0","0","0","-90","1","2","","","1","","0","82010249"
"82010249","71000001","76000288","1","68363","12801","4498","0","0","0","0","0","25","1","2","","","1","","0","82010250"
"82010250","71000001","76000288","1","68415","12289","4508","0","0","0","0","0","140","1","2","","","1","","0","82010251"
"82010251","71000001","76000288","1","67693","12885","4498","0","0","0","0","0","-75","1","2","","","1","","0","82010252"
"82010252","71000001","76000288","1","67628","12331","4498","0","0","0","0","0","-21","1","2","","","1","","0","82010253"
"82010253","71000001","76000288","1","68073","12564","4498","0","0","0","0","0","140","1","2","","","1","","0","82010254"
"82010254","71000001","76000288","1","68960","11438","4678","0","0","0","0","0","25","1","2","","","1","","0","82010255"
"82010255","71000001","76000288","1","68965","11856","4598","0","0","0","0","0","140","1","2","","","1","","0","82010256"
"82010256","71000001","76000288","1","69283","11655","4588","0","0","0","0","0","-21","1","2","","","1","","0","82010257"
"82010257","71000001","76000289","1","70680","8139","5268","0","0","0","0","0","73","1","2","","","1","","0","82010258"
"82010258","71000001","76000289","1","71330","7799","5258","0","0","0","0","0","-90","1","2","","","1","","0","82010259"
"82010259","71000001","76000289","1","70790","7569","5268","0","0","0","0","0","-90","1","2","","","1","","0","82010260"
"82010260","71000001","76000289","1","71080","8329","5268","0","0","0","0","0","139","1","2","","","1","","0","82010261"
"82010261","71000001","76000290","1","72560","9105","5328","0","0","0","0","0","-158","0","0","","","0","","0","82010262"
"82010262","71000001","76000291","1","49070","98680","528","0","0","0","0","0","23","1","3","","","1","","0","82010263"
"82010263","71000001","76000291","1","48891","98540","528","0","0","0","0","0","143","1","3","","","1","","0","82010264"
