"AttributeId","Type","Series","Level","LevelMax","Name","Icon","Describe","OpenMoney","OpenTalentId","BuffArray","ReplaceSkill","ReplaceTime","Active","NotActive","BuffAddType","GSAddValue","OpenrLayerLimit"
"24010130","0","1011","30","40","90039197","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010131","0","1011","31","40","90039198","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010132","0","1011","32","40","90039199","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010133","0","1011","33","40","90039192","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010134","0","1011","34","40","90039193","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010135","0","1011","35","40","90039194","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010136","0","1011","36","40","90039195","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010137","0","1011","37","40","90039196","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010138","0","1011","38","40","90039197","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010139","0","1011","39","40","90039198","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010140","0","1011","40","40","90039199","91211504","90039642","(17,2)","0","(10025720)","(0,0)","-1","","","1","",""
"24010201","0","1021","1","20","90039008","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010202","0","1021","2","20","90039009","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010203","0","1021","3","20","90039010","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010204","0","1021","4","20","90039222","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010205","0","1021","5","20","90039223","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010206","0","1021","6","20","90039224","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010207","0","1021","7","20","90039225","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010208","0","1021","8","20","90039226","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010209","0","1021","9","20","90039008","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010210","0","1021","10","20","90039009","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010211","0","1021","11","20","90039010","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010212","0","1021","12","20","90039222","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010213","0","1021","13","20","90039223","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010214","0","1021","14","20","90039224","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010215","0","1021","15","20","90039225","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010216","0","1021","16","20","90039226","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010217","0","1021","17","20","90039223","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010218","0","1021","18","20","90039224","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010219","0","1021","19","20","90039225","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010220","0","1021","20","20","90039226","91211501","90039457","(17,2)","0","(10025710)","(0,0)","-1","","","1","",""
"24010301","0","1031","1","50","90039202","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","","(0,120)"
"24010302","0","1031","2","50","90039203","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010303","0","1031","3","50","90039204","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010304","0","1031","4","50","90039205","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010305","0","1031","5","50","90039206","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010306","0","1031","6","50","90039207","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010307","0","1031","7","50","90039208","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010308","0","1031","8","50","90039209","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010309","0","1031","9","50","90039210","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010310","0","1031","10","50","90039211","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010311","0","1031","11","50","90039202","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010312","0","1031","12","50","90039203","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010313","0","1031","13","50","90039204","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010314","0","1031","14","50","90039205","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010315","0","1031","15","50","90039206","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010316","0","1031","16","50","90039207","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010317","0","1031","17","50","90039208","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010318","0","1031","18","50","90039209","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010319","0","1031","19","50","90039210","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010320","0","1031","20","50","90039211","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010321","0","1031","21","50","90039202","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010322","0","1031","22","50","90039203","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010323","0","1031","23","50","90039204","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010324","0","1031","24","50","90039205","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010325","0","1031","25","50","90039206","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010326","0","1031","26","50","90039207","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010327","0","1031","27","50","90039208","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010328","0","1031","28","50","90039209","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010329","0","1031","29","50","90039210","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010330","0","1031","30","50","90039211","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010331","0","1031","31","50","90039202","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010332","0","1031","32","50","90039203","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010333","0","1031","33","50","90039204","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010334","0","1031","34","50","90039205","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010335","0","1031","35","50","90039206","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010336","0","1031","36","50","90039207","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010337","0","1031","37","50","90039208","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010338","0","1031","38","50","90039209","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010339","0","1031","39","50","90039210","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010340","0","1031","40","50","90039211","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010341","0","1031","41","50","90039202","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010342","0","1031","42","50","90039203","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010343","0","1031","43","50","90039204","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010344","0","1031","44","50","90039205","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010345","0","1031","45","50","90039206","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010346","0","1031","46","50","90039207","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010347","0","1031","47","50","90039208","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010348","0","1031","48","50","90039209","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010349","0","1031","49","50","90039210","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010350","0","1031","50","50","90039211","91211510","90039652","(17,3)","0","(10025740)","(0,0)","-1","","","1","",""
"24010401","0","1041","1","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","","(0,120)"
"24010402","0","1041","2","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010403","0","1041","3","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010404","0","1041","4","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010405","0","1041","5","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010406","0","1041","6","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010407","0","1041","7","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010408","0","1041","8","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010409","0","1041","9","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010410","0","1041","10","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010411","0","1041","11","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010412","0","1041","12","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010413","0","1041","13","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010414","0","1041","14","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010415","0","1041","15","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010416","0","1041","16","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010417","0","1041","17","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010418","0","1041","18","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010419","0","1041","19","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010420","0","1041","20","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010421","0","1041","21","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010422","0","1041","22","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010423","0","1041","23","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010424","0","1041","24","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010425","0","1041","25","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010426","0","1041","26","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010427","0","1041","27","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010428","0","1041","28","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010429","0","1041","29","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010430","0","1041","30","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010431","0","1041","31","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010432","0","1041","32","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010433","0","1041","33","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010434","0","1041","34","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010435","0","1041","35","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010436","0","1041","36","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010437","0","1041","37","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010438","0","1041","38","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010439","0","1041","39","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010440","0","1041","40","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010441","0","1041","41","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010442","0","1041","42","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010443","0","1041","43","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010444","0","1041","44","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010445","0","1041","45","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010446","0","1041","46","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010447","0","1041","47","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010448","0","1041","48","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010449","0","1041","49","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010450","0","1041","50","50","90039001","91211584","90039762","(17,3)","0","(10025750)","(0,0)","-1","","","1","",""
"24010501","0","1051","1","50","90039229","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","","(0,120)"
"24010502","0","1051","2","50","90039230","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010503","0","1051","3","50","90039231","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010504","0","1051","4","50","90039232","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010505","0","1051","5","50","90039233","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010506","0","1051","6","50","90039234","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010507","0","1051","7","50","90039235","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010508","0","1051","8","50","90039236","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010509","0","1051","9","50","90039237","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010510","0","1051","10","50","90039238","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010511","0","1051","11","50","90039229","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010512","0","1051","12","50","90039230","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010513","0","1051","13","50","90039231","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010514","0","1051","14","50","90039232","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010515","0","1051","15","50","90039233","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010516","0","1051","16","50","90039234","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010517","0","1051","17","50","90039235","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010518","0","1051","18","50","90039236","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010519","0","1051","19","50","90039237","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010520","0","1051","20","50","90039238","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010521","0","1051","21","50","90039229","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010522","0","1051","22","50","90039230","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010523","0","1051","23","50","90039231","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010524","0","1051","24","50","90039232","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010525","0","1051","25","50","90039233","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010526","0","1051","26","50","90039234","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010527","0","1051","27","50","90039235","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010528","0","1051","28","50","90039236","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010529","0","1051","29","50","90039237","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010530","0","1051","30","50","90039238","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010531","0","1051","31","50","90039229","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010532","0","1051","32","50","90039230","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010533","0","1051","33","50","90039231","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010534","0","1051","34","50","90039232","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010535","0","1051","35","50","90039233","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010536","0","1051","36","50","90039234","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010537","0","1051","37","50","90039235","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010538","0","1051","38","50","90039236","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010539","0","1051","39","50","90039237","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010540","0","1051","40","50","90039238","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010541","0","1051","41","50","90039229","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010542","0","1051","42","50","90039230","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010543","0","1051","43","50","90039231","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010544","0","1051","44","50","90039232","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
"24010545","0","1051","45","50","90039233","91211511","90039679","(17,3)","0","(10025730)","(0,0)","-1","","","1","",""
