"AttributeId","BuffName","BuffDescription","AdditionBuffType","AdditionBuffSubType","AdditionBuffLevel","EquipNum","UpgradeNum","EquipQuality","AchievementID","FeatherNum","FeatherUpgradeNum","RankID","AddOnLevel","SuccinctFullQualityLevel","AdditionValue","BuffArray","Icon","IsCanShow","ShowNoticeId","SuitSkillID"
"58050003","90080082","90080091","5","","3","0","0","0","0","2","3","0","","","0","","91222000","1","",""
"58050004","90080083","90080092","5","","4","0","0","0","0","2","4","0","","","0","","91222000","1","",""
"58050005","90080084","90080093","5","","5","0","0","0","0","3","4","0","","","0","","91222000","1","",""
"58050006","90080085","90080094","5","","6","0","0","0","0","3","5","0","","","0","","91222000","1","",""
"58050007","90080086","90080095","5","","7","0","0","0","0","4","5","0","","","0","","91222000","1","",""
"58050008","90080087","90080096","5","","8","0","0","0","0","4","6","0","","","0","","91222000","1","",""
"58050009","90080088","90080097","5","","9","0","0","0","0","5","6","0","","","0","","91222000","1","",""
"58060001","","","6","","1","9","0","0","0","0","0","0","10","","(4,13,0.02,0,1,4,25,0.01,0,1)","","91222000","1","93000244",""
"58060002","","","6","","2","9","0","0","0","0","0","0","20","","(4,13,0.04,0,1,4,25,0.02,0,1)","","91222000","1","93000244",""
"58060003","","","6","","3","9","0","0","0","0","0","0","40","","(4,13,0.06,0,1,4,25,0.03,0,1)","","91222000","1","93000244",""
"58060004","","","6","","4","9","0","0","0","0","0","0","60","","(4,13,0.08,0,1,4,25,0.04,0,1)","","91222000","1","93000244",""
"58060005","","","6","","5","9","0","0","0","0","0","0","80","","(4,13,0.1,0,1,4,25,0.05,0,1)","","91222000","1","93000244",""
"58060006","","","6","","6","9","0","0","0","0","0","0","100","","(4,13,0.12,0,1,4,25,0.06,0,1)","","91222000","1","93000244",""
"58060007","","","6","","7","9","0","0","0","0","0","0","150","","(4,13,0.14,0,1,4,25,0.07,0,1)","","91222000","1","93000244",""
"58070001","","","7","","1","9","0","0","0","0","0","0","","1","(4,14,0.02,0,1,4,26,0.01,0,1)","","91222000","1","93000245",""
"58070002","","","7","","2","9","0","0","0","0","0","0","","2","(4,14,0.04,0,1,4,26,0.02,0,1)","","91222000","1","93000245",""
"58070003","","","7","","3","9","0","0","0","0","0","0","","3","(4,14,0.06,0,1,4,26,0.03,0,1)","","91222000","1","93000245",""
"58070004","","","7","","4","9","0","0","0","0","0","0","","4","(4,14,0.08,0,1,4,26,0.04,0,1)","","91222000","1","93000245",""
"58070005","","","7","","5","9","0","0","0","0","0","0","","5","(4,14,0.1,0,1,4,26,0.05,0,1)","","91222000","1","93000245",""
"58070006","","","7","","6","9","0","0","0","0","0","0","","6","(4,14,0.12,0,1,4,26,0.06,0,1)","","91222000","1","93000245",""
"58070007","","","7","","7","9","0","0","0","0","0","0","","7","(4,14,0.14,0,1,4,26,0.07,0,1)","","91222000","1","93000245",""
"58080001","","","8","","1","9","10","0","0","0","0","0","","1","(4,14,0.02,0,1,4,26,0.01,0,1)","","91222000","1","",""
"58080002","","","8","","2","9","20","0","0","0","0","0","","2","(4,14,0.04,0,1,4,26,0.02,0,1)","","91222000","1","",""
"58080003","","","8","","3","9","30","0","0","0","0","0","","3","(4,14,0.06,0,1,4,26,0.03,0,1)","","91222000","1","",""
"58080004","","","8","","4","9","40","0","0","0","0","0","","4","(4,14,0.08,0,1,4,26,0.04,0,1)","","91222000","1","",""
"58080005","","","8","","5","9","50","0","0","0","0","0","","5","(4,14,0.1,0,1,4,26,0.05,0,1)","","91222000","1","",""
"58080006","","","8","","6","9","60","0","0","0","0","0","","6","(4,14,0.12,0,1,4,26,0.06,0,1)","","91222000","1","",""
"58080007","","","8","","7","9","70","0","0","0","0","0","","7","(4,14,0.14,0,1,4,26,0.07,0,1)","","91222000","1","",""
"58080008","","","8","","8","9","100","0","0","0","0","0","","8","(4,14,0.16,0,1,4,26,0.08,0,1)","","91222000","1","",""
"58080009","","","8","","9","9","150","0","0","0","0","0","","9","(4,14,0.18,0,1,4,26,0.09,0,1)","","91222000","1","",""
"58080010","","","8","","10","9","200","0","0","0","0","0","","10","(4,14,0.2,0,1,4,26,0.1,0,1)","","91222000","1","",""
"58080011","","","8","","11","9","300","0","0","0","0","0","","11","(4,14,0.22,0,1,4,26,0.11,0,1)","","91222000","1","",""
"58080012","","","8","","12","9","400","0","0","0","0","0","","12","(4,14,0.24,0,1,4,26,0.12,0,1)","","91222000","1","",""
"58080013","","","8","","13","9","500","0","0","0","0","0","","13","(4,14,0.26,0,1,4,26,0.13,0,1)","","91222000","1","",""
"58080014","","","8","","14","9","600","0","0","0","0","0","","14","(4,14,0.28,0,1,4,26,0.14,0,1)","","91222000","1","",""
"58080015","","","8","","15","9","700","0","0","0","0","0","","15","(4,14,0.3,0,1,4,26,0.15,0,1)","","91222000","1","",""
"58080016","","","8","","16","9","800","0","0","0","0","0","","16","(4,14,0.32,0,1,4,26,0.16,0,1)","","91222000","1","",""
"58080017","","","8","","17","9","900","0","0","0","0","0","","17","(4,14,0.34,0,1,4,26,0.17,0,1)","","91222000","1","",""
"58080018","","","8","","18","9","1000","0","0","0","0","0","","18","(4,14,0.36,0,1,4,26,0.18,0,1)","","91222000","1","",""
"58080019","","","8","","19","9","1100","0","0","0","0","0","","19","(4,14,0.38,0,1,4,26,0.19,0,1)","","91222000","1","",""
"58080020","","","8","","20","9","1200","0","0","0","0","0","","20","(4,14,0.4,0,1,4,26,0.2,0,1)","","91222000","1","",""
"58090001","90203614","90203615","9","","1","2","0","0","0","0","0","0","","1","(4,25,0.1,0,1,4,26,0.1,0,1)","","91222000","1","93000282",""
"58090002","90203614","90203616","9","","2","4","0","0","0","0","0","0","","2","(4,23,0.3,0,1,4,24,0.3,0,1)","","91222000","1","93000282",""
"58090003","90203614","90203617","9","","3","6","0","0","0","0","0","0","","3","","(10290396)","91222000","1","93000282",""
"58090004","90203614","90203618","9","","4","8","0","0","0","0","0","0","","4","","(10290397)","91222000","1","93000282",""
"58090005","90203614","90203619","9","","5","10","0","0","0","0","0","0","","5","","(10290399)","91222000","1","93000282",""
"58090006","90204345","90204348","13","","1","3","0","0","0","0","0","0","","1","(4,40,0.1,0,1)","","91222000","1","93000302",""
"58090007","90204345","90204349","13","","2","5","0","0","0","0","0","0","","2","(4,9,0,0.2,1,4,11,0,0.2,1)","","91222000","1","93000302",""
"58090008","90204345","90204350","13","","3","7","0","0","0","0","0","0","","3","","(10290439)","91222000","1","93000302",""
"58090009","90204345","90204351","13","","5","10","0","0","0","0","0","0","","5","","(10290440)","91222000","1","93000302",""
"58090010","90204412","90204413","14","","1","3","0","0","0","0","0","0","","1","(4,40,0.15,0,1)","","91222000","1","93000305",""
"58090011","90204412","90204414","14","","2","5","0","0","0","0","0","0","","2","(4,13,0.2,0,1,4,14,0.2,0,1)","","91222000","1","93000305",""
"58090012","90204412","90204415","14","","3","7","0","0","0","0","0","0","","3","","(10290444)","91222000","1","93000305",""
"58090013","90204412","90204416","14","","5","10","0","0","0","0","0","0","","5","","(10290445)","91222000","1","93000305",""
"58100001","90077793","90077659","10","1","1","2","0","0","0","0","0","0","","","","(10290001)","91290388","1","",""
"58100002","90077793","90077660","10","1","2","2","0","0","0","0","0","0","","","","(10290002)","91290388","1","",""
"58100003","90077793","90077661","10","1","3","2","0","0","0","0","0","0","","","","(10290003)","91290388","1","",""
"58100004","90077793","90077662","10","1","4","2","0","0","0","0","0","0","","","","(10290004)","91290388","1","",""
"58100005","90077793","90077663","10","1","5","2","0","0","0","0","0","0","","","","(10290005)","91290388","1","",""
"58100011","90077793","90077664","10","1","1","3","0","0","0","0","0","0","","","","(10290011)","91290388","1","",""
"58100012","90077793","90077665","10","1","2","3","0","0","0","0","0","0","","","","(10290012)","91290388","1","",""
"58100013","90077793","90077666","10","1","3","3","0","0","0","0","0","0","","","","(10290013)","91290388","1","",""
"58100014","90077793","90077667","10","1","4","3","0","0","0","0","0","0","","","","(10290014)","91290388","1","",""
"58100015","90077793","90077668","10","1","5","3","0","0","0","0","0","0","","","","(10290015)","91290388","1","",""
"58100021","90077793","90077669","10","1","1","5","0","0","0","0","0","0","","","","(10290021)","91290388","1","",""
"58100022","90077793","90077670","10","1","2","5","0","0","0","0","0","0","","","","(10290022)","91290388","1","",""
"58100023","90077793","90077671","10","1","3","5","0","0","0","0","0","0","","","","(10290023)","91290388","1","",""
"58100024","90077793","90077672","10","1","4","5","0","0","0","0","0","0","","","","(10290024)","91290388","1","",""
"58100025","90077793","90077673","10","1","5","5","0","0","0","0","0","0","","","","(10290025)","91290388","1","",""
"58100031","90077794","90077674","10","2","1","2","0","0","0","0","0","0","","","","(10290031)","91290389","1","",""
"58100032","90077794","90077675","10","2","2","2","0","0","0","0","0","0","","","","(10290032)","91290389","1","",""
"58100033","90077794","90077676","10","2","3","2","0","0","0","0","0","0","","","","(10290033)","91290389","1","",""
"58100034","90077794","90077677","10","2","4","2","0","0","0","0","0","0","","","","(10290034)","91290389","1","",""
"58100035","90077794","90077678","10","2","5","2","0","0","0","0","0","0","","","","(10290035)","91290389","1","",""
"58100041","90077794","90077679","10","2","1","3","0","0","0","0","0","0","","","","(10290041)","91290389","1","",""
"58100042","90077794","90077680","10","2","2","3","0","0","0","0","0","0","","","","(10290042)","91290389","1","",""
"58100043","90077794","90077681","10","2","3","3","0","0","0","0","0","0","","","","(10290043)","91290389","1","",""
"58100044","90077794","90077682","10","2","4","3","0","0","0","0","0","0","","","","(10290044)","91290389","1","",""
"58100045","90077794","90077683","10","2","5","3","0","0","0","0","0","0","","","","(10290045)","91290389","1","",""
"58100051","90077794","90077684","10","2","1","5","0","0","0","0","0","0","","","","(10290051)","91290389","1","",""
"58100052","90077794","90077685","10","2","2","5","0","0","0","0","0","0","","","","(10290052)","91290389","1","",""
"58100053","90077794","90077686","10","2","3","5","0","0","0","0","0","0","","","","(10290053)","91290389","1","",""
"58100054","90077794","90077687","10","2","4","5","0","0","0","0","0","0","","","","(10290054)","91290389","1","",""
"58100055","90077794","90077688","10","2","5","5","0","0","0","0","0","0","","","","(10290055)","91290389","1","",""
"58100061","90077795","90077689","10","3","1","2","0","0","0","0","0","0","","","","(10290061)","91290390","1","",""
"58100062","90077795","90077690","10","3","2","2","0","0","0","0","0","0","","","","(10290062)","91290390","1","",""
"58100063","90077795","90077691","10","3","3","2","0","0","0","0","0","0","","","","(10290063)","91290390","1","",""
"58100064","90077795","90077692","10","3","4","2","0","0","0","0","0","0","","","","(10290064)","91290390","1","",""
"58100065","90077795","90077693","10","3","5","2","0","0","0","0","0","0","","","","(10290065)","91290390","1","",""
"58100071","90077795","90077694","10","3","1","3","0","0","0","0","0","0","","","","(10290071)","91290390","1","",""
"58100072","90077795","90077695","10","3","2","3","0","0","0","0","0","0","","","","(10290072)","91290390","1","",""
"58100073","90077795","90077696","10","3","3","3","0","0","0","0","0","0","","","","(10290073)","91290390","1","",""
"58100074","90077795","90077697","10","3","4","3","0","0","0","0","0","0","","","","(10290074)","91290390","1","",""
"58100075","90077795","90077698","10","3","5","3","0","0","0","0","0","0","","","","(10290075)","91290390","1","",""
"58100081","90077795","90077699","10","3","1","5","0","0","0","0","0","0","","","","(10290081)","91290390","1","",""
"58100082","90077795","90077700","10","3","2","5","0","0","0","0","0","0","","","","(10290082)","91290390","1","",""
"58100083","90077795","90077701","10","3","3","5","0","0","0","0","0","0","","","","(10290083)","91290390","1","",""
"58100084","90077795","90077702","10","3","4","5","0","0","0","0","0","0","","","","(10290084)","91290390","1","",""
"58100085","90077795","90077703","10","3","5","5","0","0","0","0","0","0","","","","(10290085)","91290390","1","",""
"58100091","90077796","90077704","10","4","1","2","0","0","0","0","0","0","","","","(10290091)","91290391","1","",""
"58100092","90077796","90077705","10","4","2","2","0","0","0","0","0","0","","","","(10290092)","91290391","1","",""
"58100093","90077796","90077706","10","4","3","2","0","0","0","0","0","0","","","","(10290093)","91290391","1","",""
"58100094","90077796","90077707","10","4","4","2","0","0","0","0","0","0","","","","(10290094)","91290391","1","",""
"58100095","90077796","90077708","10","4","5","2","0","0","0","0","0","0","","","","(10290095)","91290391","1","",""
"58100101","90077796","90077709","10","4","1","3","0","0","0","0","0","0","","","","(10290101)","91290391","1","",""
"58100102","90077796","90077710","10","4","2","3","0","0","0","0","0","0","","","","(10290102)","91290391","1","",""
"58100103","90077796","90077711","10","4","3","3","0","0","0","0","0","0","","","","(10290103)","91290391","1","",""
"58100104","90077796","90077712","10","4","4","3","0","0","0","0","0","0","","","","(10290104)","91290391","1","",""
"58100105","90077796","90077713","10","4","5","3","0","0","0","0","0","0","","","","(10290105)","91290391","1","",""
"58100111","90077796","90077714","10","4","1","5","0","0","0","0","0","0","","","","(10290111)","91290391","1","",""
"58100112","90077796","90077715","10","4","2","5","0","0","0","0","0","0","","","","(10290112)","91290391","1","",""
"58100113","90077796","90077716","10","4","3","5","0","0","0","0","0","0","","","","(10290113)","91290391","1","",""
"58100114","90077796","90077717","10","4","4","5","0","0","0","0","0","0","","","","(10290114)","91290391","1","",""
"58100115","90077796","90077718","10","4","5","5","0","0","0","0","0","0","","","","(10290115)","91290391","1","",""
"58100121","90077797","90077719","10","5","1","2","0","0","0","0","0","0","","","","(10290121)","91290392","1","",""
"58100122","90077797","90077720","10","5","2","2","0","0","0","0","0","0","","","","(10290122)","91290392","1","",""
"58100123","90077797","90077721","10","5","3","2","0","0","0","0","0","0","","","","(10290123)","91290392","1","",""
"58100124","90077797","90077722","10","5","4","2","0","0","0","0","0","0","","","","(10290124)","91290392","1","",""
"58100125","90077797","90077723","10","5","5","2","0","0","0","0","0","0","","","","(10290125)","91290392","1","",""
"58100131","90077797","90077724","10","5","1","3","0","0","0","0","0","0","","","","(10290131)","91290392","1","",""
"58100132","90077797","90077725","10","5","2","3","0","0","0","0","0","0","","","","(10290132)","91290392","1","",""
"58100133","90077797","90077726","10","5","3","3","0","0","0","0","0","0","","","","(10290133)","91290392","1","",""
"58100134","90077797","90077727","10","5","4","3","0","0","0","0","0","0","","","","(10290134)","91290392","1","",""
"58100135","90077797","90077728","10","5","5","3","0","0","0","0","0","0","","","","(10290135)","91290392","1","",""
"58100141","90077798","90077729","10","6","1","2","0","0","0","0","0","0","","","","(10290141)","91290393","1","",""
"58100142","90077798","90077730","10","6","2","2","0","0","0","0","0","0","","","","(10290142)","91290393","1","",""
"58100143","90077798","90077731","10","6","3","2","0","0","0","0","0","0","","","","(10290143)","91290393","1","",""
"58100144","90077798","90077732","10","6","4","2","0","0","0","0","0","0","","","","(10290144)","91290393","1","",""
"58100145","90077798","90077733","10","6","5","2","0","0","0","0","0","0","","","","(10290145)","91290393","1","",""
"58100151","90077798","90077734","10","6","1","3","0","0","0","0","0","0","","","","(10290151)","91290393","1","",""
"58100152","90077798","90077735","10","6","2","3","0","0","0","0","0","0","","","","(10290152)","91290393","1","",""
"58100153","90077798","90077736","10","6","3","3","0","0","0","0","0","0","","","","(10290153)","91290393","1","",""
"58100154","90077798","90077737","10","6","4","3","0","0","0","0","0","0","","","","(10290154)","91290393","1","",""
"58100155","90077798","90077738","10","6","5","3","0","0","0","0","0","0","","","","(10290155)","91290393","1","",""
"58100161","90077799","90077739","10","7","1","2","0","0","0","0","0","0","","","","(10290161)","91290394","1","",""
"58100162","90077799","90077740","10","7","2","2","0","0","0","0","0","0","","","","(10290162)","91290394","1","",""
"58100163","90077799","90077741","10","7","3","2","0","0","0","0","0","0","","","","(10290163)","91290394","1","",""
"58100164","90077799","90077742","10","7","4","2","0","0","0","0","0","0","","","","(10290164)","91290394","1","",""
"58100165","90077799","90077743","10","7","5","2","0","0","0","0","0","0","","","","(10290165)","91290394","1","",""
"58100171","90077799","90077744","10","7","1","3","0","0","0","0","0","0","","","","(10290171)","91290394","1","",""
"58100172","90077799","90077745","10","7","2","3","0","0","0","0","0","0","","","","(10290172)","91290394","1","",""
"58100173","90077799","90077746","10","7","3","3","0","0","0","0","0","0","","","","(10290173)","91290394","1","",""
"58100174","90077799","90077747","10","7","4","3","0","0","0","0","0","0","","","","(10290174)","91290394","1","",""
"58100175","90077799","90077748","10","7","5","3","0","0","0","0","0","0","","","","(10290175)","91290394","1","",""
"58100181","90078110","90078112","10","8","1","2","0","0","0","0","0","0","","","","(10290181)","91290395","1","",""
"58100182","90078110","90078113","10","8","2","2","0","0","0","0","0","0","","","","(10290182)","91290395","1","",""
"58100183","90078110","90078114","10","8","3","2","0","0","0","0","0","0","","","","(10290183)","91290395","1","",""
"58100184","90078110","90078115","10","8","4","2","0","0","0","0","0","0","","","","(10290184)","91290395","1","",""
"58100185","90078110","90078116","10","8","5","2","0","0","0","0","0","0","","","","(10290185)","91290395","1","",""
"58100191","90078110","90078117","10","8","1","4","0","0","0","0","0","0","","","","(10290191)","91290395","1","",""
"58100192","90078110","90078118","10","8","2","4","0","0","0","0","0","0","","","","(10290192)","91290395","1","",""
"58100193","90078110","90078119","10","8","3","4","0","0","0","0","0","0","","","","(10290193)","91290395","1","",""
"58100194","90078110","90078120","10","8","4","4","0","0","0","0","0","0","","","","(10290194)","91290395","1","",""
"58100195","90078110","90078121","10","8","5","4","0","0","0","0","0","0","","","","(10290195)","91290395","1","",""
"58100201","90078111","90078122","10","9","1","2","0","0","0","0","0","0","","","","(10290201)","91290396","1","",""
"58100202","90078111","90078123","10","9","2","2","0","0","0","0","0","0","","","","(10290202)","91290396","1","",""
"58100203","90078111","90078124","10","9","3","2","0","0","0","0","0","0","","","","(10290203)","91290396","1","",""
"58100204","90078111","90078125","10","9","4","2","0","0","0","0","0","0","","","","(10290204)","91290396","1","",""
"58100205","90078111","90078126","10","9","5","2","0","0","0","0","0","0","","","","(10290205)","91290396","1","",""
"58100211","90078111","90078127","10","9","1","4","0","0","0","0","0","0","","","","(10290211)","91290396","1","",""
"58100212","90078111","90078128","10","9","2","4","0","0","0","0","0","0","","","","(10290212)","91290396","1","",""
"58100213","90078111","90078129","10","9","3","4","0","0","0","0","0","0","","","","(10290213)","91290396","1","",""
"58100214","90078111","90078130","10","9","4","4","0","0","0","0","0","0","","","","(10290214)","91290396","1","",""
"58100215","90078111","90078131","10","9","5","4","0","0","0","0","0","0","","","","(10290215)","91290396","1","",""
"58101001","90078035","90078051","11","1","1","4","0","0","0","0","0","0","","","","(10020433)","","","",""
"58101002","90078035","90078052","11","1","2","4","0","0","0","0","0","0","","","","(10020434)","","","",""
"58101003","90078035","90078053","11","1","3","4","0","0","0","0","0","0","","","","(10020435)","","","",""
"58101011","90078036","90078054","11","1","1","6","0","0","0","0","0","0","","","","(10020439)","","","",""
"58101012","90078036","90078055","11","1","2","6","0","0","0","0","0","0","","","","(10020440)","","","",""
"58101013","90078036","90078056","11","1","3","6","0","0","0","0","0","0","","","","(10020441)","","","",""
"58101021","90078037","90078057","11","2","1","4","0","0","0","0","0","0","","","","(10020445)","","","",""
"58101022","90078037","90078058","11","2","2","4","0","0","0","0","0","0","","","","(10020446)","","","",""
"58101023","90078037","90078059","11","2","3","4","0","0","0","0","0","0","","","","(10020447)","","","",""
"58101031","90078038","90078060","11","2","1","6","0","0","0","0","0","0","","","","(10020451)","","","",""
"58101032","90078038","90078061","11","2","2","6","0","0","0","0","0","0","","","","(10020452)","","","",""
"58101033","90078038","90078062","11","2","3","6","0","0","0","0","0","0","","","","(10020453)","","","",""
"58101041","90078031","90078039","11","3","1","4","0","0","0","0","0","0","","","","(10020409)","","","",""
"58101042","90078031","90078040","11","3","2","4","0","0","0","0","0","0","","","","(10020410)","","","",""
"58101043","90078031","90078041","11","3","3","4","0","0","0","0","0","0","","","","(10020411)","","","",""
"58101051","90078032","90078042","11","3","1","6","0","0","0","0","0","0","","","","(10020415)","","","",""
"58101052","90078032","90078043","11","3","2","6","0","0","0","0","0","0","","","","(10020416)","","","",""
"58101053","90078032","90078044","11","3","3","6","0","0","0","0","0","0","","","","(10020417)","","","",""
"58101061","90078033","90078045","11","4","1","4","0","0","0","0","0","0","","","","(10020421)","","","",""
"58101062","90078033","90078046","11","4","2","4","0","0","0","0","0","0","","","","(10020422)","","","",""
"58101063","90078033","90078047","11","4","3","4","0","0","0","0","0","0","","","","(10020423)","","","",""
"58101071","90078034","90078048","11","4","1","6","0","0","0","0","0","0","","","","(10020427)","","","",""
"58101072","90078034","90078049","11","4","2","6","0","0","0","0","0","0","","","","(10020428)","","","",""
"58101073","90078034","90078050","11","4","3","6","0","0","0","0","0","0","","","","(10020429)","","","",""
"58102001","90096844","","12","","","0","100","0","0","0","0","0","","","(4,8,900,0,1,4,5,60,0,1,4,6,72,0,1,4,7,180,0,1)","","","","",""
"58102002","90096845","","12","","","101","200","0","0","0","0","0","","","(4,8,2700,0,1,4,5,180,0,1,4,6,216,0,1,4,7,540,0,1)","","","","",""
"58102003","90096846","","12","","","201","400","0","0","0","0","0","","","(4,8,6300,0,1,4,5,420,0,1,4,6,504,0,1,4,7,1260,0,1)","","","","",""
"58102004","90096847","","12","","","401","800","0","0","0","0","0","","","(4,8,13500,0,1,4,5,900,0,1,4,6,1080,0,1,4,7,2700,0,1)","","","","",""
"58102005","90096848","","12","","","801","1600","0","0","0","0","0","","","(4,8,27900,0,1,4,5,1860,0,1,4,6,2232,0,1,4,7,5580,0,1)","","","","",""
"58102006","90096849","","12","","","1601","3200","0","0","0","0","0","","","(4,8,56700,0,1,4,5,3780,0,1,4,6,4536,0,1,4,7,11340,0,1)","","","","",""
"58102007","90096850","","12","","","3201","6400","0","0","0","0","0","","","(4,8,114300,0,1,4,5,7620,0,1,4,6,9144,0,1,4,7,22860,0,1)","","","","",""
"58102008","90096851","","12","","","6401","12800","0","0","0","0","0","","","(4,8,229500,0,1,4,5,15300,0,1,4,6,18360,0,1,4,7,45900,0,1)","","","","",""
"58102009","90096852","","12","","","12801","25600","0","0","0","0","0","","","(4,8,459900,0,1,4,5,30660,0,1,4,6,36792,0,1,4,7,91980,0,1)","","","","",""
"58102010","90096853","","12","","","25601","999999","0","0","0","0","0","","","(4,8,920700,0,1,4,5,61380,0,1,4,6,73656,0,1,4,7,184140,0,1)","","","","",""
