"AttributeId","PokedexName","PokedexIcon","Describe","OpenLevel","UnLockMissionID","NpcID","Color","Type","SubType","UpgradeLevel","MaxLevel","UnlockCost","UpgradeCost","AttArray","FetterArr","PsycheIdArray","ProtectId"
"60000110","90052014","91240001","90203082","0","","","3","2","1","10","20","","(8,10500)","(4,8,8175,0,1,4,5,1200,0,1,4,6,1425,0,1,4,7,3975,0,1,4,9,675,0,1,4,10,675,0,1)","","(31070123,10,31070124,10,31070125,10,31070126,10,31070128,10,31070129,10,31070130,10,31070131,10,31070127,10)",""
"60000111","90052014","91240001","90203082","0","","","3","2","1","11","20","","(8,11000)","(4,8,8720,0,1,4,5,1280,0,1,4,6,1520,0,1,4,7,4240,0,1,4,9,720,0,1,4,10,720,0,1)","","",""
"60000112","90052014","91240001","90203082","0","","","3","2","1","12","20","","(8,11500)","(4,8,9265,0,1,4,5,1360,0,1,4,6,1615,0,1,4,7,4505,0,1,4,9,765,0,1,4,10,765,0,1)","","",""
"60000113","90052014","91240001","90203082","0","","","3","2","1","13","20","","(8,12000)","(4,8,9810,0,1,4,5,1440,0,1,4,6,1710,0,1,4,7,4770,0,1,4,9,810,0,1,4,10,810,0,1)","","",""
"60000114","90052014","91240001","90203082","0","","","3","2","1","14","20","","(8,12500)","(4,8,10355,0,1,4,5,1520,0,1,4,6,1805,0,1,4,7,5035,0,1,4,9,855,0,1,4,10,855,0,1)","","",""
"60000115","90052014","91240001","90203082","0","","","3","2","1","15","20","","(8,13000)","(4,8,10900,0,1,4,5,1600,0,1,4,6,1900,0,1,4,7,5300,0,1,4,9,900,0,1,4,10,900,0,1)","","",""
"60000116","90052014","91240001","90203082","0","","","3","2","1","16","20","","(8,13500)","(4,8,11445,0,1,4,5,1680,0,1,4,6,1995,0,1,4,7,5565,0,1,4,9,945,0,1,4,10,945,0,1)","","",""
"60000117","90052014","91240001","90203082","0","","","3","2","1","17","20","","(8,14000)","(4,8,11990,0,1,4,5,1760,0,1,4,6,2090,0,1,4,7,5830,0,1,4,9,990,0,1,4,10,990,0,1)","","",""
"60000118","90052014","91240001","90203082","0","","","3","2","1","18","20","","(8,14500)","(4,8,12535,0,1,4,5,1840,0,1,4,6,2185,0,1,4,7,6095,0,1,4,9,1035,0,1,4,10,1035,0,1)","","",""
"60000119","90052014","91240001","90203082","0","","","3","2","1","19","20","","(8,15000)","(4,8,13080,0,1,4,5,1920,0,1,4,6,2280,0,1,4,7,6360,0,1,4,9,1080,0,1,4,10,1080,0,1)","","",""
"60000120","90052014","91240001","90203082","0","","","3","2","1","20","20","","","(4,8,13625,0,1,4,5,2000,0,1,4,6,2375,0,1,4,7,6625,0,1,4,9,1125,0,1,4,10,1125,0,1)","","",""
"60000200","90052011","91240002","90203083","1","","","3","2","1","0","20","","(8,8000)","(4,8,3000,0,1,4,5,425,0,1,4,6,525,0,1,4,7,1450,0,1,4,9,250,0,1,4,10,250,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000201","90052011","91240002","90203083","1","","","3","2","1","1","20","","(8,8500)","(4,8,3600,0,1,4,5,510,0,1,4,6,630,0,1,4,7,1740,0,1,4,9,300,0,1,4,10,300,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000202","90052011","91240002","90203083","1","","","3","2","1","2","20","","(8,9000)","(4,8,4200,0,1,4,5,595,0,1,4,6,735,0,1,4,7,2030,0,1,4,9,350,0,1,4,10,350,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000203","90052011","91240002","90203083","1","","","3","2","1","3","20","","(8,9500)","(4,8,4800,0,1,4,5,680,0,1,4,6,840,0,1,4,7,2320,0,1,4,9,400,0,1,4,10,400,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000204","90052011","91240002","90203083","1","","","3","2","1","4","20","","(8,10000)","(4,8,5400,0,1,4,5,765,0,1,4,6,945,0,1,4,7,2610,0,1,4,9,450,0,1,4,10,450,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000205","90052011","91240002","90203083","1","","","3","2","1","5","20","","(8,10500)","(4,8,6000,0,1,4,5,850,0,1,4,6,1050,0,1,4,7,2900,0,1,4,9,500,0,1,4,10,500,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000206","90052011","91240002","90203083","1","","","3","2","1","6","20","","(8,11000)","(4,8,6600,0,1,4,5,935,0,1,4,6,1155,0,1,4,7,3190,0,1,4,9,550,0,1,4,10,550,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000207","90052011","91240002","90203083","1","","","3","2","1","7","20","","(8,11500)","(4,8,7200,0,1,4,5,1020,0,1,4,6,1260,0,1,4,7,3480,0,1,4,9,600,0,1,4,10,600,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000208","90052011","91240002","90203083","1","","","3","2","1","8","20","","(8,12000)","(4,8,7800,0,1,4,5,1105,0,1,4,6,1365,0,1,4,7,3770,0,1,4,9,650,0,1,4,10,650,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000209","90052011","91240002","90203083","1","","","3","2","1","9","20","","(8,12500)","(4,8,8400,0,1,4,5,1190,0,1,4,6,1470,0,1,4,7,4060,0,1,4,9,700,0,1,4,10,700,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000210","90052011","91240002","90203083","1","","","3","2","1","10","20","","(8,13000)","(4,8,9000,0,1,4,5,1275,0,1,4,6,1575,0,1,4,7,4350,0,1,4,9,750,0,1,4,10,750,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000211","90052011","91240002","90203083","1","","","3","2","1","11","20","","(8,13500)","(4,8,9600,0,1,4,5,1360,0,1,4,6,1680,0,1,4,7,4640,0,1,4,9,800,0,1,4,10,800,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000212","90052011","91240002","90203083","1","","","3","2","1","12","20","","(8,14000)","(4,8,10200,0,1,4,5,1445,0,1,4,6,1785,0,1,4,7,4930,0,1,4,9,850,0,1,4,10,850,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000213","90052011","91240002","90203083","1","","","3","2","1","13","20","","(8,14500)","(4,8,10800,0,1,4,5,1530,0,1,4,6,1890,0,1,4,7,5220,0,1,4,9,900,0,1,4,10,900,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000214","90052011","91240002","90203083","1","","","3","2","1","14","20","","(8,15000)","(4,8,11400,0,1,4,5,1615,0,1,4,6,1995,0,1,4,7,5510,0,1,4,9,950,0,1,4,10,950,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000215","90052011","91240002","90203083","1","","","3","2","1","15","20","","(8,15500)","(4,8,12000,0,1,4,5,1700,0,1,4,6,2100,0,1,4,7,5800,0,1,4,9,1000,0,1,4,10,1000,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000216","90052011","91240002","90203083","1","","","3","2","1","16","20","","(8,16000)","(4,8,12600,0,1,4,5,1785,0,1,4,6,2205,0,1,4,7,6090,0,1,4,9,1050,0,1,4,10,1050,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000217","90052011","91240002","90203083","1","","","3","2","1","17","20","","(8,16500)","(4,8,13200,0,1,4,5,1870,0,1,4,6,2310,0,1,4,7,6380,0,1,4,9,1100,0,1,4,10,1100,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000218","90052011","91240002","90203083","1","","","3","2","1","18","20","","(8,17000)","(4,8,13800,0,1,4,5,1955,0,1,4,6,2415,0,1,4,7,6670,0,1,4,9,1150,0,1,4,10,1150,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000219","90052011","91240002","90203083","1","","","3","2","1","19","20","","(8,17500)","(4,8,14400,0,1,4,5,2040,0,1,4,6,2520,0,1,4,7,6960,0,1,4,9,1200,0,1,4,10,1200,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000220","90052011","91240002","90203083","1","","","3","2","1","20","20","","","(4,8,15000,0,1,4,5,2125,0,1,4,6,2625,0,1,4,7,7250,0,1,4,9,1250,0,1,4,10,1250,0,1)","","(31070132,20,31070133,20,31070137,20,31070138,20,31070139,20,31070140,20,31070141,20,31070142,20,31070143,20,31070144,20,31070147,20,31070135,20,31070136,20,31070134,20,31070145,20)",""
"60000300","90052006","91240003","90203084","1","","","3","2","1","0","20","","(8,10500)","(4,8,3300,0,1,4,5,475,0,1,4,6,575,0,1,4,7,1600,0,1,4,9,275,0,1,4,10,275,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000301","90052006","91240003","90203084","1","","","3","2","1","1","20","","(8,11000)","(4,8,3960,0,1,4,5,570,0,1,4,6,690,0,1,4,7,1920,0,1,4,9,330,0,1,4,10,330,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000302","90052006","91240003","90203084","1","","","3","2","1","2","20","","(8,11500)","(4,8,4620,0,1,4,5,665,0,1,4,6,805,0,1,4,7,2240,0,1,4,9,385,0,1,4,10,385,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000303","90052006","91240003","90203084","1","","","3","2","1","3","20","","(8,12000)","(4,8,5280,0,1,4,5,760,0,1,4,6,920,0,1,4,7,2560,0,1,4,9,440,0,1,4,10,440,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000304","90052006","91240003","90203084","1","","","3","2","1","4","20","","(8,12500)","(4,8,5940,0,1,4,5,855,0,1,4,6,1035,0,1,4,7,2880,0,1,4,9,495,0,1,4,10,495,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000305","90052006","91240003","90203084","1","","","3","2","1","5","20","","(8,13000)","(4,8,6600,0,1,4,5,950,0,1,4,6,1150,0,1,4,7,3200,0,1,4,9,550,0,1,4,10,550,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000306","90052006","91240003","90203084","1","","","3","2","1","6","20","","(8,13500)","(4,8,7260,0,1,4,5,1045,0,1,4,6,1265,0,1,4,7,3520,0,1,4,9,605,0,1,4,10,605,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000307","90052006","91240003","90203084","1","","","3","2","1","7","20","","(8,14000)","(4,8,7920,0,1,4,5,1140,0,1,4,6,1380,0,1,4,7,3840,0,1,4,9,660,0,1,4,10,660,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000308","90052006","91240003","90203084","1","","","3","2","1","8","20","","(8,14500)","(4,8,8580,0,1,4,5,1235,0,1,4,6,1495,0,1,4,7,4160,0,1,4,9,715,0,1,4,10,715,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000309","90052006","91240003","90203084","1","","","3","2","1","9","20","","(8,15000)","(4,8,9240,0,1,4,5,1330,0,1,4,6,1610,0,1,4,7,4480,0,1,4,9,770,0,1,4,10,770,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000310","90052006","91240003","90203084","1","","","3","2","1","10","20","","(8,15500)","(4,8,9900,0,1,4,5,1425,0,1,4,6,1725,0,1,4,7,4800,0,1,4,9,825,0,1,4,10,825,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000311","90052006","91240003","90203084","1","","","3","2","1","11","20","","(8,16000)","(4,8,10560,0,1,4,5,1520,0,1,4,6,1840,0,1,4,7,5120,0,1,4,9,880,0,1,4,10,880,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000312","90052006","91240003","90203084","1","","","3","2","1","12","20","","(8,16500)","(4,8,11220,0,1,4,5,1615,0,1,4,6,1955,0,1,4,7,5440,0,1,4,9,935,0,1,4,10,935,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
"60000313","90052006","91240003","90203084","1","","","3","2","1","13","20","","(8,17000)","(4,8,11880,0,1,4,5,1710,0,1,4,6,2070,0,1,4,7,5760,0,1,4,9,990,0,1,4,10,990,0,1)","","(31070148,30,31070149,30,31070150,30,31070151,30,31070152,30,31070153,30,31070154,30,31070155,30,31070158,30,31070163,30,31070159,30,31070160,30,31070162,30,31070156,30)",""
