"AttributeId","ClassType","Level","NextLevelExp","MoveSpeedForce","MaxBagCount","EnergyBackValue","EnergyBackTime","EnergyMax","RandomItem","SpecialRandomItem","RandomTreasure","AttPermanent","SkillCount","PassiveSkillCount","SpriteCount","AttArray","BaseExp","BaseCoin","DailyMissionLibrary","AgainstMissionLibrary","TargetGsValue","TalentNum","AddPoints","MeditationExpAddition","MeditationStandardGs","PureHurtAttArray","MarryMissionLibrary","ReplyEnergy"
"21010417","2","417","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,17444,0,1,4,5,2178,0,1,4,6,2180,0,1,4,7,5450,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","55","16000022","16000090","7347530","1","0","0.6","2939010","(3,43,0,0.294,1)","16002027","10"
"21010418","2","418","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,17524,0,1,4,5,2188,0,1,4,6,2190,0,1,4,7,5475,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000022","16000090","7417500","1","0","0.6","2967000","(3,43,0,0.2968,1)","16002027","10"
"21010419","2","419","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,17604,0,1,4,5,2198,0,1,4,6,2200,0,1,4,7,5500,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000022","16000090","7487480","1","0","0.6","2994990","(3,43,0,0.2996,1)","16002027","10"
"21010420","2","420","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,17684,0,1,4,5,2208,0,1,4,6,2210,0,1,4,7,5525,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000022","16000090","7614130","1","0","0.6","3045650","(3,43,0,0.3046,1)","16002027","10"
"21010421","2","421","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,17764,0,1,4,5,2218,0,1,4,6,2220,0,1,4,7,5550,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","7684600","1","0","0.6","3073840","(3,43,0,0.3074,1)","16002028","10"
"21010422","2","422","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,17844,0,1,4,5,2228,0,1,4,6,2230,0,1,4,7,5575,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","7755070","1","0","0.6","3102030","(3,43,0,0.3104,1)","16002028","10"
"21010423","2","423","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,17924,0,1,4,5,2238,0,1,4,6,2240,0,1,4,7,5600,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","7825550","1","0","0.6","3130220","(3,43,0,0.3132,1)","16002028","10"
"21010424","2","424","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18004,0,1,4,5,2248,0,1,4,6,2250,0,1,4,7,5625,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","7896020","1","0","0.6","3158410","(3,43,0,0.316,1)","16002028","10"
"21010425","2","425","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18084,0,1,4,5,2258,0,1,4,6,2260,0,1,4,7,5650,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","7966490","1","0","0.6","3186600","(3,43,0,0.3188,1)","16002028","10"
"21010426","2","426","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18164,0,1,4,5,2268,0,1,4,6,2270,0,1,4,7,5675,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8036970","1","0","0.6","3214790","(3,43,0,0.3216,1)","16002028","10"
"21010427","2","427","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18244,0,1,4,5,2278,0,1,4,6,2280,0,1,4,7,5700,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8107440","1","0","0.6","3242980","(3,43,0,0.3244,1)","16002028","10"
"21010428","2","428","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18324,0,1,4,5,2288,0,1,4,6,2290,0,1,4,7,5725,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8177910","1","0","0.6","3271170","(3,43,0,0.3272,1)","16002028","10"
"21010429","2","429","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18404,0,1,4,5,2298,0,1,4,6,2300,0,1,4,7,5750,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8248390","1","0","0.6","3299360","(3,43,0,0.33,1)","16002028","10"
"21010430","2","430","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18484,0,1,4,5,2308,0,1,4,6,2310,0,1,4,7,5775,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8380520","1","0","0.6","3352210","(3,43,0,0.3354,1)","16002028","10"
"21010431","2","431","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18564,0,1,4,5,2318,0,1,4,6,2320,0,1,4,7,5800,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8451490","1","0","0.6","3380600","(3,43,0,0.3382,1)","16002028","10"
"21010432","2","432","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18644,0,1,4,5,2328,0,1,4,6,2330,0,1,4,7,5825,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8522460","1","0","0.6","3408990","(3,43,0,0.341,1)","16002028","10"
"21010433","2","433","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18724,0,1,4,5,2338,0,1,4,6,2340,0,1,4,7,5850,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8593430","1","0","0.6","3437380","(3,43,0,0.3438,1)","16002028","10"
"21010434","2","434","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18804,0,1,4,5,2348,0,1,4,6,2350,0,1,4,7,5875,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","56","16000023","16000091","8664410","1","0","0.6","3465770","(3,43,0,0.3466,1)","16002028","10"
"21010435","2","435","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18884,0,1,4,5,2358,0,1,4,6,2360,0,1,4,7,5900,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000023","16000091","8735380","1","0","0.6","3494150","(3,43,0,0.3496,1)","16002028","10"
"21010436","2","436","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,18964,0,1,4,5,2368,0,1,4,6,2370,0,1,4,7,5925,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000023","16000091","8806350","1","0","0.6","3522540","(3,43,0,0.3524,1)","16002028","10"
"21010437","2","437","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19044,0,1,4,5,2378,0,1,4,6,2380,0,1,4,7,5950,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000023","16000091","8877320","1","0","0.6","3550930","(3,43,0,0.3552,1)","16002028","10"
"21010438","2","438","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19124,0,1,4,5,2388,0,1,4,6,2390,0,1,4,7,5975,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000023","16000091","8948290","1","0","0.6","3579320","(3,43,0,0.358,1)","16002028","10"
"21010439","2","439","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19204,0,1,4,5,2398,0,1,4,6,2400,0,1,4,7,6000,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000023","16000091","9019270","1","0","0.6","3607710","(3,43,0,0.3608,1)","16002028","10"
"21010440","2","440","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19284,0,1,4,5,2408,0,1,4,6,2410,0,1,4,7,6025,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000023","16000091","9156880","1","0","0.6","3662760","(3,43,0,0.3664,1)","16002028","10"
"21010441","2","441","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19364,0,1,4,5,2418,0,1,4,6,2420,0,1,4,7,6050,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000024","16000092","9228350","1","0","0.6","3691340","(3,43,0,0.3692,1)","16002029","10"
"21010442","2","442","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19444,0,1,4,5,2428,0,1,4,6,2430,0,1,4,7,6075,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000024","16000092","9299820","1","0","0.6","3719930","(3,43,0,0.372,1)","16002029","10"
"21010443","2","443","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19524,0,1,4,5,2438,0,1,4,6,2440,0,1,4,7,6100,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000024","16000092","9371290","1","0","0.6","3748520","(3,43,0,0.375,1)","16002029","10"
"21010444","2","444","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19604,0,1,4,5,2448,0,1,4,6,2450,0,1,4,7,6125,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000024","16000092","9442760","1","0","0.6","3777110","(3,43,0,0.3778,1)","16002029","10"
"21010445","2","445","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19684,0,1,4,5,2458,0,1,4,6,2460,0,1,4,7,6150,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000024","16000092","9514230","1","0","0.6","3805700","(3,43,0,0.3806,1)","16002029","10"
"21010446","2","446","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19764,0,1,4,5,2468,0,1,4,6,2470,0,1,4,7,6175,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000024","16000092","9585710","1","0","0.6","3834290","(3,43,0,0.3836,1)","16002029","10"
"21010447","2","447","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19844,0,1,4,5,2478,0,1,4,6,2480,0,1,4,7,6200,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000024","16000092","9657180","1","0","0.6","3862870","(3,43,0,0.3864,1)","16002029","10"
"21010448","2","448","5000","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,700,2,700,3,700,4,700)","4","6","5","(4,31,600,0,1,4,8,19924,0,1,4,5,2488,0,1,4,6,2490,0,1,4,7,6225,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","1","57","16000024","16000092","9728650","1","0","0.6","3891460","(3,43,0,0.3892,1)","16002029","10"
