"AttributeId","Type","Series","ChangeLevel","Level","MaxLevel","NextLevelId","GSAddValue","IsUseCreate","ClassBranch","ClassType","Ratio","PlusValue","BeginSkill","NextSkill","NextSkillTime","PublicTime","LearnConditionLevel","LearnConfitionMoney","LearnConfitionItem","MaxMasteryNum","ActiveType","TargetType","CastType","NeedTarget","TargetDistance","TargetAngle","MaxDistance","AddDistance","IsAngleBullet","ConsumeMagic","ConsumeEnergy","ChannelTime","SpellTime","InWar","InWarTime","SelfCd","AutoReleasePriority","CastTimeAxle","CastEffectBPIdx","AvoidCrowd","UseConfig","MoveLength","MoveDuration","MoveInitSpeed","LengthCorrection","CastTraceTargetLocation","CastTraceTargetRotation","BeginBuff","TargetBuff","FriendBuff","SelfBuff","PassiveBuff","BuffPrecent","SaveType","ResourceId","MissileId","NotChangePublicTime","InvalidMapTypeArray","ValidMapTypeArray","GroupIds","GroupCdTimes","TriggerGuide","IsNotSyncRotation","IsClientDriver","StopAutoFight","StopTime","CriticalStopTime","StopScale","IsShack","LateFilmTime","LateFilmTimeIn","LateFilmTimeOut","LateFilmTint","ChromaticAberation","ExposureBias","BreakSkillArray","CanUseNoMove","CanHurtNoMove","CameraVague","IsAttack","DecTime"
"13011004","1","11001","","4","999","","1300","0","0","1","1.215","0","13011004","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011005","1","11001","","5","999","","1400","0","0","1","1.22","0","13011005","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011006","1","11001","","6","999","","1500","0","0","1","1.225","0","13011006","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011007","1","11001","","7","999","","1600","0","0","1","1.23","0","13011007","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011008","1","11001","","8","999","","1700","0","0","1","1.235","0","13011008","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011009","1","11001","","9","999","","1800","0","0","1","1.24","0","13011009","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011010","1","11001","","10","999","","1900","0","0","1","1.245","0","13011010","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011011","1","11001","","11","999","","2000","0","0","1","1.25","0","13011011","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011012","1","11001","","12","999","","2100","0","0","1","1.255","0","13011012","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011013","1","11001","","13","999","","2200","0","0","1","1.26","0","13011013","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011014","1","11001","","14","999","","2300","0","0","1","1.265","0","13011014","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011015","1","11001","","15","999","","2400","0","0","1","1.27","0","13011015","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011016","1","11001","","16","999","","2500","0","0","1","1.275","0","13011016","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011017","1","11001","","17","999","","2600","0","0","1","1.28","0","13011017","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011018","1","11001","","18","999","","2700","0","0","1","1.285","0","13011018","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011019","1","11001","","19","999","","2800","0","0","1","1.29","0","13011019","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011020","1","11001","","20","999","","2900","0","0","1","1.295","0","13011020","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011021","1","11001","","21","999","","3000","0","0","1","1.3","0","13011021","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011022","1","11001","","22","999","","3100","0","0","1","1.305","0","13011022","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011023","1","11001","","23","999","","3200","0","0","1","1.31","0","13011023","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011024","1","11001","","24","999","","3300","0","0","1","1.315","0","13011024","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011025","1","11001","","25","999","","3400","0","0","1","1.32","0","13011025","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011026","1","11001","","26","999","","3500","0","0","1","1.325","0","13011026","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011027","1","11001","","27","999","","3600","0","0","1","1.33","0","13011027","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011028","1","11001","","28","999","","3700","0","0","1","1.335","0","13011028","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011029","1","11001","","29","999","","3800","0","0","1","1.34","0","13011029","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011030","1","11001","","30","999","","3900","0","0","1","1.345","0","13011030","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011031","1","11001","","31","999","","4000","0","0","1","1.35","0","13011031","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011032","1","11001","","32","999","","4100","0","0","1","1.355","0","13011032","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011033","1","11001","","33","999","","4200","0","0","1","1.36","0","13011033","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011034","1","11001","","34","999","","4300","0","0","1","1.365","0","13011034","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011035","1","11001","","35","999","","4400","0","0","1","1.37","0","13011035","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011036","1","11001","","36","999","","4500","0","0","1","1.375","0","13011036","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011037","1","11001","","37","999","","4600","0","0","1","1.38","0","13011037","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011038","1","11001","","38","999","","4700","0","0","1","1.385","0","13011038","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011039","1","11001","","39","999","","4800","0","0","1","1.39","0","13011039","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011040","1","11001","","40","999","","4900","0","0","1","1.395","0","13011040","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011041","1","11001","","41","999","","5000","0","0","1","1.40000000000001","0","13011041","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011042","1","11001","","42","999","","5100","0","0","1","1.405","0","13011042","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011043","1","11001","","43","999","","5200","0","0","1","1.41000000000001","0","13011043","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011044","1","11001","","44","999","","5300","0","0","1","1.415","0","13011044","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
"13011045","1","11001","","45","999","","5400","0","0","1","1.42000000000001","0","13011045","","-1","0.66","1","","","80","0","0","3","1","10000","360","900","300","0","0","","0.7","0","","3.7","5","1","(0.61,0.88,1.18)","(0,0,0)","0","","","","","","0","0","(0,0)","(10011101,0,0,0,0,10011101,0,0,0,0,10011101,0,0,0,0)","","(0,0)","","","1","14011001","(18011001,18011001,18011001)","","","","(0,0)","(0,0)","","","","0","0.02","0.04","0.1","1","0.3","","0.2","","0.5","0.3","","","","","",""
