"AttributeId","Stage","MaxNum","Type","LogicId","Index","SubIndex","NeedLevel","NeedItem","UnLockSkillList","ResList","AttArray","ShowOffset","LocationData","ImageLocationData"
"17000028","1","30","0","31142401","28","","51","","","(91293717,91293718,91293719)","(4,8,800,0,1,4,5,320,0,1,4,6,384,0,1,4,7,320,0,1,4,9,256,0,1,4,10,256,0,1,4,11,64,0,1,4,12,64,0,1,)","8830","(9300,300)","(9464,396,300,3,-10)"
"17000029","1","30","0","31142401","29","","55","","","(91293717,91293718,91293719)","(4,8,800,0,1,4,5,320,0,1,4,6,384,0,1,4,7,320,0,1,4,9,256,0,1,4,10,256,0,1,4,11,64,0,1,4,12,64,0,1,)","9160","(9676,248)","(9832,420,300,3,20)"
"17000030","1","30","0","31142401","30","","60","","","(91293717,91293718,91293719)","(4,8,1000,0,1,4,5,400,0,1,4,6,480,0,1,4,7,400,0,1,4,9,320,0,1,4,10,320,0,1,4,11,80,0,1,4,12,80,0,1,)","9500","(10036,348)",""
"17000031","","","2","31142401","1","","","","(26021501,26021501,26021501,26021501)","","","","",""
"17000032","","","2","31142401","1","","","(31045101,2)","(26021502,26021502,26021502,26021502)","","","","",""
"17000033","","","2","31142401","1","","","(31045101,3)","(26021503,26021503,26021503,26021503)","","","","",""
"17000041","","","2","31142401","2","","","","(26021504,26021504,26021504,26021504)","","","","",""
"17000042","","","2","31142401","2","","","(31045101,2)","(26021505,26021505,26021505,26021505)","","","","",""
"17000043","","","2","31142401","2","","","(31045101,3)","(26021506,26021506,26021506,26021506)","","","","",""
"17000051","","","2","31142401","3","","","","(26021507,26021507,26021507,26021507)","","","","",""
"17000052","","","2","31142401","3","","","(31045101,3)","(26021508,26021508,26021508,26021508)","","","","",""
"17000053","","","2","31142401","3","","","(31045101,5)","(26021509,26021509,26021509,26021509)","","","","",""
"17000101","2","30","0","31142402","1","","61","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","0","(-20,392)","(108,416,270,3,-45)"
"17000102","2","30","0","31142402","2","","62","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","0","(252,196)","(348,468,390,3,50)"
"17000103","2","30","0","31142402","3","","63","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","147","(584,496)","(712,508,300,3,-45)"
"17000104","2","30","0","31142402","4","","64","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","453","(896,276)","(1060,356,300,3,-15)"
"17000105","2","30","1","31142402","5","1","65","","(17000131,17000132,17000133)","(91293720,91293721,91293722)","","892","(1228,132)","(1472,384,300,3,25)"
"17000106","2","30","0","31142402","6","","66","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","1276","(1684,324)","(1816,556,300,3,45)"
"17000107","2","30","0","31142402","7","","67","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","1590","(1996,540)","(2128,552,300,3,-45)"
"17000108","2","30","0","31142402","8","","68","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","1943","(2300,324)","(2428,552,300,3,45)"
"17000109","2","30","0","31142402","9","","69","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","2180","(2608,536)","(2740,548,300,3,-45)"
"17000110","2","30","0","31142402","10","","70","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","2500","(2924,316)","(3092,388,300,3,-20)"
"17000111","2","30","0","31142402","11","","71","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","2906","(3308,212)","(3436,440,300,3,45)"
"17000112","2","30","0","31142402","12","","72","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","3205","(3616,424)","(3780,492,300,3,-20)"
"17000113","2","30","0","31142402","13","","73","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","3592","(4000,316)","(4128,552,300,3,45)"
"17000114","2","30","0","31142402","14","","74","","","(91293717,91293718,91293719)","(4,8,1500,0,1,4,5,600,0,1,4,6,720,0,1,4,7,600,0,1,4,9,480,0,1,4,10,480,0,1,4,11,120,0,1,4,12,120,0,1,)","3840","(4312,536)","(4476,604,300,3,-20)"
"17000115","2","30","1","31142402","15","2","76","","(17000141,17000142,17000143)","(91293720,91293721,91293722)","","4234","(4632,368)","(4860,576,300,3,10)"
"17000116","2","30","0","31142402","16","","78","","","(91293717,91293718,91293719)","(4,8,3000,0,1,4,5,1200,0,1,4,6,1440,0,1,4,7,1200,0,1,4,9,960,0,1,4,10,960,0,1,4,11,240,0,1,4,12,240,0,1,)","4663","(5072,480)","(5228,548,377,3,-17)"
"17000117","2","30","0","31142402","17","","80","","","(91293717,91293718,91293719)","(4,8,3000,0,1,4,5,1200,0,1,4,6,1440,0,1,4,7,1200,0,1,4,9,960,0,1,4,10,960,0,1,4,11,240,0,1,4,12,240,0,1,)","5108","(5508,368)","(5668,436,300,3,-20)"
"17000118","2","30","0","31142402","18","","82","","","(91293717,91293718,91293719)","(4,8,3000,0,1,4,5,1200,0,1,4,6,1440,0,1,4,7,1200,0,1,4,9,960,0,1,4,10,960,0,1,4,11,240,0,1,4,12,240,0,1,)","5459","(5888,260)","(6048,328,300,3,-20)"
"17000119","2","30","0","31142402","19","","84","","","(91293717,91293718,91293719)","(4,8,3000,0,1,4,5,1200,0,1,4,6,1440,0,1,4,7,1200,0,1,4,9,960,0,1,4,10,960,0,1,4,11,240,0,1,4,12,240,0,1,)","5810","(6256,152)","(6384,372,300,3,40)"
"17000120","2","30","0","31142402","20","","86","","","(91293717,91293718,91293719)","(4,8,3000,0,1,4,5,1200,0,1,4,6,1440,0,1,4,7,1200,0,1,4,9,960,0,1,4,10,960,0,1,4,11,240,0,1,4,12,240,0,1,)","6130","(6564,348)","(6728,500,300,3,10)"
"17000121","2","30","0","31142402","21","","89","","","(91293717,91293718,91293719)","(4,8,4500,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,1800,0,1,4,9,1440,0,1,4,10,1440,0,1,4,11,360,0,1,4,12,360,0,1,)","6524","(6956,404)","(7092,428,300,3,-40)"
"17000122","2","30","0","31142402","22","","92","","","(91293717,91293718,91293719)","(4,8,4500,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,1800,0,1,4,9,1440,0,1,4,10,1440,0,1,4,11,360,0,1,4,12,360,0,1,)","6860","(7276,208)","(7408,428,300,3,40)"
"17000123","2","30","0","31142402","23","","95","","","(91293717,91293718,91293719)","(4,8,4500,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,1800,0,1,4,9,1440,0,1,4,10,1440,0,1,4,11,360,0,1,4,12,360,0,1,)","7169","(7588,400)","(7728,424,300,3,-40)"
"17000124","2","30","0","31142402","24","","98","","","(91293717,91293718,91293719)","(4,8,4500,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,1800,0,1,4,9,1440,0,1,4,10,1440,0,1,4,11,360,0,1,4,12,360,0,1,)","7477","(7908,204)","(8040,424,300,3,40)"
"17000125","2","30","1","31142402","25","3","101","","(17000151,17000152,17000153)","(91293720,91293721,91293722)","","7760","(8176,336)","(8416,468,300,3,-20)"
"17000126","2","30","0","31142402","26","","104","","","(91293717,91293718,91293719)","(4,8,4500,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,1800,0,1,4,9,1440,0,1,4,10,1440,0,1,4,11,360,0,1,4,12,360,0,1,)","8171","(8624,292)","(8768,496,300,3,30)"
"17000127","2","30","0","31142402","27","","107","","","(91293717,91293718,91293719)","(4,8,4500,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,1800,0,1,4,9,1440,0,1,4,10,1440,0,1,4,11,360,0,1,4,12,360,0,1,)","8485","(8960,448)","(9108,496,300,3,-30)"
"17000128","2","30","0","31142402","28","","111","","","(91293717,91293718,91293719)","(4,8,6000,0,1,4,5,2400,0,1,4,6,2880,0,1,4,7,2400,0,1,4,9,1920,0,1,4,10,1920,0,1,4,11,480,0,1,4,12,480,0,1,)","8830","(9300,300)","(9464,396,300,3,-10)"
"17000129","2","30","0","31142402","29","","115","","","(91293717,91293718,91293719)","(4,8,6000,0,1,4,5,2400,0,1,4,6,2880,0,1,4,7,2400,0,1,4,9,1920,0,1,4,10,1920,0,1,4,11,480,0,1,4,12,480,0,1,)","9160","(9676,248)","(9832,420,300,3,20)"
"17000130","2","30","0","31142402","30","","120","","","(91293717,91293718,91293719)","(4,8,7500,0,1,4,5,3000,0,1,4,6,3600,0,1,4,7,3000,0,1,4,9,2400,0,1,4,10,2400,0,1,4,11,600,0,1,4,12,600,0,1,)","9500","(10036,348)",""
"17000131","","","2","31142402","1","","","","(26021510,26021510,26021510,26021510)","","","","",""
"17000132","","","2","31142402","1","","","(31045101,2)","(26021511,26021511,26021511,26021511)","","","","",""
"17000133","","","2","31142402","1","","","(31045101,3)","(26021512,26021512,26021512,26021512)","","","","",""
"17000141","","","2","31142402","2","","","","(26021513,26021513,26021513,26021513)","","","","",""
"17000142","","","2","31142402","2","","","(31045101,2)","(26021514,26021514,26021514,26021514)","","","","",""
"17000143","","","2","31142402","2","","","(31045101,3)","(26021515,26021515,26021515,26021515)","","","","",""
"17000151","","","2","31142402","3","","","","(26021516,26021516,26021516,26021516)","","","","",""
"17000152","","","2","31142402","3","","","(31045101,3)","(26021517,26021517,26021517,26021517)","","","","",""
"17000153","","","2","31142402","3","","","(31045101,5)","(26021518,26021518,26021518,26021518)","","","","",""
"17000201","3","20","0","31142403","1","","121","","","(91293717,91293718,91293719)","(4,8,2500,0,1,4,5,1000,0,1,4,6,1200,0,1,4,7,1000,0,1,4,9,800,0,1,4,10,800,0,1,4,11,200,0,1,4,12,200,0,1,)","0","(-20,212)","(112,424,270,3,42)"
"17000202","3","20","0","31142403","2","","122","","","(91293717,91293718,91293719)","(4,8,2500,0,1,4,5,1000,0,1,4,6,1200,0,1,4,7,1000,0,1,4,9,800,0,1,4,10,800,0,1,4,11,200,0,1,4,12,200,0,1,)","0","(264,400)","(420,572,260,3,22)"
"17000203","3","20","0","31142403","3","","123","","","(91293717,91293718,91293719)","(4,8,2500,0,1,4,5,1000,0,1,4,6,1200,0,1,4,7,1000,0,1,4,9,800,0,1,4,10,800,0,1,4,11,200,0,1,4,12,200,0,1,)","147","(584,496)","(712,508,300,3,-45)"
"17000204","3","20","1","31142403","4","1","125","","(17000231,17000232,17000233)","(91293720,91293721,91293722)","","453","(840,216)","(1080,360,330,3,-14)"
"17000205","3","20","0","31142403","5","","127","","","(91293717,91293718,91293719)","(4,8,5000,0,1,4,5,2000,0,1,4,6,2400,0,1,4,7,2000,0,1,4,9,1600,0,1,4,10,1600,0,1,4,11,400,0,1,4,12,400,0,1,)","892","(1320,200)","(1472,384,300,3,25)"
"17000206","3","20","0","31142403","6","","129","","","(91293717,91293718,91293719)","(4,8,5000,0,1,4,5,2000,0,1,4,6,2400,0,1,4,7,2000,0,1,4,9,1600,0,1,4,10,1600,0,1,4,11,400,0,1,4,12,400,0,1,)","1276","(1684,324)","(1816,556,300,3,45)"
"17000207","3","20","0","31142403","7","","131","","","(91293717,91293718,91293719)","(4,8,5000,0,1,4,5,2000,0,1,4,6,2400,0,1,4,7,2000,0,1,4,9,1600,0,1,4,10,1600,0,1,4,11,400,0,1,4,12,400,0,1,)","1590","(1996,540)","(2128,552,300,3,-45)"
"17000208","3","20","0","31142403","8","","133","","","(91293717,91293718,91293719)","(4,8,5000,0,1,4,5,2000,0,1,4,6,2400,0,1,4,7,2000,0,1,4,9,1600,0,1,4,10,1600,0,1,4,11,400,0,1,4,12,400,0,1,)","1943","(2300,324)","(2428,552,300,3,45)"
"17000209","3","20","0","31142403","9","","135","","","(91293717,91293718,91293719)","(4,8,5000,0,1,4,5,2000,0,1,4,6,2400,0,1,4,7,2000,0,1,4,9,1600,0,1,4,10,1600,0,1,4,11,400,0,1,4,12,400,0,1,)","2180","(2608,536)","(2740,548,300,3,-45)"
"17000210","3","20","1","31142403","10","2","138","","(17000241,17000242,17000243)","(91293720,91293721,91293722)","","2500","(2864,256)","(3092,388,300,3,-20)"
"17000211","3","20","0","31142403","11","","141","","","(91293717,91293718,91293719)","(4,8,7500,0,1,4,5,3000,0,1,4,6,3600,0,1,4,7,3000,0,1,4,9,2400,0,1,4,10,2400,0,1,4,11,600,0,1,4,12,600,0,1,)","2906","(3308,212)","(3436,440,300,3,45)"
"17000212","3","20","0","31142403","12","","144","","","(91293717,91293718,91293719)","(4,8,7500,0,1,4,5,3000,0,1,4,6,3600,0,1,4,7,3000,0,1,4,9,2400,0,1,4,10,2400,0,1,4,11,600,0,1,4,12,600,0,1,)","3205","(3616,424)","(3780,492,300,3,-20)"
"17000213","3","20","0","31142403","13","","148","","","(91293717,91293718,91293719)","(4,8,10000,0,1,4,5,4000,0,1,4,6,4800,0,1,4,7,4000,0,1,4,9,3200,0,1,4,10,3200,0,1,4,11,800,0,1,4,12,800,0,1,)","3592","(4000,316)","(4128,552,300,3,45)"
"17000214","3","20","0","31142403","14","","152","","","(91293717,91293718,91293719)","(4,8,10000,0,1,4,5,4000,0,1,4,6,4800,0,1,4,7,4000,0,1,4,9,3200,0,1,4,10,3200,0,1,4,11,800,0,1,4,12,800,0,1,)","3840","(4312,536)","(4476,604,300,3,-20)"
"17000215","3","20","0","31142403","15","","156","","","(91293717,91293718,91293719)","(4,8,10000,0,1,4,5,4000,0,1,4,6,4800,0,1,4,7,4000,0,1,4,9,3200,0,1,4,10,3200,0,1,4,11,800,0,1,4,12,800,0,1,)","4234","(4688,428)","(4860,576,300,3,10)"
"17000216","3","20","0","31142403","16","","160","","","(91293717,91293718,91293719)","(4,8,10000,0,1,4,5,4000,0,1,4,6,4800,0,1,4,7,4000,0,1,4,9,3200,0,1,4,10,3200,0,1,4,11,800,0,1,4,12,800,0,1,)","4663","(5072,480)","(5228,548,377,3,-17)"
"17000217","3","20","0","31142403","17","","165","","","(91293717,91293718,91293719)","(4,8,12500,0,1,4,5,5000,0,1,4,6,6000,0,1,4,7,5000,0,1,4,9,4000,0,1,4,10,4000,0,1,4,11,1000,0,1,4,12,1000,0,1,)","5108","(5508,368)","(5668,436,300,3,-20)"
"17000218","3","20","0","31142403","18","","170","","","(91293717,91293718,91293719)","(4,8,12500,0,1,4,5,5000,0,1,4,6,6000,0,1,4,7,5000,0,1,4,9,4000,0,1,4,10,4000,0,1,4,11,1000,0,1,4,12,1000,0,1,)","5459","(5888,260)","(6048,328,300,3,-20)"
"17000219","3","20","0","31142403","19","","175","","","(91293717,91293718,91293719)","(4,8,12500,0,1,4,5,5000,0,1,4,6,6000,0,1,4,7,5000,0,1,4,9,4000,0,1,4,10,4000,0,1,4,11,1000,0,1,4,12,1000,0,1,)","5810","(6256,152)","(6384,372,300,3,40)"
"17000220","3","20","1","31142403","20","3","180","","(17000251,17000252,17000253)","(91293720,91293721,91293722)","","6130","(6520,284)",""
"17000231","","","2","31142403","1","","","","(26021519,26021519,26021519,26021519)","","","","",""
"17000232","","","2","31142403","1","","","(31045102,2)","(26021520,26021520,26021520,26021520)","","","","",""
"17000233","","","2","31142403","1","","","(31045102,3)","(26021521,26021521,26021521,26021521)","","","","",""
"17000241","","","2","31142403","2","","","","(26021522,26021522,26021522,26021522)","","","","",""
"17000242","","","2","31142403","2","","","(31045102,2)","(26021523,26021523,26021523,26021523)","","","","",""
"17000243","","","2","31142403","2","","","(31045102,3)","(26021524,26021524,26021524,26021524)","","","","",""
"17000251","","","2","31142403","3","","","","(26021525,26021525,26021525,26021525)","","","","",""
"17000252","","","2","31142403","3","","","(31045102,3)","(26021526,26021526,26021526,26021526)","","","","",""
"17000253","","","2","31142403","3","","","(31045102,5)","(26021527,26021527,26021527,26021527)","","","","",""
"17000301","4","20","0","31142404","1","","181","","","(91293717,91293718,91293719)","(4,8,4667,0,1,4,5,1867,0,1,4,6,2240,0,1,4,7,1867,0,1,4,9,1494,0,1,4,10,1494,0,1,4,11,374,0,1,4,12,374,0,1,)","0","(4,324)","(124,340,290,3,-46)"
"17000302","4","20","0","31142404","2","","182","","","(91293717,91293718,91293719)","(4,8,4667,0,1,4,5,1867,0,1,4,6,2240,0,1,4,7,1867,0,1,4,9,1494,0,1,4,10,1494,0,1,4,11,374,0,1,4,12,374,0,1,)","0","(284,112)","(339,425,440,3,60)"
"17000303","4","20","0","31142404","3","","183","","","(91293717,91293718,91293719)","(4,8,4667,0,1,4,5,1867,0,1,4,6,2240,0,1,4,7,1867,0,1,4,9,1494,0,1,4,10,1494,0,1,4,11,374,0,1,4,12,374,0,1,)","147","(584,496)","(712,508,300,3,-45)"
"17000304","4","20","1","31142404","4","1","185","","(17000331,17000332,17000333)","(91293723,91293724,91293725)","","453","(840,216)","(1080,360,330,3,-14)"
"17000305","4","20","0","31142404","5","","187","","","(91293717,91293718,91293719)","(4,8,9334,0,1,4,5,3734,0,1,4,6,4480,0,1,4,7,3734,0,1,4,9,2987,0,1,4,10,2987,0,1,4,11,747,0,1,4,12,747,0,1,)","892","(1320,200)","(1472,384,300,3,25)"
"17000306","4","20","0","31142404","6","","189","","","(91293717,91293718,91293719)","(4,8,9334,0,1,4,5,3734,0,1,4,6,4480,0,1,4,7,3734,0,1,4,9,2987,0,1,4,10,2987,0,1,4,11,747,0,1,4,12,747,0,1,)","1276","(1684,324)","(1816,556,300,3,45)"
"17000307","4","20","0","31142404","7","","191","","","(91293717,91293718,91293719)","(4,8,9334,0,1,4,5,3734,0,1,4,6,4480,0,1,4,7,3734,0,1,4,9,2987,0,1,4,10,2987,0,1,4,11,747,0,1,4,12,747,0,1,)","1590","(1996,540)","(2128,552,300,3,-45)"
"17000308","4","20","0","31142404","8","","193","","","(91293717,91293718,91293719)","(4,8,9334,0,1,4,5,3734,0,1,4,6,4480,0,1,4,7,3734,0,1,4,9,2987,0,1,4,10,2987,0,1,4,11,747,0,1,4,12,747,0,1,)","1943","(2300,324)","(2428,552,300,3,45)"
"17000309","4","20","0","31142404","9","","195","","","(91293717,91293718,91293719)","(4,8,9334,0,1,4,5,3734,0,1,4,6,4480,0,1,4,7,3734,0,1,4,9,2987,0,1,4,10,2987,0,1,4,11,747,0,1,4,12,747,0,1,)","2180","(2608,536)","(2740,548,300,3,-45)"
"17000310","4","20","1","31142404","10","2","198","","(17000341,17000342,17000343)","(91293720,91293721,91293722)","","2500","(2864,256)","(3092,388,300,3,-20)"
"17000311","4","20","0","31142404","11","","201","","","(91293717,91293718,91293719)","(4,8,14000,0,1,4,5,5600,0,1,4,6,6720,0,1,4,7,5600,0,1,4,9,4480,0,1,4,10,4480,0,1,4,11,1120,0,1,4,12,1120,0,1,)","2906","(3308,212)","(3436,440,300,3,45)"
