"AttributeId","NameType","NameLevel","NameQulity","NameString","NameIcon","NameStar","UpgradeCost","NextLevelId","NameAttribute","IconRes","IsShow","BuffLogicId","NoticeId"
"59010012","2","3","0","90080101","91232773","1","(13,6900)","59010013","(4,8,4050,0,1,4,5,360,0,1,4,6,432,0,1,4,7,540,0,1,4,9,108,0,1,4,11,18,0,1,4,12,18,0,1,4,14,0.022,0,1,4,25,0.022,0,1)","91232773","1","10200012",""
"59010013","2","3","0","90080101","91232773","2","(13,8300)","59010014","(4,8,4725,0,1,4,5,420,0,1,4,6,504,0,1,4,7,630,0,1,4,9,126,0,1,4,11,21,0,1,4,12,21,0,1,4,14,0.024,0,1,4,25,0.024,0,1)","91232773","1","10200013",""
"59010014","2","3","0","90080101","91232773","3","(13,10400)","59010015","(4,8,5400,0,1,4,5,480,0,1,4,6,576,0,1,4,7,720,0,1,4,9,144,0,1,4,11,24,0,1,4,12,24,0,1,4,14,0.026,0,1,4,25,0.026,0,1)","91232773","1","10200014",""
"59010015","2","3","0","90080101","91232773","4","(13,13800)","59010016","(4,8,6075,0,1,4,5,540,0,1,4,6,648,0,1,4,7,810,0,1,4,9,162,0,1,4,11,27,0,1,4,12,27,0,1,4,14,0.028,0,1,4,25,0.028,0,1)","91232773","1","10200015",""
"59010016","2","3","0","90080101","91232773","5","(13,20700)","59010017","(4,8,6750,0,1,4,5,600,0,1,4,6,720,0,1,4,7,900,0,1,4,9,180,0,1,4,11,30,0,1,4,12,30,0,1,4,14,0.03,0,1,4,25,0.03,0,1)","91232773","1","10200016",""
"59010017","2","4","0","90080102","91232774","1","(13,11300)","59010018","(4,8,7875,0,1,4,5,700,0,1,4,6,840,0,1,4,7,1050,0,1,4,9,210,0,1,4,11,35,0,1,4,12,35,0,1,4,14,0.032,0,1,4,25,0.032,0,1)","91232774","1","10200017","93000014"
"59010018","2","4","0","90080102","91232774","2","(13,13600)","59010019","(4,8,9000,0,1,4,5,800,0,1,4,6,960,0,1,4,7,1200,0,1,4,9,240,0,1,4,11,40,0,1,4,12,40,0,1,4,14,0.034,0,1,4,25,0.034,0,1)","91232774","1","10200018",""
"59010019","2","4","0","90080102","91232774","3","(13,16900)","59010020","(4,8,10125,0,1,4,5,900,0,1,4,6,1080,0,1,4,7,1350,0,1,4,9,270,0,1,4,11,45,0,1,4,12,45,0,1,4,14,0.036,0,1,4,25,0.036,0,1)","91232774","1","10200019",""
"59010020","2","4","0","90080102","91232774","4","(13,22600)","59010021","(4,8,11250,0,1,4,5,1000,0,1,4,6,1200,0,1,4,7,1500,0,1,4,9,300,0,1,4,11,50,0,1,4,12,50,0,1,4,14,0.038,0,1,4,25,0.038,0,1)","91232774","1","10200020",""
"59010021","2","4","0","90080102","91232774","5","(13,33800)","59010022","(4,8,12375,0,1,4,5,1100,0,1,4,6,1320,0,1,4,7,1650,0,1,4,9,330,0,1,4,11,55,0,1,4,12,55,0,1,4,14,0.04,0,1,4,25,0.04,0,1)","91232774","1","10200021",""
"59010022","2","5","0","90080103","91232775","1","(13,18000)","59010023","(4,8,13950,0,1,4,5,1240,0,1,4,6,1488,0,1,4,7,1860,0,1,4,9,372,0,1,4,11,62,0,1,4,12,62,0,1,4,14,0.042,0,1,4,25,0.042,0,1)","91232775","1","10200022","93000014"
"59010023","2","5","0","90080103","91232775","2","(13,21600)","59010024","(4,8,15525,0,1,4,5,1380,0,1,4,6,1656,0,1,4,7,2070,0,1,4,9,414,0,1,4,11,69,0,1,4,12,69,0,1,4,14,0.044,0,1,4,25,0.044,0,1)","91232775","1","10200023",""
"59010024","2","5","0","90080103","91232775","3","(13,26900)","59010025","(4,8,17100,0,1,4,5,1520,0,1,4,6,1824,0,1,4,7,2280,0,1,4,9,456,0,1,4,11,76,0,1,4,12,76,0,1,4,14,0.046,0,1,4,25,0.046,0,1)","91232775","1","10200024",""
"59010025","2","5","0","90080103","91232775","4","(13,35900)","59010026","(4,8,18675,0,1,4,5,1660,0,1,4,6,1992,0,1,4,7,2490,0,1,4,9,498,0,1,4,11,83,0,1,4,12,83,0,1,4,14,0.048,0,1,4,25,0.048,0,1)","91232775","1","10200025",""
"59010026","2","5","0","90080103","91232775","5","(13,53800)","59010027","(4,8,20250,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,2700,0,1,4,9,540,0,1,4,11,90,0,1,4,12,90,0,1,4,14,0.05,0,1,4,25,0.05,0,1)","91232775","1","10200026",""
"59010027","2","6","0","90080104","91232776","1","(13,36800)","59010028","(4,8,22500,0,1,4,5,2000,0,1,4,6,2400,0,1,4,7,3000,0,1,4,9,600,0,1,4,11,100,0,1,4,12,100,0,1,4,14,0.052,0,1,4,25,0.052,0,1)","91232776","1","10200027","93000014"
"59010028","2","6","0","90080104","91232776","2","(13,44200)","59010029","(4,8,24750,0,1,4,5,2200,0,1,4,6,2640,0,1,4,7,3300,0,1,4,9,660,0,1,4,11,110,0,1,4,12,110,0,1,4,14,0.054,0,1,4,25,0.054,0,1)","91232776","1","10200028",""
"59010029","2","6","0","90080104","91232776","3","(13,55200)","59010030","(4,8,27000,0,1,4,5,2400,0,1,4,6,2880,0,1,4,7,3600,0,1,4,9,720,0,1,4,11,120,0,1,4,12,120,0,1,4,14,0.056,0,1,4,25,0.056,0,1)","91232776","1","10200029",""
"59010030","2","6","0","90080104","91232776","4","(13,73600)","59010031","(4,8,29250,0,1,4,5,2600,0,1,4,6,3120,0,1,4,7,3900,0,1,4,9,780,0,1,4,11,130,0,1,4,12,130,0,1,4,14,0.058,0,1,4,25,0.058,0,1)","91232776","1","10200030",""
"59010031","2","6","0","90080104","91232776","5","(13,110400)","59010032","(4,8,31500,0,1,4,5,2800,0,1,4,6,3360,0,1,4,7,4200,0,1,4,9,840,0,1,4,11,140,0,1,4,12,140,0,1,4,14,0.06,0,1,4,25,0.06,0,1)","91232776","1","10200031",""
"59010032","2","7","0","90080105","91232777","1","(13,78200)","59010033","(4,8,34650,0,1,4,5,3080,0,1,4,6,3696,0,1,4,7,4620,0,1,4,9,924,0,1,4,11,154,0,1,4,12,154,0,1,4,14,0.062,0,1,4,25,0.062,0,1)","91232777","1","10200032","93000166"
"59010033","2","7","0","90080105","91232777","2","(13,93800)","59010034","(4,8,37800,0,1,4,5,3360,0,1,4,6,4032,0,1,4,7,5040,0,1,4,9,1008,0,1,4,11,168,0,1,4,12,168,0,1,4,14,0.064,0,1,4,25,0.064,0,1)","91232777","1","10200033",""
"59010034","2","7","0","90080105","91232777","3","(13,117300)","59010035","(4,8,40950,0,1,4,5,3640,0,1,4,6,4368,0,1,4,7,5460,0,1,4,9,1092,0,1,4,11,182,0,1,4,12,182,0,1,4,14,0.066,0,1,4,25,0.066,0,1)","91232777","1","10200034",""
"59010035","2","7","0","90080105","91232777","4","(13,156400)","59010036","(4,8,44100,0,1,4,5,3920,0,1,4,6,4704,0,1,4,7,5880,0,1,4,9,1176,0,1,4,11,196,0,1,4,12,196,0,1,4,14,0.068,0,1,4,25,0.068,0,1)","91232777","1","10200035",""
"59010036","2","7","0","90080105","91232777","5","(13,234500)","59010037","(4,8,47250,0,1,4,5,4200,0,1,4,6,5040,0,1,4,7,6300,0,1,4,9,1260,0,1,4,11,210,0,1,4,12,210,0,1,4,14,0.07,0,1,4,25,0.07,0,1)","91232777","1","10200036",""
"59010037","2","8","0","90080106","91232778","1","(13,170200)","59010038","(4,8,52650,0,1,4,5,4680,0,1,4,6,5616,0,1,4,7,7020,0,1,4,9,1404,0,1,4,11,234,0,1,4,12,234,0,1,4,14,0.072,0,1,4,25,0.072,0,1)","91232778","1","10200037","93000166"
"59010038","2","8","0","90080106","91232778","2","(13,204200)","59010039","(4,8,58050,0,1,4,5,5160,0,1,4,6,6192,0,1,4,7,7740,0,1,4,9,1548,0,1,4,11,258,0,1,4,12,258,0,1,4,14,0.074,0,1,4,25,0.074,0,1)","91232778","1","10200038",""
"59010039","2","8","0","90080106","91232778","3","(13,255200)","59010040","(4,8,63450,0,1,4,5,5640,0,1,4,6,6768,0,1,4,7,8460,0,1,4,9,1692,0,1,4,11,282,0,1,4,12,282,0,1,4,14,0.076,0,1,4,25,0.076,0,1)","91232778","1","10200039",""
"59010040","2","8","0","90080106","91232778","4","(13,340300)","59010041","(4,8,68850,0,1,4,5,6120,0,1,4,6,7344,0,1,4,7,9180,0,1,4,9,1836,0,1,4,11,306,0,1,4,12,306,0,1,4,14,0.078,0,1,4,25,0.078,0,1)","91232778","1","10200040",""
"59010041","2","8","0","90080106","91232778","5","(13,510400)","59010042","(4,8,74250,0,1,4,5,6600,0,1,4,6,7920,0,1,4,7,9900,0,1,4,9,1980,0,1,4,11,330,0,1,4,12,330,0,1,4,14,0.08,0,1,4,25,0.08,0,1)","91232778","1","10200041",""
"59010042","2","9","0","90080107","91232779","1","(13,377100)","59010043","(4,8,80325,0,1,4,5,7140,0,1,4,6,8568,0,1,4,7,10710,0,1,4,9,2142,0,1,4,11,357,0,1,4,12,357,0,1,4,14,0.082,0,1,4,25,0.082,0,1)","91232779","1","10200042","93000166"
"59010043","2","9","0","90080107","91232779","2","(13,452500)","59010044","(4,8,86400,0,1,4,5,7680,0,1,4,6,9216,0,1,4,7,11520,0,1,4,9,2304,0,1,4,11,384,0,1,4,12,384,0,1,4,14,0.084,0,1,4,25,0.084,0,1)","91232779","1","10200043",""
"59010044","2","9","0","90080107","91232779","3","(13,565600)","59010045","(4,8,92475,0,1,4,5,8220,0,1,4,6,9864,0,1,4,7,12330,0,1,4,9,2466,0,1,4,11,411,0,1,4,12,411,0,1,4,14,0.086,0,1,4,25,0.086,0,1)","91232779","1","10200044",""
"59010045","2","9","0","90080107","91232779","4","(13,754100)","59010046","(4,8,98550,0,1,4,5,8760,0,1,4,6,10512,0,1,4,7,13140,0,1,4,9,2628,0,1,4,11,438,0,1,4,12,438,0,1,4,14,0.088,0,1,4,25,0.088,0,1)","91232779","1","10200045",""
"59010046","2","9","0","90080107","91232779","5","(13,1131100)","59010047","(4,8,104625,0,1,4,5,9300,0,1,4,6,11160,0,1,4,7,13950,0,1,4,9,2790,0,1,4,11,465,0,1,4,12,465,0,1,4,14,0.09,0,1,4,25,0.09,0,1)","91232779","1","10200046",""
"59010047","2","10","0","90080108","91232780","1","(13,882800)","59010048","(4,8,111600,0,1,4,5,9920,0,1,4,6,11904,0,1,4,7,14880,0,1,4,9,2976,0,1,4,11,496,0,1,4,12,496,0,1,4,14,0.092,0,1,4,25,0.092,0,1)","91232780","1","10200047","93000166"
"59010048","2","10","0","90080108","91232780","2","(13,1059400)","59010049","(4,8,118575,0,1,4,5,10540,0,1,4,6,12648,0,1,4,7,15810,0,1,4,9,3162,0,1,4,11,527,0,1,4,12,527,0,1,4,14,0.094,0,1,4,25,0.094,0,1)","91232780","1","10200048",""
"59010049","2","10","0","90080108","91232780","3","(13,1324200)","59010050","(4,8,125550,0,1,4,5,11160,0,1,4,6,13392,0,1,4,7,16740,0,1,4,9,3348,0,1,4,11,558,0,1,4,12,558,0,1,4,14,0.096,0,1,4,25,0.096,0,1)","91232780","1","10200049",""
"59010050","2","10","0","90080108","91232780","4","(13,1765600)","59010051","(4,8,132525,0,1,4,5,11780,0,1,4,6,14136,0,1,4,7,17670,0,1,4,9,3534,0,1,4,11,589,0,1,4,12,589,0,1,4,14,0.098,0,1,4,25,0.098,0,1)","91232780","1","10200050",""
"59010051","2","10","0","90080108","91232780","5","(13,2648300)","59010052","(4,8,139500,0,1,4,5,12400,0,1,4,6,14880,0,1,4,7,18600,0,1,4,9,3720,0,1,4,11,620,0,1,4,12,620,0,1,4,14,0.1,0,1,4,25,0.1,0,1)","91232780","1","10200051",""
"59010052","2","11","0","90080109","91232781","1","(13,2216100)","59010053","(4,8,147600,0,1,4,5,13120,0,1,4,6,15744,0,1,4,7,19680,0,1,4,9,3936,0,1,4,11,656,0,1,4,12,656,0,1,4,14,0.102,0,1,4,25,0.102,0,1)","91232781","1","10200052","93000166"
"59010053","2","11","0","90080109","91232781","2","(13,2659400)","59010054","(4,8,155700,0,1,4,5,13840,0,1,4,6,16608,0,1,4,7,20760,0,1,4,9,4152,0,1,4,11,692,0,1,4,12,692,0,1,4,14,0.104,0,1,4,25,0.104,0,1)","91232781","1","10200053",""
"59010054","2","11","0","90080109","91232781","3","(13,3324200)","59010055","(4,8,163800,0,1,4,5,14560,0,1,4,6,17472,0,1,4,7,21840,0,1,4,9,4368,0,1,4,11,728,0,1,4,12,728,0,1,4,14,0.106,0,1,4,25,0.106,0,1)","91232781","1","10200054",""
"59010055","2","11","0","90080109","91232781","4","(13,4432200)","59010056","(4,8,171900,0,1,4,5,15280,0,1,4,6,18336,0,1,4,7,22920,0,1,4,9,4584,0,1,4,11,764,0,1,4,12,764,0,1,4,14,0.108,0,1,4,25,0.108,0,1)","91232781","1","10200055",""
"59010056","2","11","0","90080109","91232781","5","(13,6648300)","59010057","(4,8,180000,0,1,4,5,16000,0,1,4,6,19200,0,1,4,7,24000,0,1,4,9,4800,0,1,4,11,800,0,1,4,12,800,0,1,4,14,0.11,0,1,4,25,0.11,0,1)","91232781","1","10200056",""
"59010057","2","12","0","90080110","91232782","1","(13,5779400)","59010058","(4,8,189000,0,1,4,5,16800,0,1,4,6,20160,0,1,4,7,25200,0,1,4,9,5040,0,1,4,11,840,0,1,4,12,840,0,1,4,14,0.112,0,1,4,25,0.112,0,1)","91232782","1","10200057","93000166"
"59010058","2","12","0","90080110","91232782","2","(13,6935200)","59010059","(4,8,198000,0,1,4,5,17600,0,1,4,6,21120,0,1,4,7,26400,0,1,4,9,5280,0,1,4,11,880,0,1,4,12,880,0,1,4,14,0.114,0,1,4,25,0.114,0,1)","91232782","1","10200058",""
"59010059","2","12","0","90080110","91232782","3","(13,8669000)","59010060","(4,8,207000,0,1,4,5,18400,0,1,4,6,22080,0,1,4,7,27600,0,1,4,9,5520,0,1,4,11,920,0,1,4,12,920,0,1,4,14,0.116,0,1,4,25,0.116,0,1)","91232782","1","10200059",""
"59010060","2","12","0","90080110","91232782","4","(13,17338000)","59010061","(4,8,216000,0,1,4,5,19200,0,1,4,6,23040,0,1,4,7,28800,0,1,4,9,5760,0,1,4,11,960,0,1,4,12,960,0,1,4,14,0.118,0,1,4,25,0.118,0,1)","91232782","1","10200060",""
"59010061","2","12","0","90080110","91232782","5","0","0","(4,8,225000,0,1,4,5,20000,0,1,4,6,24000,0,1,4,7,30000,0,1,4,9,6000,0,1,4,11,1000,0,1,4,12,1000,0,1,4,14,0.12,0,1,4,25,0.12,0,1)","91232782","1","10200061",""
