"AttributeId","NextDialogId","FinnalStepId","LeftOrRight","DialogWordRes"
"17002243","0","17002241","1","90002642"
"17002244","0","17002241","1","90002643"
"17002245","17002246","17002248","1","90002644"
"17002246","17002247","17002248","0","90002645"
"17002247","17002248","17002248","1","90002646"
"17002248","0","17002248","1","90002647"
"17002249","17002250","17002251","0","90002648"
"17002250","17002251","17002251","1","90002649"
"17002251","0","17002251","0","90002650"
"17002252","0","17002251","0","90002651"
"17002253","0","17002251","1","90002652"
"17002254","0","17002251","0","90002653"
"17002255","17002256","17002256","0","90002654"
"17002256","0","17002256","0","90002655"
"17002257","0","17002256","0","90002656"
"17002258","0","17002256","0","90002657"
"17002259","17002260","17002264","0","90002658"
"17002260","17002261","17002264","1","90002659"
"17002261","17002262","17002264","0","90002660"
"17002262","17002263","17002264","1","90002661"
"17002263","17002264","17002264","1","90002662"
"17002264","0","17002264","0","90002663"
"17002265","17002266","17002266","0","90002664"
"17002266","0","17002266","0","90002665"
"17002267","0","17002266","0","90002666"
"17002268","17002269","17002271","0","90002667"
"17002269","17002270","17002271","1","90002668"
"17002270","17002271","17002271","0","90002669"
"17002271","0","17002271","1","90002670"
"17002272","17002273","17002273","0","90002671"
"17002273","0","17002273","0","90002672"
"17002274","0","17002273","0","90002673"
"17002275","0","17002273","1","90002674"
"17002276","0","17002273","0","90002675"
"17002277","0","17002273","0","90002676"
"17002278","0","17002273","1","90002677"
"17002279","0","17002273","0","90002678"
"17002280","0","17002273","1","90002679"
"17002281","0","17002273","0","90002680"
"17002282","17002283","17002291","0","90002681"
"17002283","17002284","17002291","1","90002682"
"17002284","17002285","17002291","0","90002683"
"17002285","17002286","17002291","0","90002684"
"17002286","17002287","17002291","0","90002685"
"17002287","17002288","17002291","0","90002686"
"17002288","17002289","17002291","1","90002687"
"17002289","17002290","17002291","0","90002688"
"17002290","17002291","17002291","0","90002689"
"17002291","0","17002291","0","90002690"
"17002292","0","17002291","0","90002691"
"17002293","17002294","17002295","1","90002693"
"17002294","17002295","17002295","0","90002694"
"17002295","0","17002295","1","90002695"
"17002296","0","17002296","1","90002697"
"17002297","17002298","17002298","1","90002699"
"17002298","0","17002298","0","90002700"
"17002299","0","17002298","1","90002701"
"17002300","0","17002298","0","90002702"
"17002301","17002302","17002304","0","90002704"
"17002302","17002303","17002304","1","90002705"
"17002303","17002304","17002304","0","90002706"
"17002304","0","17002304","1","90002707"
"17002305","17002306","17002311","0","90002709"
"17002306","17002307","17002311","1","90002710"
"17002307","17002308","17002311","0","90002711"
"17002308","17002309","17002311","0","90002712"
"17002309","17002310","17002311","0","90002713"
"17002310","17002311","17002311","0","90002714"
"17002311","0","17002311","0","90002715"
"17002312","17002313","17002316","0","90002717"
"17002313","17002314","17002316","1","90002718"
"17002314","17002315","17002316","0","90002719"
"17002315","17002316","17002316","0","90002720"
"17002316","0","17002316","0","90002721"
"17002317","0","17002316","1","90002722"
"17002318","0","17002316","0","90002723"
"17002319","0","17002316","1","90002724"
"17002320","0","17002316","0","90002725"
"17002321","0","17002316","1","90002726"
"17002322","0","17002316","0","90002727"
"17002323","0","17002316","1","90002728"
"17002324","17002325","17002326","0","90002730"
"17002325","17002326","17002326","0","90002731"
"17002326","0","17002326","0","90002732"
"17002327","0","17002326","1","90002733"
"17002328","17002329","17002330","0","90002735"
"17002329","17002330","17002330","0","90002736"
"17002330","0","17002330","0","90002737"
"17002331","17002332","17002333","1","90002739"
"17002332","17002333","17002333","0","90002740"
"17002333","0","17002333","1","90002741"
"17002334","0","17002333","1","90002742"
"17002335","17002336","17002340","0","90002744"
"17002336","17002337","17002340","0","90002745"
"17002337","17002338","17002340","0","90002746"
"17002338","17002339","17002340","0","90002754"
"17002339","17002340","17002340","1","90002755"
"17002340","0","17002340","0","90002756"
"17002341","17002342","17002344","0","90002748"
"17002342","17002343","17002344","0","90002749"
"17002343","17002344","17002344","0","90002750"
"17002344","0","17002344","0","90002751"
"17002345","0","17002344","0","90002755"
"17002346","0","17002344","0","90002756"
"17002347","0","17002344","0","90002757"
"17002348","0","17002344","1","90002758"
"17002349","0","17002344","0","90002759"
"17002350","0","17002344","0","90002760"
"17002351","0","17002344","0","90002761"
"17002352","0","17002344","1","90002762"
"17002353","17002354","17002355","0","90002764"
"17002354","17002355","17002355","0","90002765"
"17002355","0","17002355","0","90002766"
"17002356","17002357","17002361","1","90002768"
"17002357","17002358","17002361","0","90002769"
"17002358","17002359","17002361","0","90002770"
"17002359","17002360","17002361","1","90002771"
"17002360","17002361","17002361","0","90002772"
"17002361","0","17002361","0","90002773"
"17002362","0","17002361","1","90002774"
"17002363","0","17002361","0","90002775"
"17002364","0","17002361","1","90002776"
"17002365","0","17002361","0","90002777"
"17002366","0","17002361","1","90002778"
"17002367","0","17002361","0","90002779"
"17002368","0","17002361","1","90002780"
"17002369","0","17002369","0","90002782"
"17002370","0","17002369","1","90002783"
"17002371","0","17002369","0","90002784"
"17002372","17002373","17002374","1","90002786"
"17002373","17002374","17002374","0","90002787"
"17002374","0","17002374","0","90002788"
"17002375","0","17002374","0","90002789"
"17002376","0","17002376","0","90002791"
"17002377","17002378","17002379","0","90002793"
"17002378","17002379","17002379","0","90002794"
"17002379","0","17002379","0","90002795"
"17002380","0","17002379","1","90002796"
"17002381","0","17002379","0","90002797"
"17002382","0","17002379","0","90002798"
"17002383","0","17002379","1","90002799"
"17002384","0","17002379","0","90002800"
"17002385","0","17002379","1","90002801"
"17002386","0","17002379","0","90002802"
"17002387","0","17002387","0","90002804"
"17002388","17002389","17002389","0","90002806"
"17002389","0","17002389","1","90002807"
"17002390","17002391","17002391","1","90002809"
"17002391","0","17002391","0","90002810"
"17002392","0","17002391","1","90002811"
"17002393","0","17002391","0","90002812"
"17002394","0","17002391","0","90002813"
"17002395","17002396","17002396","1","90002815"
"17002396","0","17002396","0","90002816"
"17002397","17002398","17002400","0","90002818"
"17002398","17002399","17002400","0","90002819"
"17002399","17002400","17002400","0","90002820"
"17002400","0","17002400","0","90002821"
"17002401","0","17002400","0","90002822"
"17002402","0","17002400","0","90002823"
"17002403","0","17002400","0","90002824"
"17002404","0","17002400","1","90002825"
"17002405","0","17002400","0","90002826"
"17002406","0","17002400","1","90002827"
"17002407","0","17002400","0","90002828"
"17002408","17002409","17002409","0","90002830"
"17002409","17002410","17002409","0","90002831"
"17002410","0","17002409","0","90002832"
"17002411","0","17002409","0","90002833"
"17002412","17006473","17006473","0","90002835"
"17002413","17002414","17002414","0","90002837"
"17002414","0","17002414","1","90002838"
"17002415","0","17002414","1","90002839"
"17002416","0","17002414","0","90002840"
"17002417","0","17002414","0","90002841"
"17002418","0","17002414","1","90002842"
"17002419","0","17002414","0","90002843"
"17002420","0","17002420","0","90002845"
"17002421","0","17002420","1","90002846"
"17002422","17002423","17002425","0","90002848"
"17002423","17002424","17002425","0","90002849"
"17002424","17002425","17002425","0","90002850"
"17002425","0","17002425","0","90002851"
"17002426","17002427","17002429","0","90002853"
"17002427","17002428","17002429","1","90002854"
"17002428","17002429","17002429","0","90002855"
"17002429","0","17002429","0","90002856"
"17002430","0","17002429","1","90002857"
"17002431","17002432","17002432","0","90002859"
"17002432","0","17002432","0","90002860"
"17002433","0","17002432","0","90002861"
"17002434","17002435","17002436","1","90002863"
"17002435","17002436","17002436","0","90002864"
"17002436","0","17002436","1","90002865"
"17002437","0","17002436","0","90002866"
"17002438","17002439","17002439","0","90002869"
"17002439","0","17002439","1","90002870"
"17002440","0","17002439","1","90002870"
"17002441","0","17002439","0","90002871"
"17002442","17002443","17002444","1","90002873"
"17002443","17002444","17002444","0","90002874"
"17002444","0","17002444","1","90002875"
"17002445","17002446","17002446","1","90002877"
"17002446","0","17002446","0","90002878"
"17002447","0","17002446","1","90002879"
"17002448","0","17002446","0","90002880"
"17002449","0","17002446","1","90002881"
"17002450","0","17002446","0","90002882"
"17002451","0","17002446","0","90002883"
"17002452","0","17002452","0","90002885"
"17002453","17002454","17002455","1","90002887"
"17002454","17002455","17002455","0","90002888"
"17002455","0","17002455","1","90002889"
"17002456","0","17002455","0","90002890"
"17002457","0","17002455","1","90002891"
"17002458","0","17002455","0","90002892"
"17002459","17002460","17002461","1","90002894"
"17002460","17002461","17002461","0","90002895"
"17002461","0","17002461","0","90002896"
"17002462","0","17002461","0","90002897"
"17002463","17002464","17002466","0","90002899"
"17002464","17002465","17002466","0","90002900"
"17002465","17002466","17002466","0","90002901"
"17002466","0","17002466","1","90002902"
"17002467","0","17002466","0","90002903"
"17002468","17002469","17002472","0","90002905"
"17002469","17002470","17002472","1","90002906"
"17002470","17002471","17002472","0","90002907"
"17002471","17002472","17002472","0","90002908"
"17002472","0","17002472","1","90002909"
"17002473","17002474","17002474","1","90002911"
"17002474","0","17002474","0","90002912"
"17002475","17002476","17002476","1","90002914"
"17002476","0","17002476","0","90002915"
"17002477","0","17002476","1","90002916"
"17002478","17002479","17002480","1","90002918"
"17002479","17002480","17002480","0","90002919"
"17002480","0","17002480","1","90002920"
"17002481","0","17002480","0","90002921"
"17002482","0","17002480","1","90002922"
"17002483","0","17002480","0","90002923"
"17002484","17002485","17002486","0","90002925"
"17002485","17002486","17002486","0","90002926"
"17002486","0","17002486","1","90002927"
"17002487","0","17002486","1","90002928"
"17002488","0","17002486","1","90002929"
"17002489","0","17002486","0","90002930"
"17002490","0","17002486","1","90002931"
"17002491","0","17002486","0","90002932"
"17002492","0","17002486","1","90002933"
"17002493","17002494","17002495","0","90002935"
"17002494","17002495","17002495","0","90002936"
"17002495","0","17002495","0","90002937"
"17002496","0","17002495","0","90002938"
"17002497","0","17002495","1","90002939"
"17002498","17002499","17002499","1","90002941"
"17002499","0","17002499","0","90002942"
"17002500","0","17002499","1","90002943"
"17002501","0","17002499","0","90002944"
"17002502","0","17002499","1","90002945"
"17002503","0","17002499","0","90002946"
"17002504","0","17002499","1","90002947"
"17002505","0","17002499","0","90002948"
"17002506","0","17002499","1","90002949"
"17002507","17002508","17002508","0","90002951"
"17002508","0","17002508","1","90002952"
"17002509","17002510","17002515","0","90002954"
"17002510","17002511","17002515","1","90002955"
"17002511","17002512","17002515","0","90002956"
"17002512","17002513","17002515","0","90002957"
"17002513","17002514","17002515","0","90002958"
"17002514","17002515","17002515","1","90002959"
"17002515","0","17002515","0","90002960"
"17002516","0","17002515","0","90002961"
"17002517","17002518","17002520","0","90002963"
"17002518","17002519","17002520","0","90002964"
"17002519","17002520","17002520","0","90002965"
"17002520","0","17002520","1","90002966"
"17002521","0","17002520","1","90002967"
"17002522","0","17002520","0","90002968"
"17002523","17002524","17002528","0","90002970"
"17002524","17002525","17002528","1","90002971"
"17002525","17002526","17002528","0","90002972"
"17002526","17002527","17002528","1","90002973"
"17002527","17002528","17002528","0","90002974"
"17002528","0","17002528","1","90002975"
"17002529","0","17002528","1","90002976"
"17002530","17002531","17002534","1","90002978"
"17002531","17002532","17002534","0","90002979"
"17002532","17002533","17002534","1","90002980"
"17002533","17002534","17002534","0","90002981"
"17002534","0","17002534","1","90002982"
"17002535","0","17002534","0","90002983"
"17002536","17002537","17002540","1","90002985"
"17002537","17002538","17002540","0","90002986"
"17002538","17002539","17002540","1","90002987"
"17002539","17002540","17002540","0","90002988"
"17002540","0","17002540","0","90002989"
"17002541","17002542","17002544","0","90002991"
"17002542","17002543","17002544","1","90002992"
"17002543","17002544","17002544","0","90002993"
"17002544","0","17002544","0","90002994"
"17002545","17002546","17002546","1","90002996"
"17002546","0","17002546","0","90002997"
"17002547","17002548","17002549","1","90002999"
"17002548","17002549","17002549","0","90003000"
"17002549","0","17002549","1","90003001"
"17002550","17002551","17002551","1","90003003"
"17002551","0","17002551","0","90003004"
"17002552","0","17002551","1","90003005"
"17002553","0","17002551","0","90003006"
"17002554","0","17002551","1","90003007"
"17002555","17002556","17002557","1","90003009"
"17002556","17002557","17002557","0","90003010"
"17002557","0","17002557","1","90003011"
"17002558","17002559","17002559","1","90003013"
"17002559","0","17002559","0","90003014"
"17002560","0","17002559","1","90003015"
"17002561","0","17002559","0","90003016"
"17002562","17002563","17002563","1","90003018"
"17002563","0","17002563","0","90003019"
"17002564","0","17002563","1","90003020"
"17002565","0","17002563","0","90003021"
"17002566","17002567","17002569","0","90003023"
"17002567","17002568","17002569","1","90003024"
"17002568","17002569","17002569","0","90003025"
"17002569","0","17002569","0","90003026"
"17002570","0","17002569","1","90003027"
"17002571","17002572","17002575","0","90003029"
"17002572","17002573","17002575","1","90003030"
"17002573","17002574","17002575","0","90003031"
"17002574","17002575","17002575","0","90003032"
"17002575","0","17002575","0","90003033"
"17002576","17002577","17002579","0","90003035"
"17002577","17002578","17002579","1","90003036"
"17002578","17002579","17002579","0","90003037"
"17002579","0","17002579","1","90003038"
"17002580","0","17002579","0","90003039"
"17002581","0","17002579","1","90003040"
"17002582","17002583","17002583","1","90003042"
"17002583","0","17002583","0","90003043"
"17002584","0","17002583","1","90003044"
"17002585","0","17002583","0","90003045"
"17002586","0","17002583","1","90003046"
"17002587","0","17002583","0","90003047"
"17002588","17002589","17002590","1","90003049"
"17002589","17002590","17002590","0","90003050"
"17002590","0","17002590","0","90003051"
"17002591","0","17002590","0","90003052"
"17002592","17002593","17002593","1","90003054"
"17002593","0","17002593","0","90003055"
"17002594","0","17002593","1","90003056"
"17002595","0","17002593","0","90003057"
"17002596","0","17002593","1","90003058"
"17002597","17002598","17002598","0","90003060"
"17002598","0","17002598","1","90003061"
"17002599","0","17002598","0","90003062"
"17002600","0","17002598","1","90003063"
"17002601","0","17002598","0","90003064"
"17002602","0","17002598","1","90003065"
"17002603","0","17002598","0","90003066"
"17002604","0","17002598","1","90003067"
"17002605","17002606","17002608","1","90003069"
"17002606","17002607","17002608","0","90003070"
"17002607","17002608","17002608","1","90003071"
"17002608","0","17002608","0","90003072"
"17002609","0","17002608","1","90003073"
"17002610","17002611","17002612","1","90003075"
"17002611","17002612","17002612","0","90003076"
"17002612","0","17002612","0","90003077"
"17002613","0","17002612","0","90003078"
"17002614","0","17002612","1","90003079"
"17002615","0","17002615","0","90003081"
"17002616","0","17002615","1","90003082"
"17002617","0","17002615","0","90003083"
"17002618","0","17002615","1","90003084"
"17002619","0","17002615","1","90003085"
"17002620","0","17002620","0","90003087"
"17002621","0","17002620","0","90003088"
"17002622","17002623","17002623","0","90003090"
"17002623","0","17002623","0","90003091"
"17002624","0","17002623","1","90003092"
"17002625","0","17002623","0","90003093"
"17002626","17002627","17002629","0","90003095"
"17002627","17002628","17002629","1","90003096"
"17002628","17002629","17002629","0","90003097"
"17002629","0","17002629","0","90003098"
"17002630","0","17002629","0","90003099"
"17002631","0","17002629","0","90003100"
"17002632","17002633","17002633","1","90003102"
"17002633","0","17002633","0","90003103"
"17002634","0","17002633","1","90003104"
"17002635","0","17002633","0","90003105"
"17002636","17002637","17002637","0","90003107"
"17002637","0","17002637","0","90003108"
"17002638","17002639","17002639","0","90003110"
"17002639","0","17002639","0","90003111"
"17002640","0","17002639","0","90003112"
"17002641","0","17002639","1","90003113"
"17002642","0","17002639","0","90003114"
"17002643","0","17002639","1","90003115"
"17002644","0","17002639","0","90003116"
"17002645","0","17002639","1","90003117"
"17002646","0","17002639","0","90003118"
"17002647","0","17002639","1","90003119"
"17002648","0","17002648","1","90003121"
"17002649","17002650","17002650","1","90003123"
"17002650","0","17002650","0","90003124"
"17002651","0","17002650","1","90003125"
"17002652","0","17002650","0","90003126"
"17002653","0","17002650","1","90003127"
"17002654","17002655","17002661","0","90003129"
"17002655","17002656","17002661","1","90003130"
"17002656","17002657","17002661","0","90003131"
"17002657","17002658","17002661","1","90003132"
"17002658","17002659","17002661","0","90003133"
"17002659","17002660","17002661","0","90003134"
"17002660","17002661","17002661","0","90003135"
"17002661","0","17002661","0","90003136"
"17002662","0","17002661","0","90003137"
"17002663","0","17002661","0","90003138"
"17002664","17002665","17002666","0","90003140"
"17002665","17002666","17002666","1","90003141"
"17002666","0","17002666","1","90003142"
"17002667","17002668","17002668","1","90003144"
"17002668","0","17002668","0","90003145"
"17002669","0","17002668","1","90003146"
"17002670","0","17002668","0","90003147"
"17002671","17002672","17002673","0","90003149"
"17002672","17002673","17002673","0","90003150"
"17002673","0","17002673","1","90003151"
"17002674","17002675","17002675","1","90003153"
"17002675","0","17002675","0","90003154"
"17002676","0","17002675","1","90003155"
"17002677","0","17002675","0","90003156"
"17002678","0","17002675","1","90003157"
"17002679","17002680","17002693","1","90003159"
"17002680","17002681","17002693","0","90003160"
"17002681","17002693","17002693","1","90003161"
"17002682","17002683","17002687","0","90003163"
"17002683","17002684","17002686","1","90003164"
"17002684","17002685","17002687","0","90003165"
"17002685","17002686","17002687","1","90003166"
"17002686","17002687","17002687","0","90003167"
"17002687","0","17002687","0","90003168"
"17002688","0","17002687","1","90003169"
"17002689","17002690","17002690","0","90003171"
"17002690","0","17002690","0","90003172"
"17002691","0","17002690","1","90003173"
"17002692","0","17002693","0","90003174"
"17002693","0","17002693","0","90003175"
"17002694","0","17002690","0","90003176"
"17002695","0","17002690","1","90003177"
"17002696","17002697","17002698","1","90003179"
"17002697","17002698","17002698","0","90003180"
"17002698","17002699","17002698","0","90003181"
"17002699","0","17002698","0","90003182"
"17002700","0","17002698","1","90003183"
"17002701","0","17002698","0","90003184"
"17002702","17002703","17002705","0","90003186"
"17002703","17002704","17002705","0","90003187"
"17002704","17002705","17002705","0","90003188"
"17002705","0","17002705","0","90003189"
"17002706","0","17002705","0","90003190"
"17002707","0","17002705","1","90003191"
"17002708","17002709","17002709","0","90003193"
"17002709","0","17002709","0","90003194"
"17002710","0","17002709","0","90003195"
"17002711","0","17002709","1","90003196"
"17002712","0","17002709","0","90003197"
"17002713","17002714","17002714","0","90003199"
"17002714","0","17002714","1","90003200"
"17002715","0","17002714","0","90003201"
"17002716","0","17002714","1","90003202"
"17002717","17002718","17002719","0","90003204"
"17002718","17002719","17002719","1","90003205"
"17002719","0","17002719","0","90003206"
"17002720","17002721","17002722","1","90003208"
"17002721","17002722","17006482","0","90003209"
"17002722","17006481","17006482","1","90003210"
"17002723","17002724","17002724","1","90003212"
"17002724","0","17002724","0","90003213"
"17002725","17002726","17002726","1","90003215"
"17002726","0","17002726","0","90003216"
"17002727","17002728","17002728","1","90003218"
"17002728","0","17002728","0","90003219"
"17002729","17002730","17002730","0","90003221"
"17002730","0","17002730","0","90003222"
"17002731","0","17002730","1","90003223"
"17002732","0","17002732","0","90003225"
"17002733","0","17002732","0","90003226"
"17002734","0","17002732","1","90003227"
"17002735","17002736","17002736","1","90003229"
"17002736","0","17002736","1","90003230"
"17002737","0","17002736","0","90003231"
"17002738","0","17002736","1","90003232"
"17002739","17002740","17002740","0","90003234"
"17002740","0","17002740","0","90003235"
"17002741","0","17002740","1","90003236"
"17002742","0","17002740","0","90003237"
"17002743","17002744","17002744","1","90003239"
"17002744","0","17002744","0","90003240"
"17002745","0","17002744","0","90003241"
"17002746","0","17002744","1","90003242"
"17002747","0","17002744","0","90003243"
"17002748","0","17002744","1","90003244"
"17002749","17002750","17002750","1","90003246"
"17002750","0","17002750","0","90003247"
"17002751","0","17002750","1","90003248"
"17002752","0","17002750","0","90003249"
"17002753","17002754","17002755","1","90003251"
"17002754","17002755","17002755","0","90003252"
"17002755","0","17002755","1","90003253"
"17002756","17002757","17002757","0","90003255"
"17002757","0","17002757","1","90003256"
"17002758","0","17002757","0","90003257"
"17002759","0","17002757","0","90003258"
"17002760","0","17002757","0","90003259"
"17002761","0","17002761","1","90003261"
"17002762","0","17002762","1","90003263"
"17002763","0","17002763","1","90003265"
"17002764","17002765","17002765","1","90003267"
"17002765","0","17002765","0","90003268"
"17002766","17002767","17002768","1","90003270"
"17002767","17002768","17002768","0","90003271"
"17002768","0","17002768","1","90003272"
"17002769","0","17002768","0","90003273"
"17002770","17002771","17002772","1","90003275"
"17002771","17002772","17002772","0","90003276"
"17002772","0","17002772","1","90003277"
"17002773","0","17002772","0","90003278"
"17002774","0","17002772","1","90003279"
"17002775","17002776","17002776","1","90003281"
"17002776","0","17002776","0","90003282"
"17002777","17002778","17002778","1","90003284"
"17002778","0","17002778","0","90003285"
"17002779","0","17002778","0","90003286"
"17002780","0","17002778","1","90003287"
"17002781","17002782","17002783","1","90003289"
"17002782","17002783","17002783","0","90003290"
"17002783","0","17002783","0","90003291"
"17002784","17002785","17002788","0","90003293"
"17002785","17002786","17002788","1","90003294"
"17002786","17002787","17002788","0","90003295"
"17002787","17002788","17002788","0","90003296"
"17002788","0","17002788","0","90003297"
"17002789","0","17002788","0","90003298"
"17002790","0","17002788","0","90003299"
"17002791","17002792","17002792","1","90003301"
"17002792","0","17002792","0","90003302"
"17002793","0","17002792","1","90003303"
"17002794","17002795","17002796","1","90003305"
"17002795","17002796","17002796","0","90003306"
"17002796","0","17002796","1","90003307"
"17002797","0","17002796","0","90003308"
"17002798","0","17002796","1","90003309"
"17002799","17002800","17002800","1","90003311"
"17002800","0","17002800","0","90003312"
"17002801","17002802","17002803","1","90003314"
"17002802","17002803","17002803","0","90003315"
"17002803","0","17002803","1","90003316"
"17002804","17002805","17002810","0","90003318"
"17002805","17002806","17002810","0","90003319"
"17002806","17002807","17002810","0","90003320"
"17002807","17002808","17002810","0","90003321"
"17002808","17002809","17002810","0","90003322"
"17002809","17002810","17002810","0","90003323"
