"AttributeId","Type","SubType","WorldID","IslandId","Order","MapLevel","IsGuideMap","MapName","Description","Res","MiniMapId","FubenIcon","FubenBgImg","FubenAssessment","NpcPointId","MaxPlayerCount","MinNextLine","BornLocation","BornRotation","RandomBormLocation","FlyAutoLocation","AutoType","AutoLocation","MonsterBrushId","AwardBrushId","BigAward","SpecialAward","BrushMaxCount","MapPlayId","OnlineAward","OfflineAward","NextMapId","TreasureNpcId","TreasureMaxCount","TreasureDropId","TreasureRefrushBoss","TreasureMultipleMax","BossBrushId","SearchRefrushBossValue","TransportPrice","MapStartX","MapStartY","MapEndX","MapEndY","TowerWidth","TowerLength","SeeAllNpc","ReenterCD","RelivePoint","SafePoint","MapFirstBuffIdArray","MapBuffIdArray","MapBuffSlowIdArray","IsAllowPK","MustUseWing","BeginJoinTime","EndJoinTime","BeginMapTime","EndMapTime","EnterWeek","BeginCanJoin","EnterLevel","EnterVIPLevel","UnLockMissionID","EnterRaidCostItem","MoppingUpCostItem","Preconditions","UnlockCondition","Difficulty","DifficultyName","EnterCount","GroupType","ConsumeEnterCounterCond","HaveExtraEnterWay","ExtraBuyCount","ExtraBuyCountNeedMoney","ExtraBuyCountNeedMoneyStr","ExtraEnterCount","ExtraEnterNeedMoney","MPPanelType","InfoPanelType","WinCond","SettleLevelType","SettleLevelDropIdArr","TimeBegin","AutoTransferTime","TimeRequire","TriggerList","RecommandFightingPower","MoppingUpUnlockCond","ProtectNpc","BossID","PlotTips","DropItems","DropItemsNum","ResultDialogType","ResultDialogPopDelayTime","ResultDialogLiveTime","RandomAwardItems","FirstWinAwardDropId","FirstWinAwardItems","FirstWinAwardItemsNum","FirstWinAwardMoney","RewardSettlementType","AwardItems","AwardItemsNum","AwardMoneyFactor","AwardMoney","AssistAwardItems","MoppingUpRandomAwardItems","MoppingUpAwardMoney","MoppingUpTime","DefaultPkMode","BackgroundMusic","MapWidgetJumpArray","HpOperateWhenIn","HpOperateWhenOut","MapReviveType","AutoReviveCD","DeadToLiveCD","DistanceOfShowHeadPanel","BestRecordOrderType","Noticeld","ExpTitleIcon","IsSceneCamera","RaidWinCharacterRotation","RaidWidgetLocation","RaidBossAniParams","EnterGradeLevel","RecommendLevel","CaptainRewardItems","NotCanRevive","NextRefreshTime","BreakLineLogin","ReviveEndClearTarget","LoginEndAutoFight","VipEnterSceneBuff","HookWaitTime","NeedFightLeaveSafe","JoinTopTip","CameraData","VipMoppingConfig","VipMoppingDrop"
"71031284","9","","","","","284","0","90050024","90054042","91300101","(72010288,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031285","","3","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031283","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","850304746","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,28)","","","","7.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031285","9","","","","","285","0","90050024","90054042","91300101","(72010289,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031286","","3","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031284","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","866460537","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,27)","","","","7.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031286","9","","","","","286","0","90050024","90054042","91300101","(72010290,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031287","","3","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031285","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","882923288","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,28)","","","","7.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031287","9","","","","","287","0","90050024","90054042","91300101","(72010291,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031288","","3","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031286","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","899698831","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,27)","","","","7.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031288","9","","","","","288","0","90050024","90054042","91300101","(72010292,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031289","","3","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031287","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","916793109","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,28)","","","","7.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031289","9","","","","","289","0","90050024","90054042","91300101","(72010293,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031290","","3","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031288","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","934212179","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,27)","","","","7.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031290","9","","","","","290","0","90050024","90054042","91300101","(72010294,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031291","","3","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031289","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","951962211","60","","0","","(31061028)","(1)","3","0","5","","","(31060099,31060199,31000163)","(0,0,10)","","","","","0","(10,28)","","","","7.25","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031291","9","","","","","291","0","90050024","90054042","91300101","(72010295,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031292","","3","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031290","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","970049494","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,27)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031292","9","","","","","292","0","90050024","90054042","91300101","(72010296,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031293","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031291","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","988480435","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,28)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031293","9","","","","","293","0","90050024","90054042","91300101","(72010297,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031294","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031292","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1007261564","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,27)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031294","9","","","","","294","0","90050024","90054042","91300101","(72010298,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031295","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031293","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1026399534","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,28)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031295","9","","","","","295","0","90050024","90054042","91300101","(72010299,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031296","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031294","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1045901126","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,27)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031296","9","","","","","296","0","90050024","90054042","91300101","(72010300,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031297","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031295","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1065773248","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,28)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031297","9","","","","","297","0","90050024","90054042","91300101","(72010301,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031298","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031296","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1086022940","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,27)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031298","9","","","","","298","0","90050024","90054042","91300101","(72010302,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031299","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031297","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1106657376","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,28)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031299","9","","","","","299","0","90050024","90054042","91300101","(72010303,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031300","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031298","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1127683867","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(9,4,0)","","","","","0","(10,27)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031300","9","","","","","300","0","90050024","90054042","91300101","(72010304,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031301","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031299","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1149109861","60","","0","","(31061028)","(1)","3","0","5","","","(31060099,31060199,31000163)","(0,0,10)","","","","","0","(10,29)","","","","7.5","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031301","9","","","","","301","0","90050024","90054042","91300101","(72010305,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031302","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031300","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1155429965.2355","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(10,4,0)","","","","","0","(10,28)","","","","7.75","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031302","9","","","","","302","0","90050024","90054042","91300101","(72010306,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031303","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031301","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1161784830.0443","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(10,4,0)","","","","","0","(10,29)","","","","7.75","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031303","9","","","","","303","0","90050024","90054042","91300101","(72010307,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031304","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031302","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1168174646.60954","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(10,4,0)","","","","","0","(10,28)","","","","7.75","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031304","9","","","","","304","0","90050024","90054042","91300101","(72010308,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031305","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031303","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1174599607.16589","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(10,4,0)","","","","","0","(10,29)","","","","7.75","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031305","9","","","","","305","0","90050024","90054042","91300101","(72010309,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031306","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031304","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1181059905.0053","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(10,4,0)","","","","","0","(10,28)","","","","7.75","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031306","9","","","","","306","0","90050024","90054042","91300101","(72010310,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031307","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031305","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1187555734.48283","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(10,4,0)","","","","","0","(10,29)","","","","7.75","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
"71031307","9","","","","","307","0","90050024","90054042","91300101","(72010311,0)","91290592","91290592","","0","40","","(22385,10960,745)","(0,0,-60)","","(3196,3184,280,0)","3","","","","","","","","","","71031308","","","","","","","","(1,0)","0","0","100000","100000","10000","10000","","","(100,100,100,20,30,40)","","","(10090003,0,10992701,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","0","","","","","71031306","","","","1","","2","0","","","","0","","0","(1,12)","(2)","","","","10","60","(81001307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","1194087291.02249","60","","0","","","(1)","3","0","5","","","(31060099,31060199,31000163)","(10,4,0)","","","","","0","(10,28)","","","","7.75","-1","91920012","(-1,-1,92300012,-1,-1)","1","1","1","30","15","2000","0","93000029","","1","","","","","","","","","","","1","","-1","","","","",""
