"AttributeId","Region","SeasonNum","RankName","RankIcon","LowScore","HighScore","WinScore","LoseScore","PeaceScore","WinReward","LoseReward","PeaceReward","SeasonReward","ReservedScore","BigGradeFlag","ExpandTime","UpgradeNotify","UpgradeReward","TitleReward","RobotRate","RobotTemplateID"
"108000011","0","1","90203962","91290632","1900","2200","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","570","0","5","1","(3,31090501,1,3,31102223,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000012","0","1","90203963","91290633","2200","2500","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","660","0","5","1","(3,31090501,1,3,31102233,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000013","0","1","90203964","91290634","2500","2800","90","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","750","0","5","1","(3,31090501,1,3,31102243,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000014","0","1","90203965","91290635","2800","3200","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","840","90203635","5","1","(3,31090501,1,3,31102208,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000015","0","1","90203966","91290636","3200","3600","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","960","0","5","1","(3,31090501,1,3,31102218,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000016","0","1","90203967","91290637","3600","4000","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1080","0","5","1","(3,31090501,1,3,31102228,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000017","0","1","90203968","91290638","4000","4400","90","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1200","0","5","1","(3,31090501,1,3,31102238,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000018","0","1","90203969","91290639","4400","4800","80","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1320","0","5","1","(3,31090501,1,3,31102248,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000019","0","1","90203970","91290640","4800","5300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1440","90203636","5","1","(3,31090501,1,3,31102204,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000020","0","1","90203971","91290641","5300","5800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1590","0","5","1","(3,31090501,1,3,31102214,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000021","0","1","90203972","91290642","5800","6300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1740","0","5","1","(3,31090501,1,3,31102224,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000022","0","1","90203973","91290643","6300","6800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1890","0","5","1","(3,31090501,1,3,31102234,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000023","0","1","90203974","91290644","6800","7300","70","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","2040","0","5","1","(3,31090501,1,3,31102244,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000024","0","1","90203975","91290645","7300","7900","70","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2190","90203637","5","1","(3,31090501,1,3,31102209,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000025","0","1","90203976","91290646","7900","8500","65","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2370","0","5","1","(3,31090501,1,3,31102219,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000026","0","1","90203977","91290647","8500","9200","60","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2550","0","5","1","(3,31090501,1,3,31102229,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000027","0","1","90203978","91290648","9200","10000","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2760","0","5","1","(3,31090501,1,3,31102239,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000028","0","1","90203979","91290649","10000","999999","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","3000","0","5","1","(3,31090501,1,3,31102249,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000029","0","2","90203952","91290622","0","100","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","90203632","5","1","(3,31061004,1,3,31102202,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000030","0","2","90203953","91290623","100","200","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102212,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000031","0","2","90203954","91290624","200","300","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102222,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000032","0","2","90203955","91290625","300","500","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","90","90203633","5","1","(3,31061005,1,3,31102207,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000033","0","2","90203956","91290626","500","700","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","150","0","5","1","(3,31061005,1,3,31102217,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000034","0","2","90203957","91290627","700","900","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","210","0","5","1","(3,31061005,1,3,31102227,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000035","0","2","90203958","91290628","900","1100","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","270","0","5","1","(3,31061005,1,3,31102237,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000036","0","2","90203959","91290629","1100","1300","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","330","0","5","1","(3,31061005,1,3,31102247,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000037","0","2","90203960","91290630","1300","1600","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","390","90203634","5","1","(3,31090501,1,3,31102203,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000038","0","2","90203961","91290631","1600","1900","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","480","0","5","1","(3,31090501,1,3,31102213,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000039","0","2","90203962","91290632","1900","2200","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","570","0","5","1","(3,31090501,1,3,31102223,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000040","0","2","90203963","91290633","2200","2500","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","660","0","5","1","(3,31090501,1,3,31102233,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000041","0","2","90203964","91290634","2500","2800","90","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","750","0","5","1","(3,31090501,1,3,31102243,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000042","0","2","90203965","91290635","2800","3200","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","840","90203635","5","1","(3,31090501,1,3,31102208,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000043","0","2","90203966","91290636","3200","3600","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","960","0","5","1","(3,31090501,1,3,31102218,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000044","0","2","90203967","91290637","3600","4000","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1080","0","5","1","(3,31090501,1,3,31102228,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000045","0","2","90203968","91290638","4000","4400","90","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1200","0","5","1","(3,31090501,1,3,31102238,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000046","0","2","90203969","91290639","4400","4800","80","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1320","0","5","1","(3,31090501,1,3,31102248,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000047","0","2","90203970","91290640","4800","5300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1440","90203636","5","1","(3,31090501,1,3,31102204,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000048","0","2","90203971","91290641","5300","5800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1590","0","5","1","(3,31090501,1,3,31102214,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000049","0","2","90203972","91290642","5800","6300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1740","0","5","1","(3,31090501,1,3,31102224,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000050","0","2","90203973","91290643","6300","6800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1890","0","5","1","(3,31090501,1,3,31102234,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000051","0","2","90203974","91290644","6800","7300","70","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","2040","0","5","1","(3,31090501,1,3,31102244,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000052","0","2","90203975","91290645","7300","7900","70","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2190","90203637","5","1","(3,31090501,1,3,31102209,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000053","0","2","90203976","91290646","7900","8500","65","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2370","0","5","1","(3,31090501,1,3,31102219,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000054","0","2","90203977","91290647","8500","9200","60","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2550","0","5","1","(3,31090501,1,3,31102229,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000055","0","2","90203978","91290648","9200","10000","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2760","0","5","1","(3,31090501,1,3,31102239,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000056","0","2","90203979","91290649","10000","999999","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","3000","0","5","1","(3,31090501,1,3,31102249,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000057","0","3","90203952","91290622","0","100","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","90203632","5","1","(3,31061004,1,3,31102202,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000058","0","3","90203953","91290623","100","200","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102212,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000059","0","3","90203954","91290624","200","300","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102222,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000060","0","3","90203955","91290625","300","500","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","90","90203633","5","1","(3,31061005,1,3,31102207,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000061","0","3","90203956","91290626","500","700","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","150","0","5","1","(3,31061005,1,3,31102217,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000062","0","3","90203957","91290627","700","900","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","210","0","5","1","(3,31061005,1,3,31102227,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000063","0","3","90203958","91290628","900","1100","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","270","0","5","1","(3,31061005,1,3,31102237,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000064","0","3","90203959","91290629","1100","1300","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","330","0","5","1","(3,31061005,1,3,31102247,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000065","0","3","90203960","91290630","1300","1600","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","390","90203634","5","1","(3,31090501,1,3,31102203,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000066","0","3","90203961","91290631","1600","1900","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","480","0","5","1","(3,31090501,1,3,31102213,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000067","0","3","90203962","91290632","1900","2200","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","570","0","5","1","(3,31090501,1,3,31102223,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000068","0","3","90203963","91290633","2200","2500","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","660","0","5","1","(3,31090501,1,3,31102233,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000069","0","3","90203964","91290634","2500","2800","90","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","750","0","5","1","(3,31090501,1,3,31102243,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000070","0","3","90203965","91290635","2800","3200","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","840","90203635","5","1","(3,31090501,1,3,31102208,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000071","0","3","90203966","91290636","3200","3600","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","960","0","5","1","(3,31090501,1,3,31102218,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000072","0","3","90203967","91290637","3600","4000","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1080","0","5","1","(3,31090501,1,3,31102228,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000073","0","3","90203968","91290638","4000","4400","90","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1200","0","5","1","(3,31090501,1,3,31102238,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000074","0","3","90203969","91290639","4400","4800","80","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1320","0","5","1","(3,31090501,1,3,31102248,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000075","0","3","90203970","91290640","4800","5300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1440","90203636","5","1","(3,31090501,1,3,31102204,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000076","0","3","90203971","91290641","5300","5800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1590","0","5","1","(3,31090501,1,3,31102214,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000077","0","3","90203972","91290642","5800","6300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1740","0","5","1","(3,31090501,1,3,31102224,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000078","0","3","90203973","91290643","6300","6800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1890","0","5","1","(3,31090501,1,3,31102234,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000079","0","3","90203974","91290644","6800","7300","70","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","2040","0","5","1","(3,31090501,1,3,31102244,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000080","0","3","90203975","91290645","7300","7900","70","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2190","90203637","5","1","(3,31090501,1,3,31102209,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000081","0","3","90203976","91290646","7900","8500","65","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2370","0","5","1","(3,31090501,1,3,31102219,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000082","0","3","90203977","91290647","8500","9200","60","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2550","0","5","1","(3,31090501,1,3,31102229,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000083","0","3","90203978","91290648","9200","10000","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","2760","0","5","1","(3,31090501,1,3,31102239,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000084","0","3","90203979","91290649","10000","999999","50","-50","0","(0)","(0)","(0)","(3,31100062,1,3,31140137,10,3,31010107,40,3,31000061,1)","3000","0","5","1","(3,31090501,1,3,31102249,1,3,31090535,5)","39000062","50","(76991090,76991091,76991092,76991093)"
"108000085","0","4","90203952","91290622","0","100","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","90203632","5","1","(3,31061004,1,3,31102202,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000086","0","4","90203953","91290623","100","200","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102212,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000087","0","4","90203954","91290624","200","300","100","50","50","(0)","(0)","(0)","(3,31140137,2,3,31010107,10,3,31000061,1)","0","0","5","1","(3,31061004,1,3,31102222,1,3,31010062,1)","0","100","(76991070,76991071,76991072,76991073)"
"108000088","0","4","90203955","91290625","300","500","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","90","90203633","5","1","(3,31061005,1,3,31102207,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000089","0","4","90203956","91290626","500","700","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","150","0","5","1","(3,31061005,1,3,31102217,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000090","0","4","90203957","91290627","700","900","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","210","0","5","1","(3,31061005,1,3,31102227,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000091","0","4","90203958","91290628","900","1100","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","270","0","5","1","(3,31061005,1,3,31102237,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000092","0","4","90203959","91290629","1100","1300","100","20","40","(0)","(0)","(0)","(3,31140137,3,3,31010107,20,3,31000061,1)","330","0","5","1","(3,31061005,1,3,31102247,1,3,31010062,1)","0","100","(76991074,76991075,76991076,76991077)"
"108000093","0","4","90203960","91290630","1300","1600","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","390","90203634","5","1","(3,31090501,1,3,31102203,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000094","0","4","90203961","91290631","1600","1900","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","480","0","5","1","(3,31090501,1,3,31102213,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000095","0","4","90203962","91290632","1900","2200","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","570","0","5","1","(3,31090501,1,3,31102223,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000096","0","4","90203963","91290633","2200","2500","100","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","660","0","5","1","(3,31090501,1,3,31102233,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000097","0","4","90203964","91290634","2500","2800","90","0","10","(0)","(0)","(0)","(3,31140137,5,3,31010107,30,3,31000061,1)","750","0","5","1","(3,31090501,1,3,31102243,1,3,31010062,1)","0","100","(76991078,76991079,76991080,76991081)"
"108000098","0","4","90203965","91290635","2800","3200","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","840","90203635","5","1","(3,31090501,1,3,31102208,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000099","0","4","90203966","91290636","3200","3600","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","960","0","5","1","(3,31090501,1,3,31102218,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000100","0","4","90203967","91290637","3600","4000","90","-10","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1080","0","5","1","(3,31090501,1,3,31102228,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000101","0","4","90203968","91290638","4000","4400","90","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1200","0","5","1","(3,31090501,1,3,31102238,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000102","0","4","90203969","91290639","4400","4800","80","-20","0","(0)","(0)","(0)","(3,31100060,1,3,31140137,5,3,31010107,40,3,31000061,1)","1320","0","5","1","(3,31090501,1,3,31102248,1,3,31010062,2)","39000060","80","(76991082,76991083,76991084,76991085)"
"108000103","0","4","90203970","91290640","4800","5300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1440","90203636","5","1","(3,31090501,1,3,31102204,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000104","0","4","90203971","91290641","5300","5800","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1590","0","5","1","(3,31090501,1,3,31102214,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
"108000105","0","4","90203972","91290642","5800","6300","80","-30","0","(0)","(0)","(0)","(3,31100061,1,3,31140137,7,3,31010107,40,3,31000061,1)","1740","0","5","1","(3,31090501,1,3,31102224,1,3,31010062,2)","39000061","65","(76991086,76991087,76991088,76991089)"
