"AttributeId","ActivityType","CycleIndex","Condition","Reward","TextImage","ParamArr1","ParamArr2","ParamArr3","ParamArr4","ParamArr5"
"136004060","55","1","","","(91260576)","(29)","","","(5059)",""
"136004061","55","1","","","(91260576)","(30)","","","(5060)",""
"136004062","55","1","","","(91260576)","(31)","","","(5061)",""
"136004063","55","1","","","(91260576)","(26)","","","(5062)",""
"136004064","55","1","","","(91260576)","(27)","","","(5063)",""
"136004065","55","1","","","(91260576)","(28)","","","(5064)",""
"136004066","55","1","","","(91260576)","(29)","","","(5065)",""
"136004067","55","1","","","(91260576)","(30)","","","(5066)",""
"136004068","55","1","","","(91260576)","(31)","","","(5067)",""
"136006001","5","1","(36000,86400)","(31000115,1,31000086,3)","","","","","(5068)",""
"136006002","5","1","(43200,86400)","(31000116,1,31000086,3)","","","","","(5069)",""
"136006003","5","1","(64800,86400)","(31000117,1,31000086,3)","","","","","(5070)",""
"136006004","5","1","(72000,86400)","(31000118,1,31000086,3)","","","","","(5071)",""
"136006005","5","2","(36000,86400)","(31000129,1,31000086,3)","","","","","(5072)",""
"136006006","5","2","(43200,86400)","(31000130,1,31000086,3)","","","","","(5073)",""
"136006007","5","2","(64800,86400)","(31000119,1,31000086,3)","","","","","(5074)",""
"136006008","5","2","(72000,86400)","(31000131,1,31000086,3)","","","","","(5075)",""
"136006009","5","3","(0,86400)","(31000120,1,31000086,5)","","","","","(5076)",""
"136006010","5","4","(0,86400)","(31000121,1,31000086,5)","","","","","(5077)",""
"136006011","5","5","(0,86400)","(31000122,1,31000086,5)","","","","","(5078)",""
"136006012","5","6","(0,86400)","(31000123,1,31000086,5)","","","","","(5079)",""
"136006013","5","7","(0,86400)","(31000124,1,31000086,5)","","","","","(5080)",""
"136006014","5","1","(0,86400)","(31000109,1,31000086,5)","","","","","(5081)",""
"136006015","5","2","(0,86400)","(31000109,1,31000086,5)","","","","","(5082)",""
"136006016","5","3","(0,86400)","(31000109,1,31000086,5)","","","","","(5083)",""
"136006017","5","4","(0,86400)","(31000109,1,31000086,5)","","","","","(5084)",""
"136006018","5","5","(0,86400)","(31000109,1,31000086,5)","","","","","(5085)",""
"136006019","5","6","(0,86400)","(31000109,1,31000086,5)","","","","","(5086)",""
"136006020","5","7","(0,86400)","(31000109,1,31000086,5)","","","","","(5087)",""
"136007001","6","1","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5088)",""
"136007002","6","2","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5089)",""
"136007003","6","3","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5090)",""
"136007004","6","4","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5091)",""
"136007005","6","5","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5092)",""
"136007006","6","6","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5093)",""
"136007007","6","7","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5094)",""
"136007008","6","1","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5095)",""
"136007009","6","2","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5096)",""
"136007010","6","3","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5097)",""
"136007011","6","4","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5098)",""
"136007012","6","5","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5099)",""
"136007013","6","6","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5100)",""
"136007014","6","7","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5101)",""
"136007015","6","1","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5102)",""
"136007016","6","2","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5103)",""
"136007017","6","3","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5104)",""
"136007018","6","4","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5105)",""
"136007019","6","5","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5106)",""
"136007020","6","6","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5107)",""
"136007021","6","7","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5108)",""
"136007022","6","1","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5109)",""
"136007023","6","2","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5110)",""
"136007024","6","3","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5111)",""
"136007025","6","4","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5112)",""
"136007026","6","5","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5113)",""
"136007027","6","6","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5114)",""
"136007028","6","7","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5115)",""
"136007029","6","1","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5116)",""
"136007030","6","2","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5117)",""
"136007031","6","3","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5118)",""
"136007032","6","4","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5119)",""
"136007033","6","5","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5120)",""
"136007034","6","6","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5121)",""
"136007035","6","7","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5122)",""
"136007036","6","1","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5123)",""
"136007037","6","2","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5124)",""
"136007038","6","3","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5125)",""
"136007039","6","4","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5126)",""
"136007040","6","5","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5127)",""
"136007041","6","6","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5128)",""
"136007042","6","7","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5129)",""
"136007043","6","1","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5130)",""
"136007044","6","2","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5131)",""
"136007045","6","3","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5132)",""
"136007046","6","4","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5133)",""
"136007047","6","5","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5134)",""
"136007048","6","6","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5135)",""
"136007049","6","7","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5136)",""
"136007050","6","1","(1,1,2,5000,3,1,4,1,9,1,10,1,5,1)","(10,10,10,10,10,10,10)","","(91240616,90305192,92700003,0,-1,117000095,91240612,90305193,92480009,-1,-1,117000149,-1,90305194,92800002,-1,-1,117000149,91232615,90305195,92300003,0,-1,117000013,-1,90305363,92510001,-1,-1,117000149,-1,90305364,92340010,-1,-1,117000063,91232619,90305196,92300003,5,-1,117000015)","","","(5137)",""
