"AttributeId","Level","Type","Slot","ItemConsume","ItemGet","Describe","AttArray"
"144010218","3","2","8","(31140203,45,31140201,6)","(31140203,65,31140201,12)","90085095","(4,8,729000,0,1,4,7,142400,0,1,4,10,61900,0,1)"
"144010219","4","2","8","(31140203,135,31140201,8)","(31140203,200,31140201,20)","90085095","(4,8,1562000,0,1,4,7,305000,0,1,4,10,132400,0,1)"
"144010220","5","2","8","(31140203,405,31140201,10)","(31140203,605,31140201,30)","90085095","(4,8,3228000,0,1,4,7,630200,0,1,4,10,273400,0,1)"
"144010221","1","2","7","(31140203,5,31140201,2)","(31140203,5,31140201,2)","90085096","(4,8,128600,0,1,4,9,9200,0,1,4,11,2100,0,1)"
"144010222","2","2","7","(31140203,15,31140201,4)","(31140203,20,31140201,6)","90085096","(4,8,385700,0,1,4,9,27500,0,1,4,11,6300,0,1)"
"144010223","3","2","7","(31140203,45,31140201,6)","(31140203,65,31140201,12)","90085096","(4,8,899800,0,1,4,9,64000,0,1,4,11,14700,0,1)"
"144010224","4","2","7","(31140203,135,31140201,8)","(31140203,200,31140201,20)","90085096","(4,8,1927900,0,1,4,9,137000,0,1,4,11,31400,0,1)"
"144010225","5","2","7","(31140203,405,31140201,10)","(31140203,605,31140201,30)","90085096","(4,8,3984100,0,1,4,9,283000,0,1,4,11,64700,0,1)"
"144010301","1","3","4","(31140204,5,31140201,2)","(31140204,5,31140201,2)","90085096","(4,8,160900,0,1,4,7,38000,0,1,4,12,2300,0,1)"
"144010302","2","3","4","(31140204,15,31140201,4)","(31140204,20,31140201,6)","90085097","(4,8,482700,0,1,4,7,113900,0,1,4,12,6900,0,1)"
"144010303","3","3","4","(31140204,45,31140201,6)","(31140204,65,31140201,12)","90085097","(4,8,1126300,0,1,4,7,265700,0,1,4,12,16000,0,1)"
"144010304","4","3","4","(31140204,135,31140201,8)","(31140204,200,31140201,20)","90085097","(4,8,2413400,0,1,4,7,569200,0,1,4,12,34100,0,1)"
"144010305","5","3","4","(31140204,405,31140201,10)","(31140204,605,31140201,30)","90085097","(4,8,4987600,0,1,4,7,1176200,0,1,4,12,70300,0,1)"
"144010306","1","3","5","(31140204,5,31140201,2)","(31140204,5,31140201,2)","90085097","(4,8,139300,0,1,4,7,44800,0,1,4,10,1900,0,1)"
"144010307","2","3","5","(31140204,15,31140201,4)","(31140204,20,31140201,6)","90085097","(4,8,417800,0,1,4,7,134300,0,1,4,10,5600,0,1)"
"144010308","3","3","5","(31140204,45,31140201,6)","(31140204,65,31140201,12)","90085098","(4,8,974700,0,1,4,7,313200,0,1,4,10,12900,0,1)"
"144010309","4","3","5","(31140204,135,31140201,8)","(31140204,200,31140201,20)","90085098","(4,8,2088400,0,1,4,7,670900,0,1,4,10,27400,0,1)"
"144010310","5","3","5","(31140204,405,31140201,10)","(31140204,605,31140201,30)","90085098","(4,8,4315800,0,1,4,7,1386300,0,1,4,10,56400,0,1)"
"144010311","1","3","1","(31140204,5,31140201,2)","(31140204,5,31140201,2)","90085099","(4,8,144700,0,1,4,7,32600,0,1,4,12,6800,0,1)"
"144010312","2","3","1","(31140204,15,31140201,4)","(31140204,20,31140201,6)","90085099","(4,8,434100,0,1,4,7,97700,0,1,4,12,20400,0,1)"
"144010313","3","3","1","(31140204,45,31140201,6)","(31140204,65,31140201,12)","90085099","(4,8,1012900,0,1,4,7,227800,0,1,4,12,47500,0,1)"
"144010314","4","3","1","(31140204,135,31140201,8)","(31140204,200,31140201,20)","90085100","(4,8,2170500,0,1,4,7,488000,0,1,4,12,101700,0,1)"
"144010315","5","3","1","(31140204,405,31140201,10)","(31140204,605,31140201,30)","90085100","(4,8,4485700,0,1,4,7,1008300,0,1,4,12,210100,0,1)"
"144010316","1","3","8","(31140204,5,31140201,2)","(31140204,5,31140201,2)","90085100","(4,8,104200,0,1,4,7,20400,0,1,4,10,8900,0,1)"
"144010317","2","3","8","(31140204,15,31140201,4)","(31140204,20,31140201,6)","90085094","(4,8,312500,0,1,4,7,61100,0,1,4,10,26600,0,1)"
"144010318","3","3","8","(31140204,45,31140201,6)","(31140204,65,31140201,12)","90085094","(4,8,729000,0,1,4,7,142400,0,1,4,10,61900,0,1)"
"144010319","4","3","8","(31140204,135,31140201,8)","(31140204,200,31140201,20)","90085094","(4,8,1562000,0,1,4,7,305000,0,1,4,10,132400,0,1)"
"144010320","5","3","8","(31140204,405,31140201,10)","(31140204,605,31140201,30)","90085094","(4,8,3228000,0,1,4,7,630200,0,1,4,10,273400,0,1)"
"144010321","1","3","7","(31140204,5,31140201,2)","(31140204,5,31140201,2)","90085094","(4,8,128600,0,1,4,9,9200,0,1,4,11,2100,0,1)"
"144010322","2","3","7","(31140204,15,31140201,4)","(31140204,20,31140201,6)","90085094","(4,8,385700,0,1,4,9,27500,0,1,4,11,6300,0,1)"
"144010323","3","3","7","(31140204,45,31140201,6)","(31140204,65,31140201,12)","90085095","(4,8,899800,0,1,4,9,64000,0,1,4,11,14700,0,1)"
"144010324","4","3","7","(31140204,135,31140201,8)","(31140204,200,31140201,20)","90085095","(4,8,1927900,0,1,4,9,137000,0,1,4,11,31400,0,1)"
"144010325","5","3","7","(31140204,405,31140201,10)","(31140204,605,31140201,30)","90085095","(4,8,3984100,0,1,4,9,283000,0,1,4,11,64700,0,1)"
"144010401","1","4","4","(31140205,5,31140201,2)","(31140205,5,31140201,2)","90085095","(4,8,306500,0,1,4,7,72300,0,1,4,12,4400,0,1)"
"144010402","2","4","4","(31140205,15,31140201,4)","(31140205,20,31140201,6)","90085095","(4,8,919500,0,1,4,7,216900,0,1,4,12,13100,0,1)"
"144010403","3","4","4","(31140205,45,31140201,6)","(31140205,65,31140201,12)","90085095","(4,8,2145400,0,1,4,7,506000,0,1,4,12,30400,0,1)"
"144010404","4","4","4","(31140205,135,31140201,8)","(31140205,200,31140201,20)","90085096","(4,8,4597100,0,1,4,7,1084100,0,1,4,12,64900,0,1)"
"144010405","5","4","4","(31140205,405,31140201,10)","(31140205,605,31140201,30)","90085096","(4,8,9500400,0,1,4,7,2240300,0,1,4,12,133800,0,1)"
"144010406","1","4","5","(31140205,5,31140201,2)","(31140205,5,31140201,2)","90085096","(4,8,265200,0,1,4,7,85200,0,1,4,10,3500,0,1)"
"144010407","2","4","5","(31140205,15,31140201,4)","(31140205,20,31140201,6)","90085096","(4,8,795600,0,1,4,7,255600,0,1,4,10,10400,0,1)"
"144010408","3","4","5","(31140205,45,31140201,6)","(31140205,65,31140201,12)","90085096","(4,8,1856300,0,1,4,7,596300,0,1,4,10,24200,0,1)"
"144010409","4","4","5","(31140205,135,31140201,8)","(31140205,200,31140201,20)","90085096","(4,8,3977600,0,1,4,7,1277600,0,1,4,10,51800,0,1)"
"144010410","5","4","5","(31140205,405,31140201,10)","(31140205,605,31140201,30)","90085097","(4,8,8220200,0,1,4,7,2640200,0,1,4,10,106900,0,1)"
"144010411","1","4","1","(31140205,5,31140201,2)","(31140205,5,31140201,2)","90085097","(4,8,275700,0,1,4,7,62000,0,1,4,12,13000,0,1)"
"144010412","2","4","1","(31140205,15,31140201,4)","(31140205,20,31140201,6)","90085097","(4,8,827000,0,1,4,7,185900,0,1,4,12,38900,0,1)"
"144010413","3","4","1","(31140205,45,31140201,6)","(31140205,65,31140201,12)","90085097","(4,8,1929500,0,1,4,7,433700,0,1,4,12,90600,0,1)"
"144010414","4","4","1","(31140205,135,31140201,8)","(31140205,200,31140201,20)","90085097","(4,8,4134500,0,1,4,7,929200,0,1,4,12,193900,0,1)"
"144010415","5","4","1","(31140205,405,31140201,10)","(31140205,605,31140201,30)","90085097","(4,8,8544400,0,1,4,7,1920200,0,1,4,12,400400,0,1)"
"144010416","1","4","8","(31140205,5,31140201,2)","(31140205,5,31140201,2)","90085098","(4,8,198400,0,1,4,7,38800,0,1,4,10,16800,0,1)"
"144010417","2","4","8","(31140205,15,31140201,4)","(31140205,20,31140201,6)","90085098","(4,8,595100,0,1,4,7,116300,0,1,4,10,50400,0,1)"
"144010418","3","4","8","(31140205,45,31140201,6)","(31140205,65,31140201,12)","90085098","(4,8,1388400,0,1,4,7,271200,0,1,4,10,117500,0,1)"
"144010419","4","4","8","(31140205,135,31140201,8)","(31140205,200,31140201,20)","90085099","(4,8,2975000,0,1,4,7,580900,0,1,4,10,251700,0,1)"
"144010420","5","4","8","(31140205,405,31140201,10)","(31140205,605,31140201,30)","90085099","(4,8,6148200,0,1,4,7,1200300,0,1,4,10,520100,0,1)"
"144010421","1","4","7","(31140205,5,31140201,2)","(31140205,5,31140201,2)","90085099","(4,8,244800,0,1,4,9,17400,0,1,4,11,4000,0,1)"
"144010422","2","4","7","(31140205,15,31140201,4)","(31140205,20,31140201,6)","90085100","(4,8,734400,0,1,4,9,52200,0,1,4,11,12000,0,1)"
"144010423","3","4","7","(31140205,45,31140201,6)","(31140205,65,31140201,12)","90085100","(4,8,1713500,0,1,4,9,121800,0,1,4,11,27900,0,1)"
"144010424","4","4","7","(31140205,135,31140201,8)","(31140205,200,31140201,20)","90085100","(4,8,3671700,0,1,4,9,260900,0,1,4,11,59600,0,1)"
"144010425","5","4","7","(31140205,405,31140201,10)","(31140205,605,31140201,30)","90085100","(4,8,7588100,0,1,4,9,539000,0,1,4,11,123000,0,1)"
"144010501","1","5","3","(31140206,5,31140201,2)","(31140206,5,31140201,2)","90085100","(4,5,5900,0,1,4,6,7100,0,1,4,10,7500,0,1)"
"144010502","2","5","3","(31140206,15,31140201,4)","(31140206,20,31140201,6)","90085100","(4,5,17700,0,1,4,6,21200,0,1,4,10,22500,0,1)"
"144010503","3","5","3","(31140206,45,31140201,6)","(31140206,65,31140201,12)","90085100","(4,5,41200,0,1,4,6,49400,0,1,4,10,52400,0,1)"
"144010504","4","5","3","(31140206,135,31140201,8)","(31140206,200,31140201,20)","90085100","(4,5,88200,0,1,4,6,105800,0,1,4,10,112100,0,1)"
"144010505","5","5","3","(31140206,405,31140201,10)","(31140206,605,31140201,30)","90085100","(4,5,182200,0,1,4,6,218600,0,1,4,10,231400,0,1)"
"144010506","1","5","6","(31140206,5,31140201,2)","(31140206,5,31140201,2)","90085100","(4,5,7700,0,1,4,6,9300,0,1,4,9,5500,0,1)"
"144010507","2","5","6","(31140206,15,31140201,4)","(31140206,20,31140201,6)","90085100","(4,5,23100,0,1,4,6,27800,0,1,4,9,16500,0,1)"
"144010508","3","5","6","(31140206,45,31140201,6)","(31140206,65,31140201,12)","90085100","(4,5,53900,0,1,4,6,64700,0,1,4,9,38400,0,1)"
"144010509","4","5","6","(31140206,135,31140201,8)","(31140206,200,31140201,20)","90085100","(4,5,115400,0,1,4,6,138500,0,1,4,9,82200,0,1)"
"144010510","5","5","6","(31140206,405,31140201,10)","(31140206,605,31140201,30)","90085100","(4,5,238300,0,1,4,6,286000,0,1,4,9,169700,0,1)"
"144010511","1","5","2","(31140206,5,31140201,2)","(31140206,5,31140201,2)","90085100","(4,5,9500,0,1,4,6,11400,0,1,4,11,7000,0,1)"
"144010512","2","5","2","(31140206,15,31140201,4)","(31140206,20,31140201,6)","90085100","(4,5,28500,0,1,4,6,34200,0,1,4,11,21000,0,1)"
"144010513","3","5","2","(31140206,45,31140201,6)","(31140206,65,31140201,12)","90085100","(4,5,66500,0,1,4,6,79800,0,1,4,11,48900,0,1)"
"144010514","4","5","2","(31140206,135,31140201,8)","(31140206,200,31140201,20)","90085100","(4,5,142400,0,1,4,6,170900,0,1,4,11,104600,0,1)"
"144010515","5","5","2","(31140206,405,31140201,10)","(31140206,605,31140201,30)","90085100","(4,5,294200,0,1,4,6,353000,0,1,4,11,215900,0,1)"
"144010601","1","6","3","(31140207,5,31140201,2)","(31140207,5,31140201,2)","90085100","(4,5,5900,0,1,4,6,7100,0,1,4,10,7500,0,1)"
"144010602","2","6","3","(31140207,15,31140201,4)","(31140207,20,31140201,6)","90085100","(4,5,17700,0,1,4,6,21200,0,1,4,10,22500,0,1)"
"144010603","3","6","3","(31140207,45,31140201,6)","(31140207,65,31140201,12)","90085100","(4,5,41200,0,1,4,6,49400,0,1,4,10,52400,0,1)"
"144010604","4","6","3","(31140207,135,31140201,8)","(31140207,200,31140201,20)","90085100","(4,5,88200,0,1,4,6,105800,0,1,4,10,112100,0,1)"
"144010605","5","6","3","(31140207,405,31140201,10)","(31140207,605,31140201,30)","90085100","(4,5,182200,0,1,4,6,218600,0,1,4,10,231400,0,1)"
"144010606","1","6","6","(31140207,5,31140201,2)","(31140207,5,31140201,2)","90085100","(4,5,7700,0,1,4,6,9300,0,1,4,9,5500,0,1)"
"144010607","2","6","6","(31140207,15,31140201,4)","(31140207,20,31140201,6)","90085100","(4,5,23100,0,1,4,6,27800,0,1,4,9,16500,0,1)"
"144010608","3","6","6","(31140207,45,31140201,6)","(31140207,65,31140201,12)","90085100","(4,5,53900,0,1,4,6,64700,0,1,4,9,38400,0,1)"
"144010609","4","6","6","(31140207,135,31140201,8)","(31140207,200,31140201,20)","90085100","(4,5,115400,0,1,4,6,138500,0,1,4,9,82200,0,1)"
"144010610","5","6","6","(31140207,405,31140201,10)","(31140207,605,31140201,30)","90085100","(4,5,238300,0,1,4,6,286000,0,1,4,9,169700,0,1)"
"144010611","1","6","2","(31140207,5,31140201,2)","(31140207,5,31140201,2)","90085100","(4,5,9500,0,1,4,6,11400,0,1,4,11,7000,0,1)"
"144010612","2","6","2","(31140207,15,31140201,4)","(31140207,20,31140201,6)","90085100","(4,5,28500,0,1,4,6,34200,0,1,4,11,21000,0,1)"
"144010613","3","6","2","(31140207,45,31140201,6)","(31140207,65,31140201,12)","90085100","(4,5,66500,0,1,4,6,79800,0,1,4,11,48900,0,1)"
"144010614","4","6","2","(31140207,135,31140201,8)","(31140207,200,31140201,20)","90085100","(4,5,142400,0,1,4,6,170900,0,1,4,11,104600,0,1)"
"144010615","5","6","2","(31140207,405,31140201,10)","(31140207,605,31140201,30)","90085100","(4,5,294200,0,1,4,6,353000,0,1,4,11,215900,0,1)"
"144010701","1","7","3","(31140208,5,31140201,2)","(31140208,5,31140201,2)","90085100","(4,5,11200,0,1,4,6,13500,0,1,4,10,14200,0,1)"
"144010702","2","7","3","(31140208,15,31140201,4)","(31140208,20,31140201,6)","90085100","(4,5,33600,0,1,4,6,40400,0,1,4,10,42600,0,1)"
"144010703","3","7","3","(31140208,45,31140201,6)","(31140208,65,31140201,12)","90085100","(4,5,78400,0,1,4,6,94100,0,1,4,10,99400,0,1)"
"144010704","4","7","3","(31140208,135,31140201,8)","(31140208,200,31140201,20)","90085100","(4,5,167900,0,1,4,6,201500,0,1,4,10,213000,0,1)"
"144010705","5","7","3","(31140208,405,31140201,10)","(31140208,605,31140201,30)","90085100","(4,5,346900,0,1,4,6,416300,0,1,4,10,440100,0,1)"
"144010706","1","7","6","(31140208,5,31140201,2)","(31140208,5,31140201,2)","90085100","(4,5,14700,0,1,4,6,17600,0,1,4,9,10500,0,1)"
"144010707","2","7","6","(31140208,15,31140201,4)","(31140208,20,31140201,6)","90085100","(4,5,44000,0,1,4,6,52700,0,1,4,9,31400,0,1)"
"144010708","3","7","6","(31140208,45,31140201,6)","(31140208,65,31140201,12)","90085100","(4,5,102500,0,1,4,6,122900,0,1,4,9,73100,0,1)"
"144010709","4","7","6","(31140208,135,31140201,8)","(31140208,200,31140201,20)","90085100","(4,5,219500,0,1,4,6,263300,0,1,4,9,156400,0,1)"
"144010710","5","7","6","(31140208,405,31140201,10)","(31140208,605,31140201,30)","90085100","(4,5,453500,0,1,4,6,544100,0,1,4,9,323000,0,1)"
"144010711","1","7","2","(31140208,5,31140201,2)","(31140208,5,31140201,2)","90085100","(4,5,18100,0,1,4,6,21700,0,1,4,11,13300,0,1)"
"144010712","2","7","2","(31140208,15,31140201,4)","(31140208,20,31140201,6)","90085100","(4,5,54300,0,1,4,6,65100,0,1,4,11,39800,0,1)"
"144010713","3","7","2","(31140208,45,31140201,6)","(31140208,65,31140201,12)","90085100","(4,5,126600,0,1,4,6,151900,0,1,4,11,92800,0,1)"
"144010714","4","7","2","(31140208,135,31140201,8)","(31140208,200,31140201,20)","90085100","(4,5,271200,0,1,4,6,325400,0,1,4,11,198800,0,1)"
"144010715","5","7","2","(31140208,405,31140201,10)","(31140208,605,31140201,30)","90085100","(4,5,560300,0,1,4,6,672300,0,1,4,11,410800,0,1)"
"144010801","1","8","0","(31140213,5,31140201,2)","(31140213,5,31140201,2)","90085100","(4,5,9500,0,1,4,6,11400,0,1,4,9,7800,0,1)"
"144010802","2","8","0","(31140213,15,31140201,4)","(31140213,20,31140201,6)","90085100","(4,5,28500,0,1,4,6,34200,0,1,4,9,23300,0,1)"
"144010803","3","8","0","(31140213,45,31140201,6)","(31140213,65,31140201,12)","90085100","(4,5,66500,0,1,4,6,79800,0,1,4,9,54300,0,1)"
"144010804","4","8","0","(31140213,135,31140201,8)","(31140213,200,31140201,20)","90085100","(4,5,142400,0,1,4,6,170900,0,1,4,9,116300,0,1)"
"144010805","5","8","0","(31140213,405,31140201,10)","(31140213,605,31140201,30)","90085100","(4,5,294200,0,1,4,6,353000,0,1,4,9,240200,0,1)"
"144010806","1","8","9","(31140213,5,31140201,2)","(31140213,5,31140201,2)","90085100","(4,8,123400,0,1,4,7,14000,0,1,4,10,7800,0,1)"
"144010807","2","8","9","(31140213,15,31140201,4)","(31140213,20,31140201,6)","90085100","(4,8,370200,0,1,4,7,41900,0,1,4,10,23300,0,1)"
"144010808","3","8","9","(31140213,45,31140201,6)","(31140213,65,31140201,12)","90085100","(4,8,863800,0,1,4,7,97700,0,1,4,10,54300,0,1)"
"144010809","4","8","9","(31140213,135,31140201,8)","(31140213,200,31140201,20)","90085100","(4,8,1850900,0,1,4,7,209200,0,1,4,10,116300,0,1)"
"144010810","5","8","9","(31140213,405,31140201,10)","(31140213,605,31140201,30)","90085100","(4,8,3825100,0,1,4,7,432200,0,1,4,10,240200,0,1)"
"144010811","1","8","10","(31140213,5,31140201,2)","(31140213,5,31140201,2)","90085100","(4,8,83500,0,1,4,5,5000,0,1,4,6,6000,0,1,4,7,22100,0,1)"
"144010812","2","8","10","(31140213,15,31140201,4)","(31140213,20,31140201,6)","90085100","(4,8,250500,0,1,4,5,14900,0,1,4,6,17900,0,1,4,7,66300,0,1)"
"144010813","3","8","10","(31140213,45,31140201,6)","(31140213,65,31140201,12)","90085100","(4,8,584400,0,1,4,5,34700,0,1,4,6,41600,0,1,4,7,154600,0,1)"
"144010814","4","8","10","(31140213,135,31140201,8)","(31140213,200,31140201,20)","90085100","(4,8,1252200,0,1,4,5,74200,0,1,4,6,89000,0,1,4,7,331200,0,1)"
"144010815","5","8","10","(31140213,405,31140201,10)","(31140213,605,31140201,30)","90085100","(4,8,2587700,0,1,4,5,153200,0,1,4,6,183800,0,1,4,7,684300,0,1)"
"144010816","1","8","11","(31140213,5,31140201,2)","(31140213,5,31140201,2)","90085100","(4,8,83500,0,1,4,5,5000,0,1,4,6,6000,0,1,4,7,22100,0,1)"
"144010817","2","8","11","(31140213,15,31140201,4)","(31140213,20,31140201,6)","90085100","(4,8,250500,0,1,4,5,14900,0,1,4,6,17900,0,1,4,7,66300,0,1)"
"144010818","3","8","11","(31140213,45,31140201,6)","(31140213,65,31140201,12)","90085100","(4,8,584400,0,1,4,5,34700,0,1,4,6,41600,0,1,4,7,154600,0,1)"
"144010819","4","8","11","(31140213,135,31140201,8)","(31140213,200,31140201,20)","90085100","(4,8,1252200,0,1,4,5,74200,0,1,4,6,89000,0,1,4,7,331200,0,1)"
"144010820","5","8","11","(31140213,405,31140201,10)","(31140213,605,31140201,30)","90085100","(4,8,2587700,0,1,4,5,153200,0,1,4,6,183800,0,1,4,7,684300,0,1)"
"144010901","1","9","0","(31140214,5,31140201,2)","(31140214,5,31140201,2)","90085100","(4,5,20100,0,1,4,6,24100,0,1,4,9,16400,0,1)"
"144010902","2","9","0","(31140214,15,31140201,4)","(31140214,20,31140201,6)","90085100","(4,5,60200,0,1,4,6,72200,0,1,4,9,49100,0,1)"
"144010903","3","9","0","(31140214,45,31140201,6)","(31140214,65,31140201,12)","90085100","(4,5,140300,0,1,4,6,168400,0,1,4,9,114500,0,1)"
"144010904","4","9","0","(31140214,135,31140201,8)","(31140214,200,31140201,20)","90085100","(4,5,300500,0,1,4,6,360700,0,1,4,9,245300,0,1)"
"144010905","5","9","0","(31140214,405,31140201,10)","(31140214,605,31140201,30)","90085100","(4,5,620900,0,1,4,6,745200,0,1,4,9,506900,0,1)"
"144010906","1","9","9","(31140214,5,31140201,2)","(31140214,5,31140201,2)","90085100","(4,8,260500,0,1,4,7,29500,0,1,4,10,16400,0,1)"
"144010907","2","9","9","(31140214,15,31140201,4)","(31140214,20,31140201,6)","90085100","(4,8,781500,0,1,4,7,88400,0,1,4,10,49100,0,1)"
"144010908","3","9","9","(31140214,45,31140201,6)","(31140214,65,31140201,12)","90085100","(4,8,1823500,0,1,4,7,206100,0,1,4,10,114500,0,1)"
"144010909","4","9","9","(31140214,135,31140201,8)","(31140214,200,31140201,20)","90085100","(4,8,3907400,0,1,4,7,441500,0,1,4,10,245300,0,1)"
