"AttributeId","NpcType","SubType","Class","Sex","Level","UseOwnerAtt","UpgradeId","InitLevelInfo","PropertyRatio","PropertyPlus","BornCommunity","BornBuff","BornItem","BornWing","BornMount","BornSpirit","AwardPlay","MultipleDropId","AwardNoticeId","LifeTime","DeadType","DeadFly","MoveLength","MoveTime","MoveAcceleration","DeadTime","ReviveInfo","CorpseTime","DeadExp","DeadExpPlus","DeadExpMode","DeadScore","DeadGloryGlow","BornType","BornTime","Fixed","Capsule","RunSpeed","AiMoveSpeed","IsRide","HpBarNum","BeHurtType","PassiveOrActive","SkillTarget","AttackOther","AttackNpc","CanMove","AttackOne","AttackAllOne","AttackNum","PatrolType","PatrolLength","ViewAngleType","ViewLength","PursuitLength","FollowLength","FollowAttackLength","IsWarn","WarnLength","WarnResId","ExitBattleHp","AiCycle","AiBattleCycle","AiId","DialogId","SkillNormal","SkillCD","SkillHp","SkillHate","SkillWarTime","HateListParam","ItemGetDisplayArray","DropID","RankRewards","LegionWelferaRewards","DropChests","DropChestsPos","InteractionTime","InteractAward","InteractBuff","NpcName","HalfImgRes","HeadImg","ExhibitionHeadImg","ExhibitionBackgroundImg","BornLocation","BornRotation","BornScale","MeshUnitRes","UnitRes","EffectsScale","LightStrength","LightColor","BasicColor","Des","BossColor","ExhibitionPos","ExhibitionScale","ExhibitionRotate","PathFindLocation","AddNpcRate","StartShowMissionId","EndShowMissionId","StartShowMissionState","EndShowMissionState","NeedFaceToPlayer","DialogSound","DialogCameraLength","Shouting","CreatingNotice","Noticeld","GsSuggestion","DialogWidgetCameraParamArray","DialogWidgetMontageId","HurtSound","SkillHurtSound","TimeLimitExchangeDrop","TimeLimitAddedDrop","GsAddBuffId","BuffIdWithKill","NormNpcGs","DamageSummonWithSelf","IsUseDamageList","HelperReward","BeHelpedReward","MissionTrigge","HpPlotTip","ShowDropList","MapFirsttHitTrigge","FirstKillDropId","IsRandomRoleName","ComeBackTime","BornBuffLevel","IsControlBoss","MonsterCollisionType","BattleCameraParamArray","BattleCameraDataArray","WorldBossDropID","IsCanShowHeadLifebar","TopHeadOffset"
"76001180","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,253)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,253)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(120,40)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90008188","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90041099","91232584","91200514","91200514","","(0,0,-120)","(0,0,-90)","(1,1,1)","","(91043601,91043602,91043603,91043604,91043605,91043606,91043607,91043608,91043609,91043610,91043611,91043612,91043613,91043614,91043615,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001139","15001139","6","","","91924031","","","","","","(300,60,0,0,60,0,0,0,0,0,0,0,0,180,0.5,0.5)","91043619","(0)","(91923035,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001181","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,279)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,279)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(120,40)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90008188","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90041099","91232584","91200514","91200514","","(0,0,-120)","(0,0,-90)","(1,1,1)","","(91043601,91043602,91043603,91043604,91043605,91043606,91043607,91043608,91043609,91043610,91043611,91043612,91043613,91043614,91043615,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001166","15001167","6","","","91924031","","","","","","(300,60,0,0,60,0,0,0,0,0,0,0,0,180,0.5,0.5)","91043619","(0)","(91923035,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001182","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,450)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,450)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(120,50)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90005810","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90041642","91232583","0","0","","(0,0,-120)","(0,0,-90)","(1,1,1)","","(91043401,91043402,91043403,91043404,91043405,91043406,91043407,91043408,91043409,91043410,91043411,91043412,91043413,91043414,91043415,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001301","15001301","6","","","91924047","","","","","","(300,60,0,0,60,0,0,0,0,0,0,0,0,180,0.5,0.5)","91043419","(0)","(91923034,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001183","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,489)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,489)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(100,40)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90008206","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90041681","91232563","91200513","91200513","","(0,0,-100)","(0,0,-90)","(1,1,1)","(0,91013251,91013253,0,0,0)","(91013259,91013017,91013003,91013004,91013005,91013006,91013007,91013008,91013009,91013010,91013011,91013012,91013013,91013014,91013015,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001333","15001333","6","","","91924020","","","","","","","","(91923040)","(91923035,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001184","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,533)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,533)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(115,40)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90008188","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90041099","91232584","91200514","91200514","","(0,0,-115)","(0,0,-90)","(1,1,1)","","(91043601,91043602,91043603,91043604,91043605,91043606,91043607,91043608,91043609,91043610,91043611,91043612,91043613,91043614,91043615,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001367","","6","","","91924031","","","","","","(300,60,0,0,60,0,0,0,0,0,0,0,0,180,0.5,0.5)","91043619","(0)","(91923035,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001185","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,63)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,63)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.1","40000","3","","","0.8","0","0","10","0","1","2.7","","(105,40)","","500","0","0","","0","0","0","","0","","","","0","1000","","800","2000","","","0","","","1","5","3","","90005805","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90042142","91232682","91200511","91200511","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91053501,91053502,91053503,91053504,91053505,91053506,91053507,91053508,91053509,91053510,91053511,91053512,91053513,91053514,91053515,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15000997","15000998","6","","","91924007","","","","","","(300,60,0,0,60,0,0,0,0,0,0,0,0,180,0.5,0.5)","91053521","(91923040)","(91923035,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001186","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,216)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,216)","10","(0,0,0)","(31029141,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(100,40)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90008190","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90041408","0","91200514","91200514","","(0,0,-100)","(0,0,-90)","(1,1,1)","","(91014001,91014002,91014003,91014004,91014005,91014006,91014007,91014008,91014009,91014010,91014011,91014012,91014013,91014014,91014015,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001110","15001110","6","","","91924007","","","","","","","","(91923042)","(91923034,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001187","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,157)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,157)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(115,40)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90008206","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90041349","0","0","0","","(0,0,-115)","(0,0,-90)","(1,1,1)","","(91041201,91041202,91041203,91041204,91041205,91041206,91041207,91041208,91041209,91041210,91041211,91041212,91041213,91041214,91041215,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001050","","6","","","","","","","","","","","(91923041)","(91923034,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001188","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,469)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,469)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(320,120)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90008189","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90042087","0","0","0","","(0,0,-320)","(0,0,-90)","(1,1,1)","","(91042701,91042702,91042703,91042704,91042705,91042706,91042707,91042708,91042709,91042710,91042711,91042712,91042713,91042714,91042715,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001307","15001307","6","","","91924001","1000","","","","","","","(0)","(91923035,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001189","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,480)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,480)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.2","40000","3","","","1","0","0","10","0","1","2.7","","(320,120)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90008189","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90042087","0","0","0","","(0,0,-320)","(0,0,-90)","(1,1,1)","","(91042701,91042702,91042703,91042704,91042705,91042706,91042707,91042708,91042709,91042710,91042711,91042712,91042713,91042714,91042715,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","15001325","15001325","6","","","91924001","1000","","","","","","","(0)","(91923035,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001190","2","","1","1","1","","21050001","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,5)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,5)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","1","200","0.2","10000","3","","","1","0","0","10","0","2","1.2","","(100,40)","","500","0","0","","0","0","0","","1","","","","0","1000","","800","2000","","","0","","","1","5","3","","90005775","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90041461","91232593","0","0","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91051001,91051002,91051003,91051004,91051005,91051006,91051007,91051008,91051009,91051010,91051011,91051012,91051013,91051014,91051015,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","0","","","","","","91924012","","","","","","","","(91923040)","(91923034,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001191","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.1","40000","","","","0.8","0","0","10","0","1","2.7","","(100,40)","","500","0","0","","0","0","0","","0","","","","0","400","","500","1500","","","0","","","1","5","3","","90005815","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90042141","91232696","0","0","","(0,0,-95)","(0,0,-90)","(1,1,1)","","(91056001,91056002,91056003,91056004,91056005,91056006,91056007,91056008,91056009,91056010,91056011,91056012,91056013,91056014,91056015,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","","","","","","91924136","","","","","","(300,60,0,0,60,0,0,0,0,0,0,0,0,180,0.5,0.5)","91056020","(0)","(0)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
"76001192","2","","1","1","99","","21050099","","(4,31,1,0,1,4,8,1,0,1,4,5,1,0,1,4,6,1,0,1,4,7,1,0,1,4,9,1,0,1,4,10,1,0,1,4,11,1,0,1,4,12,1,0,1,4,13,1,0,1,4,14,1,0,1,4,15,1,0,1,4,16,1,0,1,4,21,1,0,1,4,22,1,0,1,4,19,1,0,1,4,20,1,0,1,4,17,1,0,1,4,18,1,0,1,4,23,1,0,1,4,24,1,0,1,4,25,1,0,1,4,26,1,0,1)","(4,31,0,0,1,4,8,0,0,1,4,5,0,0,1,4,6,0,0,1,4,7,0,0,1,4,9,0,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,0,0,1,4,14,0,0,1,4,15,0,0,1,4,16,0,0,1,4,21,0,0,1,4,22,0,0,1,4,19,0,0,1,4,20,0,0,1,4,17,0,0,1,4,18,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,0,0,1,4,26,0,0,1)","10","(0,0,0)","(0,0,0)","","","","","","","0","3","0","200","0.1","40000","3","","","0.8","0","0","10","0","1","2.7","","(105,40)","","500","0","0","","0","0","0","","0","","","","0","1000","","800","2000","","","0","","","1","5","3","","90005805","(0,0,13500001,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","","","(0)","","","","","","","","90042142","91232682","91200511","91200511","","(0,0,-105)","(0,0,-90)","(1,1,1)","","(91053501,91053502,91053503,91053504,91053505,91053506,91053507,91053508,91053509,91053510,91053511,91053512,91053513,91053514,91053515,0,0,0,0,0,0,0,0,0,0,0,0,0)","(1,1,1)","0","(1,1,1,1)","(1,1,1,1)","0","(1,1,1,1)","(0,-60,0)","(1,1,1)","(0,0,90)","","1","","","","","","91924041","","","","","","(300,60,0,0,60,0,0,0,0,0,0,0,0,180,0.5,0.5)","91053521","(91923040)","(91923035,91923037,91923038,91923039,91923039)","(70504012)","(70504013)","","","","","","","","","","","","","","","","","0","","","","0",""
